Rk,Player,WAR/pos,G,Year,Age,Tm,Lg,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
471,Phil Hennigan\henniph01,0.1,42,1970,24,CLE,AL,12,7,1,1,1,0,0,1,2,0,3,1,2,0,0,0,0,0.143,0.4,0.286,0.686,*1
472,Dave LaRoche\larocda01,0.1,38,1970,22,CAL,AL,9,8,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0.25,0.333,0.375,0.708,*1
473,Jim Nelson\nelsoji01,0.1,15,1970,22,PIT,NL,23,20,1,4,0,0,0,3,1,0,6,0,1,1,0,0,0,0.2,0.227,0.2,0.427,*1
474,Jose Pena\penajo01,0.1,29,1970,27,LAD,NL,10,8,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0.125,0.3,0.125,0.425,*1
475,Roberto Rodriguez\rodriro01,0.1,42,1970,29,TOT,ML,13,12,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.083,0.154,0.333,0.487,*1
476,Dick Such\suchdi01,0.1,22,1970,25,WSA,AL,14,13,1,3,1,0,0,1,1,0,4,0,0,0,1,0,0,0.231,0.286,0.308,0.593,*1/H
477,Lowell Palmer\palmelo01,0.1,26,1969,21,PHI,NL,25,22,2,3,0,0,1,1,1,0,10,0,2,0,0,0,0,0.136,0.174,0.273,0.447,*1
478,Horacio Pina\pinaho01,0.1,31,1969,24,CLE,AL,6,6,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
479,Dave Roberts\roberda05,0.1,23,1969,24,SDP,NL,15,15,0,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0.267,0.267,0.267,0.533,*1/H
480,Don Secrist\secrido01,0.1,19,1969,25,CHW,AL,8,7,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0.143,0.25,0.143,0.393,*1
481,Chuck Taylor\tayloch02,0.1,27,1969,27,STL,NL,42,39,0,7,2,0,0,2,1,0,14,0,2,0,0,0,0,0.179,0.2,0.231,0.431,*1
482,Ron Bryant\bryanro01,0.1,16,1969,21,SFG,NL,21,16,3,3,0,0,0,0,2,0,7,0,3,0,0,0,0,0.188,0.278,0.188,0.465,*1
483,Rollie Fingers\fingero01,0.1,60,1969,22,OAK,AL,28,25,2,5,0,0,0,0,0,0,4,0,3,0,0,0,0,0.2,0.2,0.2,0.4,*1
484,Tom Hall\hallto01,0.1,32,1969,21,MIN,AL,50,43,5,8,1,0,0,0,4,0,14,0,3,0,0,0,0,0.186,0.255,0.209,0.465,*1/H
485,Ray Lamb\lambra01,0.1,10,1969,24,LAD,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
486,Jim Miles\milesji01,0.1,12,1969,25,WSA,AL,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,*1/H
487,Tyler Heineman\heinety01,0,15,2020,29,SFG,NL,50,42,3,8,1,0,0,1,4,0,6,2,2,0,0,1,0,0.19,0.292,0.214,0.506,*2/1
488,Max Schrock\schroma01,0,11,2020,25,STL,NL,17,17,1,3,0,0,1,1,0,0,6,0,0,0,0,0,0,0.176,0.176,0.353,0.529,/H451D
489,Wes Parsons\parsowe01,0,31,2019,26,TOT,NL,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.333,0,0.333,*1
490,Cal Quantrill\quantca01,0,21,2019,24,SDP,NL,30,25,1,2,0,0,0,1,1,0,6,0,4,0,0,0,1,0.08,0.115,0.08,0.195,*1
491,Jose Quijada\quijajo01,0,31,2019,23,MIA,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
492,Tanner Rainey\raineta01,0,47,2019,26,WSN,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
493,Gerardo Reyes\reyesge01,0,27,2019,26,SDP,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
494,Tyler Rogers\rogerty01,0,15,2019,28,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
495,James Sherfy\sherfji01,0,17,2019,27,ARI,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
496,Chad Sobotka\sobotch01,0,30,2019,25,ATL,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
497,Ranger Suarez\suarera01,0,34,2019,23,PHI,NL,5,4,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0.25,0.25,0.25,0.5,*1
498,Jesus Tinoco\tinocje01,0,23,2019,24,COL,NL,6,5,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0.2,0.2,0.2,0.4,*1
499,Duane Underwood Jr.\underdu01,0,12,2019,24,CHC,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
500,Jacob Webb\webbja01,0,35,2019,25,ATL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
501,Rowan Wick\wickro01,0,31,2019,26,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
502,Brad Wieck\wieckbr01,0,42,2019,27,TOT,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
503,Devin Williams\willide03,0,13,2019,24,MIL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
504,Trey Wingenter\wingetr01,0,48,2019,25,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
505,Eric Yardley\yardler01,0,10,2019,28,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
506,Daniel Zamora\zamorda01,0,17,2019,26,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
507,Nick Anderson\anderni01,0,44,2019,28,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
508,Michel Báez\baezmi01,0,23,2019,23,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
509,David Bednar\bednada01,0,13,2019,24,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
510,Travis Bergen\bergetr01,0,21,2019,25,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
511,Ray Black\blackra01,0,17,2019,29,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
512,Jeff Brigham\brighje01,0,32,2019,27,MIA,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
513,Nick Burdi\burdini01,0,10,2019,26,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
514,Sam Coonrod\coonrsa01,0,28,2019,26,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
515,Stefan Crichton\crichst01,0,28,2019,27,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
516,Phillip Diehl\diehlph01,0,10,2019,24,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
517,Jon Duplantier\duplajo01,0,15,2019,24,ARI,NL,8,8,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0.125,0.125,0.125,0.25,*1
518,Montana DuRapau\durapmo01,0,14,2019,27,PIT,NL,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,*1
519,Junior Fernandez\fernaju01,0,12,2019,22,STL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
520,Drew Gagnon\gagnodr01,0,17,2019,29,NYM,NL,4,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0.667,*1
521,Edgar Garcia\garcied01,0,35,2019,22,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
522,Kevin Ginkel\ginkeke01,0,25,2019,25,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
523,Jandel Gustave\gustaja01,0,20,2019,26,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
524,J.D. Hammer\hammejd01,0,20,2019,24,PHI,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
525,Geoff Hartlieb\hartlge01,0,27,2019,25,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
526,Joe Harvey\harvejo01,0,10,2019,27,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
527,Ryan Helsley\helslry01,0,24,2019,24,STL,NL,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,*1
528,Sam Howard\howarsa01,0,19,2019,26,COL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
529,Jay Jackson\jacksja01,0,27,2019,31,MIL,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
530,Williams Jerez\jerezwi01,0,12,2019,27,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
531,DJ Johnson\johnsdj01,0,27,2019,29,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
532,Tyler Kinley\kinlety01,0,49,2019,28,MIA,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
533,Joel Kuhnel\kuhnejo01,0,11,2019,24,CIN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
534,Yoan López\lopezyo01,0,65,2019,26,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
535,Dillon Maples\mapledi01,0,12,2019,27,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
536,Parker Markel\markepa01,0,15,2019,28,TOT,ML,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
537,Brian Moran\moranbr01,0,10,2019,30,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
538,Andres Munoz\munozan01,0,21,2019,20,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
539,Yency Almonte\almonye01,0,14,2018,24,COL,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
540,Victor Arano\aranovi01,0,58,2018,23,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
541,Francisco Arcia\arciafr01,0,40,2018,28,LAA,AL,106,103,10,21,5,0,6,23,1,0,27,2,0,0,4,1,0,0.204,0.226,0.427,0.654,*2/H1D3
542,Tyler Bashlor\bashlty01,0,22,2018,25,NYM,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
543,Ray Black\blackra01,0,23,2018,28,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
544,Alex Blandino\blandal01,0,69,2018,25,CIN,NL,147,128,14,30,4,0,1,8,13,1,41,4,2,0,4,0,0,0.234,0.324,0.289,0.613,H456/3791
545,Colten Brewer\breweco01,0,10,2018,25,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
546,Corbin Burnes\burneco01,0,30,2018,23,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
547,Jose Castillo\castijo03,0,34,2018,22,SDP,NL,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
548,JT Chargois\chargjt01,0,35,2018,27,LAD,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
549,Jimmy Cordero\cordeji01,0,22,2018,26,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
550,Austin Davis\davisau01,0,31,2018,25,PHI,NL,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,*1
551,Seranthony Dominguez\dominse01,0,48,2018,23,PHI,NL,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0,0.5,*1
552,Caleb Ferguson\ferguca01,0,28,2018,21,LAD,NL,5,5,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0.2,0.2,0.2,0.4,*1/H
553,Jack Flaherty (RoY-5th)\flaheja01,0,28,2018,22,STL,NL,52,46,2,7,0,0,0,0,2,0,20,0,4,0,0,0,0,0.152,0.188,0.152,0.34,*1/H
554,Max Fried\friedma01,0,14,2018,24,ATL,NL,8,8,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.125,0.125,0.125,0.25,*1
555,Brett Graves\gravebr01,0,19,2018,25,MIA,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
556,Tayron Guerrero\guerrta01,0,57,2018,27,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
557,Justin Hancock\hancoju01,0,10,2018,27,CHC,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
558,Jordan Hicks\hicksjo03,0,67,2018,21,STL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
559,Yoshihisa Hirano (RoY-6th)\hiranyo01,0,70,2018,34,ARI,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
560,Clay Holmes\holmecl01,0,11,2018,25,PIT,NL,6,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
561,Dakota Hudson\hudsoda02,0,24,2018,23,STL,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
562,Pierce Johnson\johnspi01,0,35,2018,27,SFG,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
563,Nick Kingham\kinghni01,0,18,2018,26,PIT,NL,25,23,1,2,1,0,0,4,1,0,10,1,0,0,0,0,0,0.087,0.16,0.13,0.29,*1
564,Joey Lucchesi\lucchjo01,0,24,2018,25,SDP,NL,39,34,2,2,0,0,0,1,4,0,21,0,0,1,0,0,0,0.059,0.154,0.059,0.213,*1
565,Tyler Mahle\mahlety01,0,21,2018,23,CIN,NL,34,29,0,3,1,0,0,0,2,0,10,0,3,0,0,0,0,0.103,0.161,0.138,0.299,*1/H
566,Kazuhisa Makita\makitka01,0,25,2018,33,SDP,NL,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
567,Mike Mayers\mayermi01,0,48,2018,26,STL,NL,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0,0.5,*1
568,Ben Meyer\meyerbe02,0,13,2018,25,MIA,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
569,A.J. Minter\minteaj01,0,60,2018,24,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
570,Reyes Moronta\moronre01,0,63,2018,25,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
571,Harrison Musgrave\musgrha01,0,32,2018,26,COL,NL,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
572,Dovydas Neverauskas\neverdo01,0,23,2018,25,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
573,Edward Paredes\pareded02,0,13,2018,31,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
574,Tim Peterson\peterti01,0,19,2018,27,NYM,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
575,Daniel Ponce de Leon\ponceda01,0,10,2018,26,STL,NL,10,9,0,1,0,1,0,1,0,0,4,0,1,0,0,0,0,0.111,0.111,0.333,0.444,*1/H
576,Jacob Rhame\rhameja01,0,29,2018,25,NYM,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
577,Yacksel Rios\riosya01,0,35,2018,25,PHI,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
578,Jefry Rodriguez\rodrije01,0,14,2018,24,WSN,NL,18,16,2,3,1,0,0,1,0,0,8,0,2,0,0,0,0,0.188,0.188,0.25,0.438,*1
579,Richard Rodriguez\rodriri05,0,61,2018,28,PIT,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
580,Drew Rucinski\rucindr01,0,31,2018,29,MIA,NL,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,*1
581,Edgar Santana\santaed01,0,64,2018,26,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
582,James Sherfy\sherfji01,0,14,2018,26,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
583,Caleb Smith\smithca03,0,15,2018,26,MIA,NL,26,22,0,3,0,0,0,1,0,0,13,0,4,0,1,0,0,0.136,0.136,0.136,0.273,*1
584,Drew Smith\smithdr01,0,25,2018,24,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
585,Jackson Stephens\stephja01,0,28,2018,24,CIN,NL,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333,0,0.333,*1
586,Robert Stock\stockro01,0,30,2018,28,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
587,Wander Suero\suerowa01,0,38,2018,26,WSN,NL,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
588,Tyler Webb\webbty01,0,21,2018,27,TOT,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
589,Rowan Wick\wickro01,0,10,2018,25,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
590,Austen Williams\williau01,0,10,2018,25,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
591,Taylor Williams\willita01,0,52,2018,26,MIL,NL,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.25,0.25,0.25,0.5,*1
592,Trey Wingenter\wingetr01,0,21,2018,24,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
593,Dan Winkler\winklda01,0,66,2018,28,ATL,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
594,Daniel Zamora\zamorda01,0,15,2018,25,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
595,Edward Paredes\pareded02,0,10,2017,30,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
596,Felix Pena\penafe01,0,24,2017,27,CHC,NL,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.25,0,0.25,*1
597,Wandy Peralta\peralwa01,0,66,2017,25,CIN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
598,Ricardo Pinto\pintori01,0,25,2017,23,PHI,NL,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1/H
599,Yacksel Rios\riosya01,0,13,2017,24,PHI,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
600,Joely Rodriguez\rodrijo06,0,26,2017,25,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1/H
601,Zac Rosscup\rosscza01,0,10,2017,29,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
602,Edgar Santana\santaed01,0,19,2017,25,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
603,Paul Sewald\sewalpa01,0,56,2017,27,NYM,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
604,Kevin Shackelford\shackke01,0,26,2017,28,CIN,NL,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,*1
605,James Sherfy\sherfji01,0,10,2017,25,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
606,Ryan Sherriff\sherrry01,0,13,2017,27,STL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
607,Josh Smoker\smokejo01,0,49,2017,28,NYM,NL,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
608,Drew Steckenrider\steckdr01,0,35,2017,26,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
609,Brock Stewart\stewabr01,0,16,2017,25,LAD,NL,5,4,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0.25,0.25,0.25,0.5,*1
610,Brent Suter\suterbr01,0,21,2017,27,MIL,NL,21,18,1,3,0,0,0,1,0,0,8,1,2,0,0,0,0,0.167,0.211,0.167,0.377,*1/H
611,Jose Valdez\valdejo03,0,12,2017,27,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
612,Luke Weaver\weavelu01,0,15,2017,23,STL,NL,23,19,2,3,0,0,0,1,1,0,9,0,3,0,0,0,0,0.158,0.2,0.158,0.358,*1/H
613,Dan Winkler\winklda01,0,16,2017,27,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
614,Victor Arano\aranovi01,0,10,2017,22,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
615,Johnny Barbato\barbajo01,0,23,2017,24,PIT,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
616,Chasen Bradford\bradfch02,0,25,2017,27,NYM,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
617,John Brebbia\brebbjo01,0,46,2017,27,STL,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
618,Kyle Crick\crickky01,0,27,2017,24,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
619,Grant Dayton\daytogr01,0,26,2017,29,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
620,Oliver Drake\drakeol01,0,58,2017,30,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
621,Jesen Therrien\dygesje01,0,14,2017,24,PHI,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
622,Chris Flexen\flexech01,0,13,2017,22,NYM,NL,14,13,0,2,1,0,0,0,0,0,7,0,1,0,0,0,0,0.154,0.154,0.231,0.385,*1
623,Max Fried\friedma01,0,10,2017,23,ATL,NL,9,7,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0.125,0,0.125,/*1H
624,Jarlin Garcia\garcija04,0,64,2017,24,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
625,Koda Glover\gloveko01,0,22,2017,24,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
626,Ariel Hernandez\hernaar01,0,17,2017,25,CIN,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
627,Luke Jackson\jackslu01,0,41,2017,25,ATL,NL,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,*1
628,Phil Maton\matonph01,0,44,2017,24,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
629,Kyle McGrath\mcgraky01,0,16,2017,24,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
630,Hoby Milner\milneho01,0,37,2017,26,PHI,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
631,A.J. Minter\minteaj01,0,16,2017,23,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
632,Dovydas Neverauskas\neverdo01,0,24,2017,24,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
633,Steven Okert\okertst01,0,41,2017,25,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
634,Dario Alvarez\alvarda01,0,17,2016,27,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
635,Tyler Anderson\anderty01,0,20,2016,26,COL,NL,42,35,1,4,0,0,1,3,4,0,11,0,3,0,0,0,0,0.114,0.205,0.2,0.405,*1/H
636,Jacob Barnes\barneja01,0,24,2016,26,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
637,Kyle Barraclough\barraky01,0,72,2016,26,MIA,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
638,Jake Barrett\barreja01,0,65,2016,24,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
639,Buddy Baumann\baumabu01,0,11,2016,28,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
640,Matt Bowman\bowmama01,0,57,2016,25,STL,NL,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
641,Silvino Bracho\brachsi01,0,25,2016,23,ARI,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
642,Austin Brice\briceau01,0,14,2016,24,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
643,Ryan Buchter\buchtry01,0,64,2016,29,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
644,Mauricio Cabrera\cabrema01,0,38,2016,22,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
645,Leonel Campos\campole01,0,16,2016,28,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
646,Matt Carasiti\carasma01,0,19,2016,24,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
647,Miguel Castro\castrmi01,0,18,2016,21,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
648,Hunter Cervenka\cervehu01,0,63,2016,26,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
