Rk,Player,WAR/pos,G,Year,Age,Tm,Lg,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
149,Lance Painter\paintla01,0.2,10,1993,25,COL,NL,14,10,2,3,0,1,0,1,1,0,5,0,3,0,0,0,0,0.3,0.364,0.5,0.864,*1
150,Tim Pugh\pughti01,0.2,31,1993,26,CIN,NL,62,54,2,12,1,0,0,1,0,0,20,1,7,0,0,0,0,0.222,0.236,0.241,0.477,*1
151,Kent Bottenfield\botteke01,0.2,10,1992,23,MON,NL,9,8,1,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0.375,0.375,0.375,0.75,*1
152,Cliff Brantley\brantcl01,0.2,28,1992,24,PHI,NL,22,14,1,3,0,1,0,1,1,0,4,0,7,0,0,0,0,0.214,0.267,0.357,0.624,*1
153,Butch Henry\henrybu01,0.2,28,1992,23,HOU,NL,60,54,3,8,0,0,1,7,1,0,10,0,5,0,1,0,0,0.148,0.164,0.204,0.367,*1
154,Mike Stanton (RoY-8th)\stantmi02,0.2,74,1991,24,ATL,NL,7,6,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0.5,0.571,0.667,1.238,*1
155,Shawn Boskie\boskish01,0.2,15,1990,23,CHC,NL,38,36,1,8,3,0,0,3,0,0,8,0,2,0,0,0,0,0.222,0.222,0.306,0.528,*1
156,Andy Benes (RoY-5th)\benesan01,0.2,10,1989,21,SDP,NL,25,24,2,6,0,0,1,2,0,0,12,0,1,0,1,0,0,0.25,0.25,0.375,0.625,*1
157,Trevor Wilson\wilsotr01,0.2,14,1989,23,SFG,NL,10,8,1,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0.25,0.4,0.25,0.65,*1/H
158,Jose Alvarez\alvarjo01,0.2,61,1988,32,ATL,NL,10,8,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0.375,0.444,0.375,0.819,*1/H
159,Kevin Coffman\coffmke01,0.2,19,1988,23,ATL,NL,24,22,2,5,3,0,0,4,0,0,6,1,1,0,0,0,0,0.227,0.261,0.364,0.625,*1/H
160,Joe Magrane (RoY-3rd)\magrajo01,0.2,28,1987,22,STL,NL,62,52,5,7,2,0,1,3,4,0,22,0,6,0,1,0,0,0.135,0.196,0.231,0.427,*1/H
161,Lance McCullers\mcculla01,0.2,76,1986,22,SDP,NL,28,22,4,2,2,0,0,3,3,0,11,0,3,0,0,1,0,0.091,0.2,0.182,0.382,*1/H
162,Dennis Powell\powelde01,0.2,27,1986,22,LAD,NL,14,14,1,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0.214,0.214,0.429,0.643,*1
163,Randy St. Claire\st.clra01,0.2,42,1985,24,MON,NL,8,5,1,1,0,0,0,0,2,0,3,0,1,0,0,0,0,0.2,0.429,0.2,0.629,*1
164,Steve Engel\engelst01,0.2,11,1985,23,CHC,NL,19,16,1,3,0,0,1,4,3,0,7,0,0,0,0,0,0,0.188,0.316,0.375,0.691,*1
165,Rick Behenna\behenri01,0.2,14,1983,23,TOT,ML,12,12,1,4,0,0,1,2,0,0,5,0,0,0,0,0,0,0.333,0.333,0.583,0.917,*1
166,Tim Lollar\lollati01,0.2,24,1981,25,SDP,NL,20,18,2,3,0,0,1,1,2,0,5,0,0,0,0,0,0,0.167,0.25,0.333,0.583,*1
167,Ed Lynch\lynched01,0.2,17,1981,25,NYM,NL,28,21,0,3,1,0,0,1,4,0,10,0,2,1,0,0,0,0.143,0.269,0.19,0.46,*1
168,John Martin\martijo05,0.2,18,1981,25,STL,NL,42,33,2,7,2,1,0,8,2,0,14,0,7,0,0,0,0,0.212,0.257,0.333,0.59,*1/H
169,Dave Stewart\stewada01,0.2,32,1981,24,LAD,NL,6,5,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0.4,0.5,0.8,1.3,*1
170,Charlie Leibrandt\leibrch01,0.2,36,1980,23,CIN,NL,64,56,2,11,0,1,0,4,3,0,14,0,4,1,0,0,0,0.196,0.233,0.232,0.465,*1
171,Bob Knepper\kneppbo01,0.2,27,1977,23,SFG,NL,65,55,4,10,1,0,0,4,5,0,18,0,5,0,1,0,0,0.182,0.25,0.2,0.45,*1
172,Donnie Moore\mooredo01,0.2,27,1977,23,CHC,NL,11,10,0,3,0,1,0,1,1,0,5,0,0,0,0,0,0,0.3,0.364,0.5,0.864,*1
173,Gil Rondon\rondogi01,0.2,19,1976,22,HOU,NL,16,14,1,4,0,0,0,1,0,0,4,0,2,0,1,0,0,0.286,0.286,0.286,0.571,*1
174,Joe Sambito\sambijo01,0.2,20,1976,24,HOU,NL,12,9,1,2,0,0,0,1,3,0,2,0,0,0,0,0,0,0.222,0.417,0.222,0.639,*1
175,Jose Sosa\sosajo01,0.2,26,1975,22,HOU,NL,9,9,2,3,1,0,1,3,0,0,3,0,0,0,0,0,0,0.333,0.333,0.778,1.111,*1/H
176,Hank Webb\webbha01,0.2,31,1975,25,NYM,NL,33,31,5,8,0,0,0,3,2,0,7,0,0,0,0,0,0,0.258,0.303,0.258,0.561,*1/H
177,Rick Baldwin\baldwri01,0.2,54,1975,22,NYM,NL,17,15,1,3,0,0,0,0,0,0,5,0,2,0,0,0,0,0.2,0.2,0.2,0.4,*1
178,John Denny\dennyjo01,0.2,26,1975,22,STL,NL,50,44,4,10,0,0,0,3,0,0,17,0,6,0,0,0,0,0.227,0.227,0.227,0.455,*1/H
179,Tom Dettore\dettoto01,0.2,16,1974,26,CHC,NL,24,20,1,5,1,0,0,5,3,0,4,0,1,0,1,0,0,0.25,0.348,0.3,0.648,*1
180,Bob Forsch\forscbo01,0.2,20,1974,24,STL,NL,37,29,1,7,1,0,0,1,2,0,11,0,6,0,0,1,0,0.241,0.29,0.276,0.566,*1/H
181,Ken Frailing\frailke01,0.2,58,1974,26,CHC,NL,36,31,4,8,0,0,0,6,1,0,10,0,4,0,0,0,0,0.258,0.281,0.258,0.539,*1/H
182,Dave Freisleben\freisda01,0.2,33,1974,22,SDP,NL,80,64,4,11,2,1,0,3,7,0,20,0,9,0,2,0,0,0.172,0.254,0.234,0.488,*1
183,Ed Halicki\haliced01,0.2,16,1974,23,SFG,NL,27,25,3,6,1,0,1,2,0,0,10,0,2,0,0,0,0,0.24,0.24,0.4,0.64,*1
184,Jim Barr\barrji01,0.2,44,1972,24,SFG,NL,53,49,4,9,3,0,0,2,0,0,10,0,4,0,0,0,0,0.184,0.184,0.245,0.429,*1
185,Dave Hamilton\hamilda01,0.2,25,1972,24,OAK,AL,33,26,2,4,1,0,0,0,5,0,12,1,1,0,1,0,0,0.154,0.313,0.192,0.505,*1
186,Roric Harrison\harriro01,0.2,39,1972,25,BAL,AL,19,17,2,2,1,0,1,1,1,0,9,0,1,0,0,0,0,0.118,0.167,0.353,0.52,*1
187,Lynn McGlothen\mcgloly01,0.2,22,1972,22,BOS,AL,58,53,6,10,3,0,0,4,1,0,14,0,3,1,1,0,0,0.189,0.2,0.245,0.445,*1
188,Jim Panther\panthji01,0.2,58,1972,27,TEX,AL,12,8,2,1,0,0,0,0,1,0,4,0,3,0,0,0,0,0.125,0.222,0.125,0.347,*1
189,Chuck Seelbach\seelbch01,0.2,61,1972,24,DET,AL,26,21,1,3,2,0,0,0,4,0,11,0,1,0,0,0,0,0.143,0.28,0.238,0.518,*1
190,Ken Reynolds\reynoke01,0.2,36,1971,24,PHI,NL,55,50,4,10,0,1,0,2,3,0,16,1,1,0,1,0,0,0.2,0.259,0.24,0.499,*1/H
191,Jim York\yorkji01,0.2,53,1971,23,KCR,AL,18,17,1,2,1,0,1,3,1,0,7,0,0,0,0,0,0,0.118,0.167,0.353,0.52,*1
192,Lloyd Allen\allenll01,0.2,54,1971,21,CAL,AL,17,17,2,5,0,0,1,1,0,0,5,0,0,0,1,0,0,0.294,0.294,0.471,0.765,*1
193,Ray Corbin\corbira01,0.2,52,1971,22,MIN,AL,40,34,3,7,0,0,0,2,2,0,17,0,4,0,0,0,0,0.206,0.25,0.206,0.456,*1
194,Terry Forster\forstte01,0.2,45,1971,19,CHW,AL,5,5,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.6,1,*1
195,Ron Cook\cookro02,0.2,43,1970,22,HOU,NL,19,17,2,4,0,2,0,1,1,0,11,0,1,0,0,0,0,0.235,0.278,0.471,0.748,*1/H
196,Steve Kline\klinest01,0.2,16,1970,22,NYY,AL,37,28,3,5,0,0,0,2,4,0,10,1,4,0,0,0,0,0.179,0.303,0.179,0.482,*1
197,Carl Morton (RoY-1st)\mortoca01,0.2,43,1970,26,MON,NL,112,93,6,15,2,0,2,7,6,0,29,0,11,2,0,0,0,0.161,0.208,0.247,0.455,*1
198,Bill Champion\champbi01,0.2,23,1969,21,PHI,NL,39,35,4,6,1,0,0,2,1,0,12,0,3,0,0,0,0,0.171,0.194,0.2,0.394,*1
199,Jerry Crider\crideje01,0.2,21,1969,27,MIN,AL,9,9,3,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0.444,0.444,0.667,1.111,*1
200,Tom Griffin\griffto02,0.2,31,1969,21,HOU,NL,73,62,6,9,1,0,2,8,5,0,35,0,4,2,1,0,0,0.145,0.203,0.258,0.461,*1
201,Dan McGinn\mcginda01,0.2,74,1969,25,MON,NL,29,29,3,5,0,0,1,3,0,0,10,0,0,0,0,0,0,0.172,0.172,0.276,0.448,*1
202,Mike Wegener\wegenmi01,0.2,32,1969,22,MON,NL,58,54,2,13,1,0,0,7,1,0,15,0,3,0,2,0,0,0.241,0.255,0.259,0.514,*1
203,Tony Gonsolin\gonsoto01,0.1,10,2019,25,LAD,NL,14,13,2,4,0,0,0,1,0,0,4,0,1,0,0,0,0,0.308,0.308,0.308,0.615,*1
204,Cole Irvin\irvinco01,0.1,14,2019,25,PHI,NL,8,6,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0.167,0.375,0.167,0.542,*1
205,Nick Margevicius\margeni01,0.1,17,2019,23,SDP,NL,17,15,1,3,0,0,0,0,0,0,7,0,2,0,0,0,0,0.2,0.2,0.2,0.4,*1
206,Alex McRae\mcraeal01,0.1,11,2019,26,PIT,NL,7,6,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667,*1
207,Dylan Moore\mooredy01,0.1,113,2019,26,SEA,AL,282,247,31,51,14,2,9,28,25,0,93,9,1,0,6,11,9,0.206,0.302,0.389,0.691,674H59/3D81
208,Jesse Biddle\biddlje01,0.1,56,2018,26,ATL,NL,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1.5,*1
209,Walker Buehler (RoY-3rd)\buehlwa01,0.1,22,2018,23,LAD,NL,47,43,1,7,0,0,0,1,2,0,21,0,2,0,0,0,0,0.163,0.2,0.163,0.363,*1
210,Victor Caratini\caratvi01,0.1,76,2018,24,CHC,NL,200,181,21,42,7,0,2,21,12,0,42,4,2,1,5,0,0,0.232,0.293,0.304,0.597,2H3/51
211,Austin Gomber\gombeau01,0.1,27,2018,24,STL,NL,21,19,1,4,1,0,0,4,0,0,3,0,2,0,0,0,0,0.211,0.211,0.263,0.474,*1
212,Matt Koch\kochma01,0.1,18,2018,27,ARI,NL,23,17,1,1,0,0,0,0,3,0,11,0,3,0,0,0,0,0.059,0.2,0.059,0.259,*1
213,Jorge Lopez\lopezjo02,0.1,10,2018,25,TOT,ML,2,2,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0.5,0.5,1,1.5,*1
214,Pablo Lopez\lopezpa01,0.1,11,2018,22,MIA,NL,18,16,1,3,0,0,0,0,1,0,8,0,1,0,0,0,0,0.188,0.235,0.188,0.423,*1/H
215,Trevor Richards\richatr01,0.1,22,2018,25,MIA,NL,36,31,1,2,0,0,0,2,1,0,17,0,4,0,0,0,0,0.065,0.094,0.065,0.158,*1
216,Randy Rosario\rosarra01,0.1,43,2018,24,CHC,NL,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,*1
217,Chad Sobotka\sobotch01,0.1,14,2018,24,ATL,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
218,Jose Torres\torrejo02,0.1,57,2017,23,SDP,NL,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
219,Steven Brault\braulst01,0.1,12,2017,25,PIT,NL,13,13,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0.231,0.231,0.308,0.538,*1/H
220,A.J. Cole\coleaj01,0.1,11,2017,25,WSN,NL,16,14,0,2,0,0,0,0,2,0,5,0,0,0,0,0,0,0.143,0.25,0.143,0.393,*1
221,Kyle Freeland (RoY-7th)\freelky01,0.1,33,2017,24,COL,NL,56,52,3,8,1,0,1,2,1,0,30,0,3,0,0,0,0,0.154,0.17,0.231,0.401,*1/H
222,German Marquez (RoY-5th)\marquge01,0.1,26,2017,22,COL,NL,53,45,4,8,2,0,0,5,0,0,18,0,8,0,1,0,0,0.178,0.178,0.222,0.4,*1
223,Tim Adleman\adlemti01,0.1,12,2016,28,CIN,NL,23,21,2,4,2,0,0,3,0,0,11,0,2,0,0,0,0,0.19,0.19,0.286,0.476,*1
224,Zach Eflin\eflinza01,0.1,10,2016,22,PHI,NL,23,23,2,6,2,0,0,0,0,0,8,0,0,0,2,0,0,0.261,0.261,0.348,0.609,*1
225,Seth Lugo\lugose01,0.1,17,2016,26,NYM,NL,18,16,2,3,1,0,0,1,1,0,2,0,0,1,0,0,0,0.188,0.222,0.25,0.472,*1
226,Steven Matz (RoY-6th)\matzst01,0.1,22,2016,25,NYM,NL,45,36,0,5,1,1,0,2,4,0,11,0,4,1,2,0,0,0.139,0.22,0.222,0.442,*1/H
227,Luis Perdomo\perdolu02,0.1,32,2016,23,SDP,NL,43,38,1,5,1,0,0,1,1,0,15,1,3,0,0,0,0,0.132,0.175,0.158,0.333,*1/H
228,Ross Stripling\stripro01,0.1,19,2016,26,LAD,NL,27,24,2,2,0,0,0,1,2,0,12,0,1,0,0,0,0,0.083,0.154,0.083,0.237,*1
229,Albert Suarez\suareal01,0.1,20,2016,26,SFG,NL,24,21,1,4,2,0,0,2,0,0,11,0,3,0,0,0,0,0.19,0.19,0.286,0.476,*1
230,Josh A. Smith\smithjo07,0.1,10,2015,27,CIN,NL,10,9,1,2,0,1,0,0,0,0,4,0,1,0,0,0,0,0.222,0.222,0.444,0.667,/*1H
231,Sammy Solis\solissa01,0.1,18,2015,26,WSN,NL,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
232,Michael Blazek\blazemi01,0.1,42,2015,26,MIL,NL,4,4,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0.25,0.25,0.5,0.75,*1
233,Adam Conley\conlead01,0.1,13,2015,25,MIA,NL,22,18,0,4,0,0,0,1,0,0,8,0,4,0,0,0,0,0.222,0.222,0.222,0.444,*1
234,Anthony DeSclafani\desclan01,0.1,30,2015,25,CIN,NL,64,58,1,9,1,0,0,3,3,0,33,0,2,1,0,0,0,0.155,0.194,0.172,0.366,*1
235,Sean Gilmartin\gilmase01,0.1,48,2015,25,NYM,NL,6,6,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0.333,0.333,0.333,0.667,*1
236,Keith Hessler\hesslke01,0.1,18,2015,26,ARI,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
237,Chris Heston\hestoch01,0.1,28,2015,27,SFG,NL,58,51,1,10,2,0,0,3,0,0,18,0,7,0,1,0,0,0.196,0.196,0.235,0.431,*1
238,Sugar Ray Marimon\marimsu01,0.1,14,2015,26,ATL,NL,7,6,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0.333,0.429,0.333,0.762,*1
239,David Buchanan\buchada01,0.1,19,2014,25,PHI,NL,39,30,2,3,1,0,0,2,4,0,10,0,5,0,0,0,0,0.1,0.206,0.133,0.339,*1
240,Anthony DeSclafani\desclan01,0.1,13,2014,24,MIA,NL,11,10,1,1,0,0,0,2,1,0,3,0,0,0,1,0,0,0.1,0.182,0.1,0.282,*1
241,Jeurys Familia (RoY-7th)\familje01,0.1,71,2014,24,NYM,NL,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333,*1
242,Kyle Hendricks (RoY-7th)\hendrky01,0.1,13,2014,24,CHC,NL,30,24,1,3,0,0,0,1,3,0,11,0,3,0,0,0,0,0.125,0.222,0.125,0.347,*1/H
243,Carlos Martinez\martica04,0.1,54,2014,22,STL,NL,13,12,0,3,0,0,0,2,0,0,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,*1
244,Tyler Matzek\matzety01,0.1,20,2014,23,COL,NL,43,38,2,7,1,0,0,0,2,0,13,0,3,0,1,0,0,0.184,0.225,0.211,0.436,*1/H
245,Donn Roach\roachdo01,0.1,16,2014,24,SDP,NL,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.5,0.75,*1
246,Brian Schlitter\schlibr01,0.1,57,2014,28,CHC,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
247,Gus Schlosser\schlogu01,0.1,14,2014,25,ATL,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
248,Pedro Villarreal\villape01,0.1,10,2014,26,CIN,NL,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
249,Tanner Roark\roarkta01,0.1,13,2013,26,WSN,NL,15,14,0,4,1,0,0,1,0,0,5,0,1,0,0,0,0,0.286,0.286,0.357,0.643,*1
250,Robert Carson\carsoro01,0.1,14,2013,24,NYM,NL,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
251,Mike Kickham\kickhmi01,0.1,10,2013,24,SFG,NL,6,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.167,0.167,0.333,0.5,*1
252,Carlos Torres\torreca01,0.1,32,2012,29,COL,NL,13,9,1,2,0,0,0,1,1,0,4,0,3,0,0,0,0,0.222,0.3,0.222,0.522,*1/H
253,Rubby De La Rosa\delarru01,0.1,12,2011,22,LAD,NL,16,14,1,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0.214,0.267,0.214,0.481,*1
254,Javy Guerra\guerrja01,0.1,45,2011,25,LAD,NL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
255,Jeremy Horst\horstje01,0.1,12,2011,25,CIN,NL,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
256,Mike Minor\minormi01,0.1,15,2011,23,ATL,NL,32,27,1,3,2,0,0,0,3,0,15,0,2,0,0,0,0,0.111,0.2,0.185,0.385,*1
257,Madison Bumgarner\bumgama01,0.1,20,2010,20,SFG,NL,44,39,2,7,1,0,0,3,2,0,11,0,3,0,1,0,0,0.179,0.22,0.205,0.425,*1/H
258,Mike Dunn\dunnmi01,0.1,25,2010,25,ATL,NL,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
259,Kenley Jansen\janseke01,0.1,26,2010,22,LAD,NL,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,*1/H
260,Mike McClendon\mcclemi01,0.1,17,2010,25,MIL,NL,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
261,Jenrry Mejia\mejiaje01,0.1,30,2010,20,NYM,NL,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,*1
262,Drew Storen\storedr01,0.1,50,2010,22,WSN,NL,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
263,Jeff Samardzija\samarje01,0.1,20,2009,24,CHC,NL,6,5,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.2,0.2,0.8,1,*1
264,Randy Wells (RoY-6th)\wellsra01,0.1,26,2009,26,CHC,NL,61,47,5,9,3,0,0,2,2,0,7,0,12,0,1,0,0,0.191,0.224,0.255,0.48,*1
265,Tim Wood\woodti01,0.1,17,2009,26,FLA,NL,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
266,Jordan Zimmermann\zimmejo02,0.1,15,2009,23,WSN,NL,34,27,1,4,0,0,0,2,1,0,11,0,6,0,0,0,0,0.148,0.179,0.148,0.327,*1
267,Billy Buckner\bucknbi02,0.1,14,2009,25,ARI,NL,23,21,0,5,2,0,0,6,0,0,8,0,2,0,1,0,0,0.238,0.238,0.333,0.571,*1
268,Scott Elbert\elbersc01,0.1,19,2009,23,LAD,NL,5,5,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0.2,0.2,0.4,0.6,*1
269,Jeff Fulchino\fulchje01,0.1,60,2009,29,HOU,NL,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.667,1,*1
270,Kevin Hart\hartke01,0.1,16,2009,26,TOT,NL,29,25,3,4,0,0,0,2,3,0,7,0,1,0,0,0,0,0.16,0.25,0.16,0.41,*1
271,J.D. Martin\martijd01,0.1,16,2009,26,WSN,NL,28,25,3,4,0,0,0,0,1,0,13,0,2,0,0,0,0,0.16,0.192,0.16,0.352,*1/H
272,Joe Martinez\martijo07,0.1,10,2009,26,SFG,NL,9,8,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0.25,0.25,0.375,0.625,/*1H
273,Collin Balester\balesco01,0.1,15,2008,22,WSN,NL,25,15,1,3,0,0,0,1,1,0,8,1,8,0,0,0,0,0.2,0.294,0.2,0.494,*1
274,Jorge Campillo\campijo01,0.1,38,2008,29,ATL,NL,51,45,4,8,1,0,0,2,1,0,16,0,5,0,0,0,0,0.178,0.196,0.2,0.396,*1
275,Tim Dillard\dillati01,0.1,13,2008,24,MIL,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
276,Marco Estrada\estrama01,0.1,11,2008,24,WSN,NL,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,1,,,*1
277,Jaime Garcia\garcija02,0.1,10,2008,21,STL,NL,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0.667,0,0.667,*1
278,Jair Jurrjens (RoY-3rd)\jurrjja01,0.1,36,2008,22,ATL,NL,71,58,7,6,0,1,0,0,6,0,18,0,7,0,0,0,0,0.103,0.188,0.138,0.325,*1/H
279,Mike Parisi\parismi01,0.1,10,2008,25,STL,NL,4,4,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0.25,0.25,0.5,0.75,*1
280,Greg Reynolds\reynogr01,0.1,13,2008,22,COL,NL,17,15,1,3,2,0,0,0,1,0,5,0,1,0,0,0,0,0.2,0.25,0.333,0.583,*1
281,Cory Wade\wadeco01,0.1,53,2008,25,LAD,NL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
282,Chris Sampson\sampsch01,0.1,22,2007,29,HOU,NL,34,26,5,4,0,0,0,0,0,0,10,0,8,0,0,0,0,0.154,0.154,0.154,0.308,*1/H
283,John Van Benschoten\vanbejo01,0.1,10,2007,27,PIT,NL,10,7,1,1,1,0,0,0,1,0,3,0,2,0,0,0,0,0.143,0.25,0.286,0.536,*1
284,J.D. Durbin\durbijd01,0.1,19,2007,25,TOT,NL,22,19,3,5,1,0,0,0,0,0,5,0,3,0,0,0,0,0.263,0.263,0.316,0.579,*1
285,Justin Germano\germaju01,0.1,24,2007,24,SDP,NL,41,32,2,5,1,0,0,2,3,0,13,0,6,0,0,0,0,0.156,0.229,0.188,0.416,*1
286,Shawn Hill\hillsh01,0.1,16,2007,26,WSN,NL,37,26,2,2,0,0,0,0,3,0,10,1,7,0,0,0,0,0.077,0.2,0.077,0.277,*1
287,Jonathan Broxton\broxtjo01,0.1,65,2006,22,LAD,NL,4,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0.333,0,0.333,*1
288,Scott Munter\muntesc01,0.1,27,2006,26,SFG,NL,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,*1
289,Elizardo Ramirez\ramirel01,0.1,20,2006,23,CIN,NL,29,26,2,5,1,0,0,3,1,0,9,0,2,0,0,0,0,0.192,0.222,0.231,0.453,*1
290,Ramon Ramirez\ramirra02,0.1,59,2006,24,COL,NL,5,4,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0.5,0.5,0.5,1,*1
291,Mike Thompson\thompmi03,0.1,18,2006,25,SDP,NL,29,25,2,4,0,0,0,0,1,0,12,0,3,0,0,0,0,0.16,0.192,0.16,0.352,*1
292,Rob Tejeda\tejedro01,0.1,25,2005,23,PHI,NL,25,20,1,2,0,1,0,0,0,0,9,0,5,0,0,0,0,0.1,0.1,0.2,0.3,*1
293,Brad Thompson\thompbr01,0.1,38,2005,23,STL,NL,7,6,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0.167,0.167,0.167,0.333,*1/H
294,Cliff Bartosh\bartocl01,0.1,18,2005,25,CHC,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
295,Jason Bergmann\bergmja01,0.1,15,2005,23,WSN,NL,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333,0.5,0.333,0.833,*1
296,Lance Cormier\cormila01,0.1,65,2005,24,ARI,NL,7,6,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0.333,0.333,0.333,0.667,*1
297,Kyle Davies\davieky01,0.1,19,2005,21,ATL,NL,28,15,0,3,0,0,0,4,2,0,3,0,10,1,0,0,0,0.2,0.278,0.2,0.478,*1
298,Dae-Sung Koo\kooda01,0.1,33,2005,35,NYM,NL,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,1,1.5,*1
299,Chad Bentz\bentzch01,0.1,35,2004,24,MON,NL,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
300,Lance Cormier\cormila01,0.1,17,2004,23,ARI,NL,10,8,1,2,1,0,0,1,1,0,2,0,1,0,0,0,0,0.25,0.333,0.375,0.708,*1
301,Kevin Correia\correke01,0.1,12,2004,23,SFG,NL,4,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.333,0.5,0.667,1.167,*1
302,Scott Dohmann\dohmasc01,0.1,39,2004,26,COL,NL,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.5,0,0.5,*1
303,Mike Gonzalez\gonzami02,0.1,44,2004,26,PIT,NL,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,3,*1
304,Josh Hancock\hancojo01,0.1,16,2004,26,TOT,NL,21,17,1,2,0,0,0,1,3,0,12,0,1,0,0,0,0,0.118,0.25,0.118,0.368,*1
305,Mike Bynum\bynummi01,0.1,13,2003,25,SDP,NL,11,10,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0.3,0.3,0.3,0.6,*1
306,Javier Lopez\lopezja02,0.1,73,2003,25,COL,NL,5,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,*1
307,John Patterson\pattejo02,0.1,15,2003,25,ARI,NL,13,13,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0.077,0.077,0.077,0.154,*1
308,Jose Valverde\valvejo01,0.1,50,2003,25,ARI,NL,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,*1
