"Year","cbns","threshold","retirees","prop"
1980,39,-1.1,44,0.886363636363636
1981,30,-1.1,39,0.769230769230769
1982,37,-1.1,46,0.804347826086957
1983,32,-1.1,40,0.8
1984,35,-1.1,39,0.897435897435897
1985,40,-1.1,52,0.769230769230769
1986,27,-1.1,32,0.84375
1987,24,-1.1,30,0.8
1988,30,-1.1,32,0.9375
1989,34,-1.1,37,0.918918918918919
1990,42,-1.1,48,0.875
1991,39,-1.1,45,0.866666666666667
1992,41,-1.1,42,0.976190476190476
1993,49,-1.1,53,0.924528301886792
1994,29,-1.1,34,0.852941176470588
1995,42,-1.1,44,0.954545454545455
1996,36,-1.1,46,0.782608695652174
1997,33,-1.1,35,0.942857142857143
1998,34,-1.1,42,0.80952380952381
1999,47,-1.1,48,0.979166666666667
2000,46,-1.1,53,0.867924528301887
2001,46,-1.1,54,0.851851851851852
2002,34,-1.1,39,0.871794871794872
2003,32,-1.1,40,0.8
2004,37,-1.1,46,0.804347826086957
2005,23,-1.1,30,0.766666666666667
2006,38,-1.1,42,0.904761904761905
2007,33,-1.1,43,0.767441860465116
2008,38,-1.1,40,0.95
2009,36,-1.1,45,0.8
2010,38,-1.1,49,0.775510204081633
2011,39,-1.1,52,0.75
2012,41,-1.1,48,0.854166666666667
2013,36,-1.1,42,0.857142857142857
2014,38,-1.1,46,0.826086956521739
2015,43,-1.1,54,0.796296296296296
2016,54,-1.1,62,0.870967741935484
2017,67,-1.1,73,0.917808219178082
2018,58,-1.1,63,0.920634920634921
1969,32,-1.075,36,0.888888888888889
1970,35,-1.075,43,0.813953488372093
1971,33,-1.075,41,0.804878048780488
1972,44,-1.075,52,0.846153846153846
1973,38,-1.075,40,0.95
1974,37,-1.075,44,0.840909090909091
1975,33,-1.075,37,0.891891891891892
1976,31,-1.075,34,0.911764705882353
1977,46,-1.075,60,0.766666666666667
1978,29,-1.075,37,0.783783783783784
1979,37,-1.075,47,0.787234042553192
1980,38,-1.075,44,0.863636363636364
1981,30,-1.075,39,0.769230769230769
1982,36,-1.075,46,0.782608695652174
1983,32,-1.075,40,0.8
1984,35,-1.075,39,0.897435897435897
1985,40,-1.075,52,0.769230769230769
1986,27,-1.075,32,0.84375
1987,24,-1.075,30,0.8
1988,30,-1.075,32,0.9375
1989,34,-1.075,37,0.918918918918919
1990,40,-1.075,48,0.833333333333333
1991,39,-1.075,45,0.866666666666667
1992,41,-1.075,42,0.976190476190476
1993,49,-1.075,53,0.924528301886792
1994,29,-1.075,34,0.852941176470588
1995,42,-1.075,44,0.954545454545455
1996,35,-1.075,46,0.760869565217391
1997,33,-1.075,35,0.942857142857143
1998,34,-1.075,42,0.80952380952381
1999,46,-1.075,48,0.958333333333333
2000,42,-1.075,53,0.792452830188679
2001,45,-1.075,54,0.833333333333333
2002,32,-1.075,39,0.82051282051282
2003,32,-1.075,40,0.8
2004,37,-1.075,46,0.804347826086957
2005,23,-1.075,30,0.766666666666667
2006,38,-1.075,42,0.904761904761905
2007,31,-1.075,43,0.720930232558139
2008,38,-1.075,40,0.95
2009,36,-1.075,45,0.8
2010,38,-1.075,49,0.775510204081633
2011,38,-1.075,52,0.730769230769231
2012,41,-1.075,48,0.854166666666667
2013,36,-1.075,42,0.857142857142857
2014,38,-1.075,46,0.826086956521739
2015,43,-1.075,54,0.796296296296296
2016,54,-1.075,62,0.870967741935484
2017,66,-1.075,73,0.904109589041096
2018,55,-1.075,63,0.873015873015873
1969,29,-1.05,36,0.805555555555556
1970,35,-1.05,43,0.813953488372093
1971,32,-1.05,41,0.780487804878049
1972,44,-1.05,52,0.846153846153846
1973,37,-1.05,40,0.925
1974,37,-1.05,44,0.840909090909091
1975,32,-1.05,37,0.864864864864865
1976,31,-1.05,34,0.911764705882353
1977,46,-1.05,60,0.766666666666667
1978,27,-1.05,37,0.72972972972973
1979,37,-1.05,47,0.787234042553192
1980,38,-1.05,44,0.863636363636364
1981,29,-1.05,39,0.743589743589744
1982,36,-1.05,46,0.782608695652174
1983,32,-1.05,40,0.8
1984,35,-1.05,39,0.897435897435897
1985,40,-1.05,52,0.769230769230769
1986,27,-1.05,32,0.84375
1987,24,-1.05,30,0.8
1988,30,-1.05,32,0.9375
1989,34,-1.05,37,0.918918918918919
1990,40,-1.05,48,0.833333333333333
1991,39,-1.05,45,0.866666666666667
1992,40,-1.05,42,0.952380952380952
1993,49,-1.05,53,0.924528301886792
1994,27,-1.05,34,0.794117647058823
1995,40,-1.05,44,0.909090909090909
1996,34,-1.05,46,0.739130434782609
1997,33,-1.05,35,0.942857142857143
1998,30,-1.05,42,0.714285714285714
1999,46,-1.05,48,0.958333333333333
2000,42,-1.05,53,0.792452830188679
2001,44,-1.05,54,0.814814814814815
2002,32,-1.05,39,0.82051282051282
2003,32,-1.05,40,0.8
2004,37,-1.05,46,0.804347826086957
2005,23,-1.05,30,0.766666666666667
2006,38,-1.05,42,0.904761904761905
2007,31,-1.05,43,0.720930232558139
2008,35,-1.05,40,0.875
2009,35,-1.05,45,0.777777777777778
2010,38,-1.05,49,0.775510204081633
2011,38,-1.05,52,0.730769230769231
2012,41,-1.05,48,0.854166666666667
2013,34,-1.05,42,0.80952380952381
2014,38,-1.05,46,0.826086956521739
2015,43,-1.05,54,0.796296296296296
2016,54,-1.05,62,0.870967741935484
2017,63,-1.05,73,0.863013698630137
2018,55,-1.05,63,0.873015873015873
1969,29,-1.025,36,0.805555555555556
1970,35,-1.025,43,0.813953488372093
1971,32,-1.025,41,0.780487804878049
1972,44,-1.025,52,0.846153846153846
1973,37,-1.025,40,0.925
1974,35,-1.025,44,0.795454545454545
1975,32,-1.025,37,0.864864864864865
1976,31,-1.025,34,0.911764705882353
1977,44,-1.025,60,0.733333333333333
1978,27,-1.025,37,0.72972972972973
1979,37,-1.025,47,0.787234042553192
1980,37,-1.025,44,0.840909090909091
1981,28,-1.025,39,0.717948717948718
1982,36,-1.025,46,0.782608695652174
1983,32,-1.025,40,0.8
1984,34,-1.025,39,0.871794871794872
1985,39,-1.025,52,0.75
1986,27,-1.025,32,0.84375
1987,24,-1.025,30,0.8
1988,29,-1.025,32,0.90625
1989,34,-1.025,37,0.918918918918919
1990,40,-1.025,48,0.833333333333333
1991,39,-1.025,45,0.866666666666667
1992,40,-1.025,42,0.952380952380952
1993,49,-1.025,53,0.924528301886792
1994,27,-1.025,34,0.794117647058823
1995,39,-1.025,44,0.886363636363636
1996,34,-1.025,46,0.739130434782609
1997,32,-1.025,35,0.914285714285714
1998,30,-1.025,42,0.714285714285714
1999,46,-1.025,48,0.958333333333333
2000,42,-1.025,53,0.792452830188679
2001,44,-1.025,54,0.814814814814815
2002,32,-1.025,39,0.82051282051282
2003,32,-1.025,40,0.8
2004,37,-1.025,46,0.804347826086957
2005,23,-1.025,30,0.766666666666667
2006,38,-1.025,42,0.904761904761905
2007,30,-1.025,43,0.697674418604651
2008,35,-1.025,40,0.875
2009,35,-1.025,45,0.777777777777778
2010,37,-1.025,49,0.755102040816326
2011,38,-1.025,52,0.730769230769231
2012,41,-1.025,48,0.854166666666667
2013,33,-1.025,42,0.785714285714286
2014,38,-1.025,46,0.826086956521739
2015,43,-1.025,54,0.796296296296296
2016,51,-1.025,62,0.82258064516129
2017,63,-1.025,73,0.863013698630137
2018,54,-1.025,63,0.857142857142857
1969,29,-1,36,0.805555555555556
1970,35,-1,43,0.813953488372093
1971,32,-1,41,0.780487804878049
1972,43,-1,52,0.826923076923077
1973,37,-1,40,0.925
1974,34,-1,44,0.772727272727273
1975,32,-1,37,0.864864864864865
1976,31,-1,34,0.911764705882353
1977,44,-1,60,0.733333333333333
1978,27,-1,37,0.72972972972973
1979,37,-1,47,0.787234042553192
1980,37,-1,44,0.840909090909091
1981,28,-1,39,0.717948717948718
1982,34,-1,46,0.739130434782609
1983,32,-1,40,0.8
1984,34,-1,39,0.871794871794872
1985,39,-1,52,0.75
1986,26,-1,32,0.8125
1987,23,-1,30,0.766666666666667
1988,27,-1,32,0.84375
1989,34,-1,37,0.918918918918919
1990,40,-1,48,0.833333333333333
1991,39,-1,45,0.866666666666667
1992,39,-1,42,0.928571428571429
1993,48,-1,53,0.905660377358491
1994,27,-1,34,0.794117647058823
1995,39,-1,44,0.886363636363636
1996,34,-1,46,0.739130434782609
1997,32,-1,35,0.914285714285714
1998,30,-1,42,0.714285714285714
1999,46,-1,48,0.958333333333333
2000,42,-1,53,0.792452830188679
2001,44,-1,54,0.814814814814815
2002,32,-1,39,0.82051282051282
2003,32,-1,40,0.8
2004,35,-1,46,0.760869565217391
2005,23,-1,30,0.766666666666667
2006,38,-1,42,0.904761904761905
2007,29,-1,43,0.674418604651163
2008,35,-1,40,0.875
2009,35,-1,45,0.777777777777778
2010,37,-1,49,0.755102040816326
2011,37,-1,52,0.711538461538462
2012,41,-1,48,0.854166666666667
2013,33,-1,42,0.785714285714286
2014,38,-1,46,0.826086956521739
2015,43,-1,54,0.796296296296296
2016,51,-1,62,0.82258064516129
2017,63,-1,73,0.863013698630137
2018,54,-1,63,0.857142857142857
1969,28,-0.975,36,0.777777777777778
1970,35,-0.975,43,0.813953488372093
1971,32,-0.975,41,0.780487804878049
1972,43,-0.975,52,0.826923076923077
1973,36,-0.975,40,0.9
1974,34,-0.975,44,0.772727272727273
1975,32,-0.975,37,0.864864864864865
1976,31,-0.975,34,0.911764705882353
1977,44,-0.975,60,0.733333333333333
1978,25,-0.975,37,0.675675675675676
1979,35,-0.975,47,0.74468085106383
1980,37,-0.975,44,0.840909090909091
1981,28,-0.975,39,0.717948717948718
1982,34,-0.975,46,0.739130434782609
1983,32,-0.975,40,0.8
1984,33,-0.975,39,0.846153846153846
1985,39,-0.975,52,0.75
1986,25,-0.975,32,0.78125
1987,23,-0.975,30,0.766666666666667
1988,27,-0.975,32,0.84375
1989,34,-0.975,37,0.918918918918919
1990,37,-0.975,48,0.770833333333333
1991,39,-0.975,45,0.866666666666667
1992,39,-0.975,42,0.928571428571429
1993,48,-0.975,53,0.905660377358491
1994,27,-0.975,34,0.794117647058823
1995,39,-0.975,44,0.886363636363636
1996,34,-0.975,46,0.739130434782609
1997,32,-0.975,35,0.914285714285714
1998,30,-0.975,42,0.714285714285714
1999,46,-0.975,48,0.958333333333333
2000,35,-0.975,53,0.660377358490566
2001,44,-0.975,54,0.814814814814815
2002,31,-0.975,39,0.794871794871795
2003,31,-0.975,40,0.775
2004,35,-0.975,46,0.760869565217391
2005,23,-0.975,30,0.766666666666667
2006,38,-0.975,42,0.904761904761905
2007,29,-0.975,43,0.674418604651163
2008,35,-0.975,40,0.875
2009,34,-0.975,45,0.755555555555556
2010,37,-0.975,49,0.755102040816326
2011,34,-0.975,52,0.653846153846154
2012,41,-0.975,48,0.854166666666667
2013,31,-0.975,42,0.738095238095238
2014,38,-0.975,46,0.826086956521739
2015,39,-0.975,54,0.722222222222222
2016,49,-0.975,62,0.790322580645161
2017,62,-0.975,73,0.849315068493151
2018,54,-0.975,63,0.857142857142857
1969,28,-0.95,36,0.777777777777778
1970,35,-0.95,43,0.813953488372093
1971,32,-0.95,41,0.780487804878049
1972,42,-0.95,52,0.807692307692308
1973,36,-0.95,40,0.9
1974,33,-0.95,44,0.75
1975,32,-0.95,37,0.864864864864865
1976,31,-0.95,34,0.911764705882353
1977,43,-0.95,60,0.716666666666667
1978,25,-0.95,37,0.675675675675676
1979,35,-0.95,47,0.74468085106383
1980,37,-0.95,44,0.840909090909091
1981,27,-0.95,39,0.692307692307692
1982,34,-0.95,46,0.739130434782609
1983,31,-0.95,40,0.775
1984,33,-0.95,39,0.846153846153846
1985,37,-0.95,52,0.711538461538462
1986,25,-0.95,32,0.78125
1987,23,-0.95,30,0.766666666666667
1988,25,-0.95,32,0.78125
1989,34,-0.95,37,0.918918918918919
1990,37,-0.95,48,0.770833333333333
1991,39,-0.95,45,0.866666666666667
1992,39,-0.95,42,0.928571428571429
1993,48,-0.95,53,0.905660377358491
1994,27,-0.95,34,0.794117647058823
1995,36,-0.95,44,0.818181818181818
1996,34,-0.95,46,0.739130434782609
1997,30,-0.95,35,0.857142857142857
1998,29,-0.95,42,0.69047619047619
1999,45,-0.95,48,0.9375
2000,35,-0.95,53,0.660377358490566
2001,44,-0.95,54,0.814814814814815
2002,31,-0.95,39,0.794871794871795
2003,31,-0.95,40,0.775
2004,35,-0.95,46,0.760869565217391
2005,23,-0.95,30,0.766666666666667
2006,38,-0.95,42,0.904761904761905
2007,29,-0.95,43,0.674418604651163
2008,35,-0.95,40,0.875
2009,33,-0.95,45,0.733333333333333
2010,36,-0.95,49,0.73469387755102
2011,34,-0.95,52,0.653846153846154
2012,41,-0.95,48,0.854166666666667
2013,31,-0.95,42,0.738095238095238
2014,31,-0.95,46,0.673913043478261
2015,39,-0.95,54,0.722222222222222
2016,48,-0.95,62,0.774193548387097
2017,62,-0.95,73,0.849315068493151
2018,53,-0.95,63,0.841269841269841
1969,28,-0.925,36,0.777777777777778
1970,35,-0.925,43,0.813953488372093
1971,32,-0.925,41,0.780487804878049
1972,42,-0.925,52,0.807692307692308
1973,36,-0.925,40,0.9
1974,33,-0.925,44,0.75
1975,30,-0.925,37,0.810810810810811
1976,30,-0.925,34,0.882352941176471
1977,43,-0.925,60,0.716666666666667
1978,25,-0.925,37,0.675675675675676
1979,35,-0.925,47,0.74468085106383
1980,37,-0.925,44,0.840909090909091
1981,27,-0.925,39,0.692307692307692
1982,34,-0.925,46,0.739130434782609
1983,31,-0.925,40,0.775
1984,33,-0.925,39,0.846153846153846
1985,37,-0.925,52,0.711538461538462
1986,24,-0.925,32,0.75
1987,20,-0.925,30,0.666666666666667
1988,25,-0.925,32,0.78125
1989,34,-0.925,37,0.918918918918919
1990,37,-0.925,48,0.770833333333333
1991,38,-0.925,45,0.844444444444444
1992,39,-0.925,42,0.928571428571429
1993,48,-0.925,53,0.905660377358491
1994,27,-0.925,34,0.794117647058823
1995,36,-0.925,44,0.818181818181818
1996,34,-0.925,46,0.739130434782609
1997,30,-0.925,35,0.857142857142857
1998,29,-0.925,42,0.69047619047619
1999,44,-0.925,48,0.916666666666667
2000,35,-0.925,53,0.660377358490566
2001,42,-0.925,54,0.777777777777778
2002,31,-0.925,39,0.794871794871795
2003,29,-0.925,40,0.725
2004,35,-0.925,46,0.760869565217391
2005,22,-0.925,30,0.733333333333333
2006,38,-0.925,42,0.904761904761905
2007,29,-0.925,43,0.674418604651163
2008,35,-0.925,40,0.875
2009,33,-0.925,45,0.733333333333333
2010,36,-0.925,49,0.73469387755102
2011,34,-0.925,52,0.653846153846154
2012,40,-0.925,48,0.833333333333333
2013,30,-0.925,42,0.714285714285714
2014,31,-0.925,46,0.673913043478261
2015,39,-0.925,54,0.722222222222222
2016,48,-0.925,62,0.774193548387097
2017,62,-0.925,73,0.849315068493151
2018,53,-0.925,63,0.841269841269841
1969,28,-0.9,36,0.777777777777778
1970,33,-0.9,43,0.767441860465116
1971,32,-0.9,41,0.780487804878049
1972,42,-0.9,52,0.807692307692308
1973,35,-0.9,40,0.875
1974,32,-0.9,44,0.727272727272727
1975,30,-0.9,37,0.810810810810811
1976,30,-0.9,34,0.882352941176471
1977,43,-0.9,60,0.716666666666667
1978,25,-0.9,37,0.675675675675676
1979,34,-0.9,47,0.723404255319149
1980,37,-0.9,44,0.840909090909091
1981,23,-0.9,39,0.58974358974359
1982,33,-0.9,46,0.717391304347826
1983,30,-0.9,40,0.75
1984,33,-0.9,39,0.846153846153846
1985,37,-0.9,52,0.711538461538462
1986,23,-0.9,32,0.71875
1987,20,-0.9,30,0.666666666666667
1988,25,-0.9,32,0.78125
1989,34,-0.9,37,0.918918918918919
1990,37,-0.9,48,0.770833333333333
1991,37,-0.9,45,0.822222222222222
1992,38,-0.9,42,0.904761904761905
1993,47,-0.9,53,0.886792452830189
1994,27,-0.9,34,0.794117647058823
1995,36,-0.9,44,0.818181818181818
1996,34,-0.9,46,0.739130434782609
1997,29,-0.9,35,0.828571428571429
1998,29,-0.9,42,0.69047619047619
1999,44,-0.9,48,0.916666666666667
2000,34,-0.9,53,0.641509433962264
2001,42,-0.9,54,0.777777777777778
2002,31,-0.9,39,0.794871794871795
2003,28,-0.9,40,0.7
2004,32,-0.9,46,0.695652173913043
2005,22,-0.9,30,0.733333333333333
2006,38,-0.9,42,0.904761904761905
2007,29,-0.9,43,0.674418604651163
2008,35,-0.9,40,0.875
2009,33,-0.9,45,0.733333333333333
2010,36,-0.9,49,0.73469387755102
2011,33,-0.9,52,0.634615384615385
2012,39,-0.9,48,0.8125
2013,29,-0.9,42,0.69047619047619
2014,31,-0.9,46,0.673913043478261
2015,37,-0.9,54,0.685185185185185
2016,46,-0.9,62,0.741935483870968
2017,60,-0.9,73,0.821917808219178
2018,53,-0.9,63,0.841269841269841
1969,28,-0.875,36,0.777777777777778
1970,33,-0.875,43,0.767441860465116
1971,32,-0.875,41,0.780487804878049
1972,41,-0.875,52,0.788461538461538
1973,35,-0.875,40,0.875
1974,32,-0.875,44,0.727272727272727
1975,30,-0.875,37,0.810810810810811
1976,29,-0.875,34,0.852941176470588
1977,43,-0.875,60,0.716666666666667
1978,24,-0.875,37,0.648648648648649
1979,34,-0.875,47,0.723404255319149
1980,36,-0.875,44,0.818181818181818
1981,23,-0.875,39,0.58974358974359
1982,33,-0.875,46,0.717391304347826
1983,28,-0.875,40,0.7
1984,32,-0.875,39,0.82051282051282
1985,37,-0.875,52,0.711538461538462
1986,23,-0.875,32,0.71875
1987,20,-0.875,30,0.666666666666667
1988,25,-0.875,32,0.78125
1989,33,-0.875,37,0.891891891891892
1990,37,-0.875,48,0.770833333333333
1991,37,-0.875,45,0.822222222222222
1992,38,-0.875,42,0.904761904761905
1993,47,-0.875,53,0.886792452830189
1994,27,-0.875,34,0.794117647058823
1995,36,-0.875,44,0.818181818181818
1996,31,-0.875,46,0.673913043478261
1997,29,-0.875,35,0.828571428571429
1998,29,-0.875,42,0.69047619047619
1999,43,-0.875,48,0.895833333333333
2000,34,-0.875,53,0.641509433962264
2001,42,-0.875,54,0.777777777777778
2002,29,-0.875,39,0.743589743589744
2003,28,-0.875,40,0.7
2004,32,-0.875,46,0.695652173913043
2005,21,-0.875,30,0.7
2006,37,-0.875,42,0.880952380952381
2007,29,-0.875,43,0.674418604651163
2008,35,-0.875,40,0.875
2009,33,-0.875,45,0.733333333333333
2010,35,-0.875,49,0.714285714285714
2011,30,-0.875,52,0.576923076923077
2012,39,-0.875,48,0.8125
2013,29,-0.875,42,0.69047619047619
2014,31,-0.875,46,0.673913043478261
2015,37,-0.875,54,0.685185185185185
2016,46,-0.875,62,0.741935483870968
2017,60,-0.875,73,0.821917808219178
2018,51,-0.875,63,0.80952380952381
1969,28,-0.85,36,0.777777777777778
1970,33,-0.85,43,0.767441860465116
1971,29,-0.85,41,0.707317073170732
1972,41,-0.85,52,0.788461538461538
1973,35,-0.85,40,0.875
1974,32,-0.85,44,0.727272727272727
1975,30,-0.85,37,0.810810810810811
1976,26,-0.85,34,0.764705882352941
1977,42,-0.85,60,0.7
1978,24,-0.85,37,0.648648648648649
1979,34,-0.85,47,0.723404255319149
1980,35,-0.85,44,0.795454545454545
1981,23,-0.85,39,0.58974358974359
1982,33,-0.85,46,0.717391304347826
1983,28,-0.85,40,0.7
1984,32,-0.85,39,0.82051282051282
1985,37,-0.85,52,0.711538461538462
1986,23,-0.85,32,0.71875
1987,20,-0.85,30,0.666666666666667
1988,25,-0.85,32,0.78125
1989,33,-0.85,37,0.891891891891892
1990,36,-0.85,48,0.75
1991,37,-0.85,45,0.822222222222222
1992,38,-0.85,42,0.904761904761905
1993,47,-0.85,53,0.886792452830189
1994,26,-0.85,34,0.764705882352941
1995,35,-0.85,44,0.795454545454545
1996,31,-0.85,46,0.673913043478261
1997,29,-0.85,35,0.828571428571429
1998,28,-0.85,42,0.666666666666667
1999,43,-0.85,48,0.895833333333333
2000,34,-0.85,53,0.641509433962264
2001,42,-0.85,54,0.777777777777778
2002,29,-0.85,39,0.743589743589744
2003,28,-0.85,40,0.7
2004,31,-0.85,46,0.673913043478261
2005,21,-0.85,30,0.7
2006,37,-0.85,42,0.880952380952381
2007,28,-0.85,43,0.651162790697674
2008,35,-0.85,40,0.875
2009,30,-0.85,45,0.666666666666667
2010,35,-0.85,49,0.714285714285714
2011,30,-0.85,52,0.576923076923077
2012,39,-0.85,48,0.8125
2013,28,-0.85,42,0.666666666666667
2014,30,-0.85,46,0.652173913043478
2015,37,-0.85,54,0.685185185185185
2016,44,-0.85,62,0.709677419354839
2017,60,-0.85,73,0.821917808219178
2018,51,-0.85,63,0.80952380952381
1969,28,-0.825,36,0.777777777777778
1970,32,-0.825,43,0.744186046511628
1971,29,-0.825,41,0.707317073170732
1972,39,-0.825,52,0.75
1973,35,-0.825,40,0.875
1974,32,-0.825,44,0.727272727272727
1975,30,-0.825,37,0.810810810810811
1976,26,-0.825,34,0.764705882352941
1977,42,-0.825,60,0.7
1978,24,-0.825,37,0.648648648648649
1979,33,-0.825,47,0.702127659574468
1980,35,-0.825,44,0.795454545454545
1981,23,-0.825,39,0.58974358974359
1982,33,-0.825,46,0.717391304347826
1983,28,-0.825,40,0.7
1984,32,-0.825,39,0.82051282051282
1985,35,-0.825,52,0.673076923076923
1986,23,-0.825,32,0.71875
1987,19,-0.825,30,0.633333333333333
1988,25,-0.825,32,0.78125
1989,33,-0.825,37,0.891891891891892
1990,36,-0.825,48,0.75
1991,37,-0.825,45,0.822222222222222
1992,38,-0.825,42,0.904761904761905
1993,47,-0.825,53,0.886792452830189
1994,22,-0.825,34,0.647058823529412
1995,35,-0.825,44,0.795454545454545
1996,31,-0.825,46,0.673913043478261
1997,29,-0.825,35,0.828571428571429
1998,27,-0.825,42,0.642857142857143
1999,38,-0.825,48,0.791666666666667
2000,34,-0.825,53,0.641509433962264
2001,41,-0.825,54,0.759259259259259
2002,29,-0.825,39,0.743589743589744
2003,25,-0.825,40,0.625
2004,27,-0.825,46,0.58695652173913
2005,19,-0.825,30,0.633333333333333
2006,37,-0.825,42,0.880952380952381
2007,27,-0.825,43,0.627906976744186
2008,35,-0.825,40,0.875
2009,30,-0.825,45,0.666666666666667
2010,35,-0.825,49,0.714285714285714
2011,28,-0.825,52,0.538461538461538
2012,39,-0.825,48,0.8125
2013,28,-0.825,42,0.666666666666667
2014,29,-0.825,46,0.630434782608696
2015,35,-0.825,54,0.648148148148148
2016,43,-0.825,62,0.693548387096774
2017,56,-0.825,73,0.767123287671233
2018,51,-0.825,63,0.80952380952381
1969,28,-0.8,36,0.777777777777778
1970,32,-0.8,43,0.744186046511628
1971,29,-0.8,41,0.707317073170732
1972,39,-0.8,52,0.75
1973,35,-0.8,40,0.875
1974,32,-0.8,44,0.727272727272727
1975,30,-0.8,37,0.810810810810811
1976,26,-0.8,34,0.764705882352941
1977,42,-0.8,60,0.7
1978,24,-0.8,37,0.648648648648649
1979,33,-0.8,47,0.702127659574468
1980,35,-0.8,44,0.795454545454545
1981,22,-0.8,39,0.564102564102564
1982,32,-0.8,46,0.695652173913043
1983,27,-0.8,40,0.675
1984,32,-0.8,39,0.82051282051282
1985,35,-0.8,52,0.673076923076923
1986,21,-0.8,32,0.65625
1987,19,-0.8,30,0.633333333333333
1988,23,-0.8,32,0.71875
1989,33,-0.8,37,0.891891891891892
1990,35,-0.8,48,0.729166666666667
1991,36,-0.8,45,0.8
1992,37,-0.8,42,0.880952380952381
1993,47,-0.8,53,0.886792452830189
1994,22,-0.8,34,0.647058823529412
1995,35,-0.8,44,0.795454545454545
1996,31,-0.8,46,0.673913043478261
1997,29,-0.8,35,0.828571428571429
1998,27,-0.8,42,0.642857142857143
1999,38,-0.8,48,0.791666666666667
2000,34,-0.8,53,0.641509433962264
2001,41,-0.8,54,0.759259259259259
2002,29,-0.8,39,0.743589743589744
2003,25,-0.8,40,0.625
2004,27,-0.8,46,0.58695652173913
2005,19,-0.8,30,0.633333333333333
2006,35,-0.8,42,0.833333333333333
2007,27,-0.8,43,0.627906976744186
2008,33,-0.8,40,0.825
2009,29,-0.8,45,0.644444444444444
2010,34,-0.8,49,0.693877551020408
2011,28,-0.8,52,0.538461538461538
2012,38,-0.8,48,0.791666666666667
2013,28,-0.8,42,0.666666666666667
2014,29,-0.8,46,0.630434782608696
2015,35,-0.8,54,0.648148148148148
2016,43,-0.8,62,0.693548387096774
2017,56,-0.8,73,0.767123287671233
2018,51,-0.8,63,0.80952380952381
1969,27,-0.775,36,0.75
1970,32,-0.775,43,0.744186046511628
1971,29,-0.775,41,0.707317073170732
1972,39,-0.775,52,0.75
1973,34,-0.775,40,0.85
1974,29,-0.775,44,0.659090909090909
1975,29,-0.775,37,0.783783783783784
1976,26,-0.775,34,0.764705882352941
1977,41,-0.775,60,0.683333333333333
1978,24,-0.775,37,0.648648648648649
1979,33,-0.775,47,0.702127659574468
1980,34,-0.775,44,0.772727272727273
1981,22,-0.775,39,0.564102564102564
1982,32,-0.775,46,0.695652173913043
1983,27,-0.775,40,0.675
1984,32,-0.775,39,0.82051282051282
1985,35,-0.775,52,0.673076923076923
1986,21,-0.775,32,0.65625
1987,18,-0.775,30,0.6
1988,23,-0.775,32,0.71875
1989,32,-0.775,37,0.864864864864865
1990,33,-0.775,48,0.6875
1991,36,-0.775,45,0.8
1992,37,-0.775,42,0.880952380952381
1993,47,-0.775,53,0.886792452830189
1994,21,-0.775,34,0.617647058823529
1995,35,-0.775,44,0.795454545454545
1996,31,-0.775,46,0.673913043478261
1997,29,-0.775,35,0.828571428571429
1998,27,-0.775,42,0.642857142857143
1999,38,-0.775,48,0.791666666666667
2000,34,-0.775,53,0.641509433962264
2001,39,-0.775,54,0.722222222222222
2002,29,-0.775,39,0.743589743589744
2003,25,-0.775,40,0.625
2004,27,-0.775,46,0.58695652173913
2005,19,-0.775,30,0.633333333333333
2006,34,-0.775,42,0.80952380952381
2007,25,-0.775,43,0.581395348837209
2008,33,-0.775,40,0.825
2009,29,-0.775,45,0.644444444444444
2010,34,-0.775,49,0.693877551020408
2011,25,-0.775,52,0.480769230769231
2012,38,-0.775,48,0.791666666666667
2013,28,-0.775,42,0.666666666666667
2014,25,-0.775,46,0.543478260869565
2015,35,-0.775,54,0.648148148148148
2016,40,-0.775,62,0.645161290322581
2017,56,-0.775,73,0.767123287671233
2018,46,-0.775,63,0.73015873015873
1969,27,-0.75,36,0.75
1970,29,-0.75,43,0.674418604651163
1971,27,-0.75,41,0.658536585365854
1972,39,-0.75,52,0.75
1973,31,-0.75,40,0.775
1974,25,-0.75,44,0.568181818181818
1975,29,-0.75,37,0.783783783783784
1976,24,-0.75,34,0.705882352941177
1977,39,-0.75,60,0.65
1978,23,-0.75,37,0.621621621621622
1979,33,-0.75,47,0.702127659574468
1980,31,-0.75,44,0.704545454545455
1981,20,-0.75,39,0.512820512820513
1982,32,-0.75,46,0.695652173913043
1983,27,-0.75,40,0.675
1984,32,-0.75,39,0.82051282051282
1985,33,-0.75,52,0.634615384615385
1986,21,-0.75,32,0.65625
1987,18,-0.75,30,0.6
1988,23,-0.75,32,0.71875
1989,32,-0.75,37,0.864864864864865
1990,33,-0.75,48,0.6875
1991,35,-0.75,45,0.777777777777778
1992,34,-0.75,42,0.80952380952381
1993,47,-0.75,53,0.886792452830189
1994,21,-0.75,34,0.617647058823529
1995,35,-0.75,44,0.795454545454545
1996,29,-0.75,46,0.630434782608696
1997,29,-0.75,35,0.828571428571429
1998,25,-0.75,42,0.595238095238095
1999,37,-0.75,48,0.770833333333333
2000,33,-0.75,53,0.622641509433962
2001,39,-0.75,54,0.722222222222222
2002,29,-0.75,39,0.743589743589744
2003,23,-0.75,40,0.575
2004,27,-0.75,46,0.58695652173913
2005,19,-0.75,30,0.633333333333333
2006,34,-0.75,42,0.80952380952381
