"Year","cbns","threshold","retirees","prop"
2016,9,-0.0249999999999999,62,0.145161290322581
2017,15,-0.0249999999999999,73,0.205479452054795
2018,18,-0.0249999999999999,63,0.285714285714286
1969,8,0,36,0.222222222222222
1970,3,0,43,0.0697674418604651
1971,5,0,41,0.121951219512195
1972,9,0,52,0.173076923076923
1973,7,0,40,0.175
1974,4,0,44,0.0909090909090909
1975,8,0,37,0.216216216216216
1976,4,0,34,0.117647058823529
1977,5,0,60,0.0833333333333333
1978,6,0,37,0.162162162162162
1979,9,0,47,0.191489361702128
1980,11,0,44,0.25
1981,4,0,39,0.102564102564103
1982,5,0,46,0.108695652173913
1983,3,0,40,0.075
1984,9,0,39,0.230769230769231
1985,16,0,52,0.307692307692308
1986,7,0,32,0.21875
1987,3,0,30,0.1
1988,4,0,32,0.125
1989,10,0,37,0.27027027027027
1990,8,0,48,0.166666666666667
1991,16,0,45,0.355555555555556
1992,11,0,42,0.261904761904762
1993,13,0,53,0.245283018867925
1994,10,0,34,0.294117647058824
1995,15,0,44,0.340909090909091
1996,10,0,46,0.217391304347826
1997,9,0,35,0.257142857142857
1998,8,0,42,0.19047619047619
1999,13,0,48,0.270833333333333
2000,17,0,53,0.320754716981132
2001,13,0,54,0.240740740740741
2002,12,0,39,0.307692307692308
2003,4,0,40,0.1
2004,7,0,46,0.152173913043478
2005,5,0,30,0.166666666666667
2006,9,0,42,0.214285714285714
2007,4,0,43,0.0930232558139535
2008,3,0,40,0.075
2009,8,0,45,0.177777777777778
2010,3,0,49,0.0612244897959184
2011,6,0,52,0.115384615384615
2012,4,0,48,0.0833333333333333
2013,5,0,42,0.119047619047619
2014,7,0,46,0.152173913043478
2015,4,0,54,0.0740740740740741
2016,8,0,62,0.129032258064516
2017,13,0,73,0.178082191780822
2018,17,0,63,0.26984126984127
1969,8,0.0249999999999999,36,0.222222222222222
1970,3,0.0249999999999999,43,0.0697674418604651
1971,5,0.0249999999999999,41,0.121951219512195
1972,9,0.0249999999999999,52,0.173076923076923
1973,7,0.0249999999999999,40,0.175
1974,4,0.0249999999999999,44,0.0909090909090909
1975,8,0.0249999999999999,37,0.216216216216216
1976,4,0.0249999999999999,34,0.117647058823529
1977,5,0.0249999999999999,60,0.0833333333333333
1978,6,0.0249999999999999,37,0.162162162162162
1979,9,0.0249999999999999,47,0.191489361702128
1980,11,0.0249999999999999,44,0.25
1981,4,0.0249999999999999,39,0.102564102564103
1982,5,0.0249999999999999,46,0.108695652173913
1983,3,0.0249999999999999,40,0.075
1984,9,0.0249999999999999,39,0.230769230769231
1985,16,0.0249999999999999,52,0.307692307692308
1986,7,0.0249999999999999,32,0.21875
1987,3,0.0249999999999999,30,0.1
1988,4,0.0249999999999999,32,0.125
1989,10,0.0249999999999999,37,0.27027027027027
1990,8,0.0249999999999999,48,0.166666666666667
1991,16,0.0249999999999999,45,0.355555555555556
1992,11,0.0249999999999999,42,0.261904761904762
1993,13,0.0249999999999999,53,0.245283018867925
1994,10,0.0249999999999999,34,0.294117647058824
1995,15,0.0249999999999999,44,0.340909090909091
1996,10,0.0249999999999999,46,0.217391304347826
1997,9,0.0249999999999999,35,0.257142857142857
1998,8,0.0249999999999999,42,0.19047619047619
1999,13,0.0249999999999999,48,0.270833333333333
2000,17,0.0249999999999999,53,0.320754716981132
2001,13,0.0249999999999999,54,0.240740740740741
2002,12,0.0249999999999999,39,0.307692307692308
2003,4,0.0249999999999999,40,0.1
2004,7,0.0249999999999999,46,0.152173913043478
2005,5,0.0249999999999999,30,0.166666666666667
2006,9,0.0249999999999999,42,0.214285714285714
2007,4,0.0249999999999999,43,0.0930232558139535
2008,3,0.0249999999999999,40,0.075
2009,8,0.0249999999999999,45,0.177777777777778
2010,3,0.0249999999999999,49,0.0612244897959184
2011,6,0.0249999999999999,52,0.115384615384615
2012,4,0.0249999999999999,48,0.0833333333333333
2013,5,0.0249999999999999,42,0.119047619047619
2014,7,0.0249999999999999,46,0.152173913043478
2015,4,0.0249999999999999,54,0.0740740740740741
2016,8,0.0249999999999999,62,0.129032258064516
2017,13,0.0249999999999999,73,0.178082191780822
2018,17,0.0249999999999999,63,0.26984126984127
1969,6,0.0500000000000003,36,0.166666666666667
1970,3,0.0500000000000003,43,0.0697674418604651
1971,4,0.0500000000000003,41,0.0975609756097561
1972,9,0.0500000000000003,52,0.173076923076923
1973,7,0.0500000000000003,40,0.175
1974,4,0.0500000000000003,44,0.0909090909090909
1975,8,0.0500000000000003,37,0.216216216216216
1976,4,0.0500000000000003,34,0.117647058823529
1977,3,0.0500000000000003,60,0.05
1978,6,0.0500000000000003,37,0.162162162162162
1979,9,0.0500000000000003,47,0.191489361702128
1980,10,0.0500000000000003,44,0.227272727272727
1981,4,0.0500000000000003,39,0.102564102564103
1982,5,0.0500000000000003,46,0.108695652173913
1983,3,0.0500000000000003,40,0.075
1984,9,0.0500000000000003,39,0.230769230769231
1985,16,0.0500000000000003,52,0.307692307692308
1986,7,0.0500000000000003,32,0.21875
1987,3,0.0500000000000003,30,0.1
1988,3,0.0500000000000003,32,0.09375
1989,10,0.0500000000000003,37,0.27027027027027
1990,8,0.0500000000000003,48,0.166666666666667
1991,16,0.0500000000000003,45,0.355555555555556
1992,11,0.0500000000000003,42,0.261904761904762
1993,13,0.0500000000000003,53,0.245283018867925
1994,10,0.0500000000000003,34,0.294117647058824
1995,15,0.0500000000000003,44,0.340909090909091
1996,10,0.0500000000000003,46,0.217391304347826
1997,9,0.0500000000000003,35,0.257142857142857
1998,8,0.0500000000000003,42,0.19047619047619
1999,13,0.0500000000000003,48,0.270833333333333
2000,17,0.0500000000000003,53,0.320754716981132
2001,13,0.0500000000000003,54,0.240740740740741
2002,12,0.0500000000000003,39,0.307692307692308
2003,4,0.0500000000000003,40,0.1
2004,7,0.0500000000000003,46,0.152173913043478
2005,5,0.0500000000000003,30,0.166666666666667
2006,9,0.0500000000000003,42,0.214285714285714
2007,4,0.0500000000000003,43,0.0930232558139535
2008,3,0.0500000000000003,40,0.075
2009,8,0.0500000000000003,45,0.177777777777778
2010,2,0.0500000000000003,49,0.0408163265306122
2011,6,0.0500000000000003,52,0.115384615384615
2012,4,0.0500000000000003,48,0.0833333333333333
2013,5,0.0500000000000003,42,0.119047619047619
2014,7,0.0500000000000003,46,0.152173913043478
2015,4,0.0500000000000003,54,0.0740740740740741
2016,8,0.0500000000000003,62,0.129032258064516
2017,13,0.0500000000000003,73,0.178082191780822
2018,17,0.0500000000000003,63,0.26984126984127
1969,6,0.0750000000000002,36,0.166666666666667
1970,3,0.0750000000000002,43,0.0697674418604651
1971,4,0.0750000000000002,41,0.0975609756097561
1972,8,0.0750000000000002,52,0.153846153846154
1973,7,0.0750000000000002,40,0.175
1974,4,0.0750000000000002,44,0.0909090909090909
1975,8,0.0750000000000002,37,0.216216216216216
1976,4,0.0750000000000002,34,0.117647058823529
1977,3,0.0750000000000002,60,0.05
1978,5,0.0750000000000002,37,0.135135135135135
1979,9,0.0750000000000002,47,0.191489361702128
1980,10,0.0750000000000002,44,0.227272727272727
1981,4,0.0750000000000002,39,0.102564102564103
1982,2,0.0750000000000002,46,0.0434782608695652
1983,3,0.0750000000000002,40,0.075
1984,8,0.0750000000000002,39,0.205128205128205
1985,15,0.0750000000000002,52,0.288461538461538
1986,7,0.0750000000000002,32,0.21875
1987,2,0.0750000000000002,30,0.0666666666666667
1988,3,0.0750000000000002,32,0.09375
1989,10,0.0750000000000002,37,0.27027027027027
1990,8,0.0750000000000002,48,0.166666666666667
1991,16,0.0750000000000002,45,0.355555555555556
1992,10,0.0750000000000002,42,0.238095238095238
1993,9,0.0750000000000002,53,0.169811320754717
1994,10,0.0750000000000002,34,0.294117647058824
1995,15,0.0750000000000002,44,0.340909090909091
1996,8,0.0750000000000002,46,0.173913043478261
1997,9,0.0750000000000002,35,0.257142857142857
1998,8,0.0750000000000002,42,0.19047619047619
1999,13,0.0750000000000002,48,0.270833333333333
2000,17,0.0750000000000002,53,0.320754716981132
2001,10,0.0750000000000002,54,0.185185185185185
2002,12,0.0750000000000002,39,0.307692307692308
2003,4,0.0750000000000002,40,0.1
2004,7,0.0750000000000002,46,0.152173913043478
2005,5,0.0750000000000002,30,0.166666666666667
2006,9,0.0750000000000002,42,0.214285714285714
2007,4,0.0750000000000002,43,0.0930232558139535
2008,3,0.0750000000000002,40,0.075
2009,8,0.0750000000000002,45,0.177777777777778
2010,2,0.0750000000000002,49,0.0408163265306122
2011,6,0.0750000000000002,52,0.115384615384615
2012,3,0.0750000000000002,48,0.0625
2013,5,0.0750000000000002,42,0.119047619047619
2014,7,0.0750000000000002,46,0.152173913043478
2015,4,0.0750000000000002,54,0.0740740740740741
2016,8,0.0750000000000002,62,0.129032258064516
2017,13,0.0750000000000002,73,0.178082191780822
2018,17,0.0750000000000002,63,0.26984126984127
1969,6,0.1,36,0.166666666666667
1970,3,0.1,43,0.0697674418604651
1971,3,0.1,41,0.0731707317073171
1972,8,0.1,52,0.153846153846154
1973,7,0.1,40,0.175
1974,4,0.1,44,0.0909090909090909
1975,7,0.1,37,0.189189189189189
1976,4,0.1,34,0.117647058823529
1977,3,0.1,60,0.05
1978,5,0.1,37,0.135135135135135
1979,9,0.1,47,0.191489361702128
1980,10,0.1,44,0.227272727272727
1981,3,0.1,39,0.0769230769230769
1982,2,0.1,46,0.0434782608695652
1983,3,0.1,40,0.075
1984,8,0.1,39,0.205128205128205
1985,15,0.1,52,0.288461538461538
1986,7,0.1,32,0.21875
1987,2,0.1,30,0.0666666666666667
1988,3,0.1,32,0.09375
1989,8,0.1,37,0.216216216216216
1990,7,0.1,48,0.145833333333333
1991,13,0.1,45,0.288888888888889
1992,9,0.1,42,0.214285714285714
1993,8,0.1,53,0.150943396226415
1994,10,0.1,34,0.294117647058824
1995,11,0.1,44,0.25
1996,8,0.1,46,0.173913043478261
1997,9,0.1,35,0.257142857142857
1998,7,0.1,42,0.166666666666667
1999,11,0.1,48,0.229166666666667
2000,16,0.1,53,0.30188679245283
2001,10,0.1,54,0.185185185185185
2002,10,0.1,39,0.256410256410256
2003,4,0.1,40,0.1
2004,6,0.1,46,0.130434782608696
2005,5,0.1,30,0.166666666666667
2006,7,0.1,42,0.166666666666667
2007,4,0.1,43,0.0930232558139535
2008,2,0.1,40,0.05
2009,8,0.1,45,0.177777777777778
2010,2,0.1,49,0.0408163265306122
2011,6,0.1,52,0.115384615384615
2012,2,0.1,48,0.0416666666666667
2013,5,0.1,42,0.119047619047619
2014,5,0.1,46,0.108695652173913
2015,4,0.1,54,0.0740740740740741
2016,6,0.1,62,0.0967741935483871
2017,11,0.1,73,0.150684931506849
2018,16,0.1,63,0.253968253968254
1969,6,0.125,36,0.166666666666667
1970,3,0.125,43,0.0697674418604651
1971,3,0.125,41,0.0731707317073171
1972,7,0.125,52,0.134615384615385
1973,7,0.125,40,0.175
1974,4,0.125,44,0.0909090909090909
1975,7,0.125,37,0.189189189189189
1976,4,0.125,34,0.117647058823529
1977,3,0.125,60,0.05
1978,5,0.125,37,0.135135135135135
1979,9,0.125,47,0.191489361702128
1980,10,0.125,44,0.227272727272727
1981,3,0.125,39,0.0769230769230769
1982,2,0.125,46,0.0434782608695652
1983,3,0.125,40,0.075
1984,8,0.125,39,0.205128205128205
1985,12,0.125,52,0.230769230769231
1986,7,0.125,32,0.21875
1987,2,0.125,30,0.0666666666666667
1988,2,0.125,32,0.0625
1989,8,0.125,37,0.216216216216216
1990,7,0.125,48,0.145833333333333
1991,13,0.125,45,0.288888888888889
1992,9,0.125,42,0.214285714285714
1993,8,0.125,53,0.150943396226415
1994,9,0.125,34,0.264705882352941
1995,11,0.125,44,0.25
1996,8,0.125,46,0.173913043478261
1997,8,0.125,35,0.228571428571429
1998,7,0.125,42,0.166666666666667
1999,11,0.125,48,0.229166666666667
2000,14,0.125,53,0.264150943396226
2001,10,0.125,54,0.185185185185185
2002,10,0.125,39,0.256410256410256
2003,4,0.125,40,0.1
2004,6,0.125,46,0.130434782608696
2005,5,0.125,30,0.166666666666667
2006,7,0.125,42,0.166666666666667
2007,4,0.125,43,0.0930232558139535
2008,2,0.125,40,0.05
2009,7,0.125,45,0.155555555555556
2010,2,0.125,49,0.0408163265306122
2011,6,0.125,52,0.115384615384615
2012,2,0.125,48,0.0416666666666667
2013,5,0.125,42,0.119047619047619
2014,5,0.125,46,0.108695652173913
2015,4,0.125,54,0.0740740740740741
2016,6,0.125,62,0.0967741935483871
2017,11,0.125,73,0.150684931506849
2018,16,0.125,63,0.253968253968254
1969,6,0.15,36,0.166666666666667
1970,2,0.15,43,0.0465116279069767
1971,3,0.15,41,0.0731707317073171
1972,5,0.15,52,0.0961538461538462
1973,7,0.15,40,0.175
1974,4,0.15,44,0.0909090909090909
1975,7,0.15,37,0.189189189189189
1976,4,0.15,34,0.117647058823529
1977,3,0.15,60,0.05
1978,5,0.15,37,0.135135135135135
1979,9,0.15,47,0.191489361702128
1980,10,0.15,44,0.227272727272727
1981,1,0.15,39,0.0256410256410256
1982,2,0.15,46,0.0434782608695652
1983,2,0.15,40,0.05
1984,7,0.15,39,0.179487179487179
1985,12,0.15,52,0.230769230769231
1986,7,0.15,32,0.21875
1987,2,0.15,30,0.0666666666666667
1988,2,0.15,32,0.0625
1989,8,0.15,37,0.216216216216216
1990,7,0.15,48,0.145833333333333
1991,13,0.15,45,0.288888888888889
1992,9,0.15,42,0.214285714285714
1993,5,0.15,53,0.0943396226415094
1994,9,0.15,34,0.264705882352941
1995,11,0.15,44,0.25
1996,8,0.15,46,0.173913043478261
1997,8,0.15,35,0.228571428571429
1998,7,0.15,42,0.166666666666667
1999,11,0.15,48,0.229166666666667
2000,14,0.15,53,0.264150943396226
2001,8,0.15,54,0.148148148148148
2002,10,0.15,39,0.256410256410256
2003,4,0.15,40,0.1
2004,6,0.15,46,0.130434782608696
2005,5,0.15,30,0.166666666666667
2006,7,0.15,42,0.166666666666667
2007,4,0.15,43,0.0930232558139535
2008,2,0.15,40,0.05
2009,7,0.15,45,0.155555555555556
2010,2,0.15,49,0.0408163265306122
2011,6,0.15,52,0.115384615384615
2012,2,0.15,48,0.0416666666666667
2013,4,0.15,42,0.0952380952380952
2014,5,0.15,46,0.108695652173913
2015,4,0.15,54,0.0740740740740741
2016,6,0.15,62,0.0967741935483871
2017,11,0.15,73,0.150684931506849
2018,16,0.15,63,0.253968253968254
1969,6,0.175,36,0.166666666666667
1970,2,0.175,43,0.0465116279069767
1971,3,0.175,41,0.0731707317073171
1972,5,0.175,52,0.0961538461538462
1973,7,0.175,40,0.175
1974,4,0.175,44,0.0909090909090909
1975,6,0.175,37,0.162162162162162
1976,4,0.175,34,0.117647058823529
1977,3,0.175,60,0.05
1978,5,0.175,37,0.135135135135135
1979,9,0.175,47,0.191489361702128
1980,10,0.175,44,0.227272727272727
1981,1,0.175,39,0.0256410256410256
1982,2,0.175,46,0.0434782608695652
1983,2,0.175,40,0.05
1984,7,0.175,39,0.179487179487179
1985,12,0.175,52,0.230769230769231
1986,7,0.175,32,0.21875
1987,2,0.175,30,0.0666666666666667
1988,0,0.175,32,0
1989,8,0.175,37,0.216216216216216
1990,7,0.175,48,0.145833333333333
1991,13,0.175,45,0.288888888888889
1992,8,0.175,42,0.19047619047619
1993,5,0.175,53,0.0943396226415094
1994,9,0.175,34,0.264705882352941
1995,11,0.175,44,0.25
1996,8,0.175,46,0.173913043478261
1997,8,0.175,35,0.228571428571429
1998,7,0.175,42,0.166666666666667
1999,10,0.175,48,0.208333333333333
2000,10,0.175,53,0.188679245283019
2001,8,0.175,54,0.148148148148148
2002,10,0.175,39,0.256410256410256
2003,4,0.175,40,0.1
2004,6,0.175,46,0.130434782608696
2005,5,0.175,30,0.166666666666667
2006,5,0.175,42,0.119047619047619
2007,2,0.175,43,0.0465116279069767
2008,2,0.175,40,0.05
2009,7,0.175,45,0.155555555555556
2010,2,0.175,49,0.0408163265306122
2011,5,0.175,52,0.0961538461538462
2012,1,0.175,48,0.0208333333333333
2013,4,0.175,42,0.0952380952380952
2014,3,0.175,46,0.0652173913043478
2015,4,0.175,54,0.0740740740740741
2016,6,0.175,62,0.0967741935483871
2017,9,0.175,73,0.123287671232877
2018,13,0.175,63,0.206349206349206
1969,5,0.2,36,0.138888888888889
1970,2,0.2,43,0.0465116279069767
1971,3,0.2,41,0.0731707317073171
1972,5,0.2,52,0.0961538461538462
1973,7,0.2,40,0.175
1974,4,0.2,44,0.0909090909090909
1975,6,0.2,37,0.162162162162162
1976,4,0.2,34,0.117647058823529
1977,2,0.2,60,0.0333333333333333
1978,3,0.2,37,0.0810810810810811
1979,6,0.2,47,0.127659574468085
1980,10,0.2,44,0.227272727272727
1981,1,0.2,39,0.0256410256410256
1982,2,0.2,46,0.0434782608695652
1983,2,0.2,40,0.05
1984,7,0.2,39,0.179487179487179
1985,12,0.2,52,0.230769230769231
1986,7,0.2,32,0.21875
1987,2,0.2,30,0.0666666666666667
1988,0,0.2,32,0
1989,5,0.2,37,0.135135135135135
1990,7,0.2,48,0.145833333333333
1991,13,0.2,45,0.288888888888889
1992,8,0.2,42,0.19047619047619
1993,5,0.2,53,0.0943396226415094
1994,9,0.2,34,0.264705882352941
1995,9,0.2,44,0.204545454545455
1996,7,0.2,46,0.152173913043478
1997,8,0.2,35,0.228571428571429
1998,6,0.2,42,0.142857142857143
1999,10,0.2,48,0.208333333333333
2000,10,0.2,53,0.188679245283019
2001,8,0.2,54,0.148148148148148
2002,8,0.2,39,0.205128205128205
2003,4,0.2,40,0.1
2004,5,0.2,46,0.108695652173913
2005,5,0.2,30,0.166666666666667
2006,5,0.2,42,0.119047619047619
2007,2,0.2,43,0.0465116279069767
2008,2,0.2,40,0.05
2009,7,0.2,45,0.155555555555556
2010,2,0.2,49,0.0408163265306122
2011,2,0.2,52,0.0384615384615385
2012,0,0.2,48,0
2013,4,0.2,42,0.0952380952380952
2014,3,0.2,46,0.0652173913043478
2015,4,0.2,54,0.0740740740740741
2016,6,0.2,62,0.0967741935483871
2017,9,0.2,73,0.123287671232877
2018,13,0.2,63,0.206349206349206
1969,5,0.225,36,0.138888888888889
1970,2,0.225,43,0.0465116279069767
1971,3,0.225,41,0.0731707317073171
1972,4,0.225,52,0.0769230769230769
1973,7,0.225,40,0.175
1974,4,0.225,44,0.0909090909090909
1975,6,0.225,37,0.162162162162162
1976,4,0.225,34,0.117647058823529
1977,2,0.225,60,0.0333333333333333
1978,3,0.225,37,0.0810810810810811
1979,6,0.225,47,0.127659574468085
1980,10,0.225,44,0.227272727272727
1981,1,0.225,39,0.0256410256410256
1982,2,0.225,46,0.0434782608695652
1983,2,0.225,40,0.05
1984,4,0.225,39,0.102564102564103
1985,11,0.225,52,0.211538461538462
1986,7,0.225,32,0.21875
1987,1,0.225,30,0.0333333333333333
1988,0,0.225,32,0
1989,5,0.225,37,0.135135135135135
1990,7,0.225,48,0.145833333333333
1991,13,0.225,45,0.288888888888889
1992,8,0.225,42,0.19047619047619
1993,5,0.225,53,0.0943396226415094
1994,9,0.225,34,0.264705882352941
1995,9,0.225,44,0.204545454545455
1996,7,0.225,46,0.152173913043478
1997,8,0.225,35,0.228571428571429
1998,6,0.225,42,0.142857142857143
1999,10,0.225,48,0.208333333333333
2000,8,0.225,53,0.150943396226415
2001,7,0.225,54,0.12962962962963
2002,8,0.225,39,0.205128205128205
2003,4,0.225,40,0.1
2004,5,0.225,46,0.108695652173913
2005,4,0.225,30,0.133333333333333
2006,5,0.225,42,0.119047619047619
2007,2,0.225,43,0.0465116279069767
2008,2,0.225,40,0.05
2009,6,0.225,45,0.133333333333333
2010,2,0.225,49,0.0408163265306122
2011,2,0.225,52,0.0384615384615385
2012,0,0.225,48,0
2013,4,0.225,42,0.0952380952380952
2014,3,0.225,46,0.0652173913043478
2015,4,0.225,54,0.0740740740740741
2016,6,0.225,62,0.0967741935483871
2017,9,0.225,73,0.123287671232877
2018,13,0.225,63,0.206349206349206
1969,5,0.25,36,0.138888888888889
1970,1,0.25,43,0.0232558139534884
1971,3,0.25,41,0.0731707317073171
1972,4,0.25,52,0.0769230769230769
1973,6,0.25,40,0.15
1974,4,0.25,44,0.0909090909090909
1975,6,0.25,37,0.162162162162162
1976,4,0.25,34,0.117647058823529
1977,2,0.25,60,0.0333333333333333
1978,3,0.25,37,0.0810810810810811
1979,6,0.25,47,0.127659574468085
1980,10,0.25,44,0.227272727272727
1981,1,0.25,39,0.0256410256410256
1982,2,0.25,46,0.0434782608695652
1983,2,0.25,40,0.05
1984,4,0.25,39,0.102564102564103
1985,11,0.25,52,0.211538461538462
1986,7,0.25,32,0.21875
1987,1,0.25,30,0.0333333333333333
1988,0,0.25,32,0
1989,5,0.25,37,0.135135135135135
1990,7,0.25,48,0.145833333333333
1991,13,0.25,45,0.288888888888889
1992,8,0.25,42,0.19047619047619
1993,5,0.25,53,0.0943396226415094
1994,8,0.25,34,0.235294117647059
1995,9,0.25,44,0.204545454545455
1996,7,0.25,46,0.152173913043478
1997,6,0.25,35,0.171428571428571
1998,5,0.25,42,0.119047619047619
1999,10,0.25,48,0.208333333333333
2000,7,0.25,53,0.132075471698113
2001,7,0.25,54,0.12962962962963
2002,8,0.25,39,0.205128205128205
2003,3,0.25,40,0.075
2004,5,0.25,46,0.108695652173913
2005,4,0.25,30,0.133333333333333
2006,5,0.25,42,0.119047619047619
2007,2,0.25,43,0.0465116279069767
2008,2,0.25,40,0.05
2009,6,0.25,45,0.133333333333333
2010,2,0.25,49,0.0408163265306122
2011,2,0.25,52,0.0384615384615385
2012,0,0.25,48,0
2013,4,0.25,42,0.0952380952380952
2014,3,0.25,46,0.0652173913043478
2015,3,0.25,54,0.0555555555555556
2016,6,0.25,62,0.0967741935483871
2017,9,0.25,73,0.123287671232877
2018,12,0.25,63,0.19047619047619
1969,5,0.275,36,0.138888888888889
1970,1,0.275,43,0.0232558139534884
1971,3,0.275,41,0.0731707317073171
1972,4,0.275,52,0.0769230769230769
1973,6,0.275,40,0.15
1974,4,0.275,44,0.0909090909090909
1975,6,0.275,37,0.162162162162162
1976,3,0.275,34,0.0882352941176471
1977,2,0.275,60,0.0333333333333333
1978,3,0.275,37,0.0810810810810811
1979,6,0.275,47,0.127659574468085
1980,10,0.275,44,0.227272727272727
1981,1,0.275,39,0.0256410256410256
1982,2,0.275,46,0.0434782608695652
1983,1,0.275,40,0.025
1984,4,0.275,39,0.102564102564103
1985,11,0.275,52,0.211538461538462
1986,5,0.275,32,0.15625
1987,1,0.275,30,0.0333333333333333
1988,0,0.275,32,0
1989,4,0.275,37,0.108108108108108
1990,7,0.275,48,0.145833333333333
1991,11,0.275,45,0.244444444444444
1992,8,0.275,42,0.19047619047619
1993,5,0.275,53,0.0943396226415094
1994,8,0.275,34,0.235294117647059
1995,9,0.275,44,0.204545454545455
1996,7,0.275,46,0.152173913043478
1997,6,0.275,35,0.171428571428571
1998,5,0.275,42,0.119047619047619
1999,8,0.275,48,0.166666666666667
2000,7,0.275,53,0.132075471698113
2001,7,0.275,54,0.12962962962963
2002,8,0.275,39,0.205128205128205
2003,3,0.275,40,0.075
2004,5,0.275,46,0.108695652173913
2005,4,0.275,30,0.133333333333333
2006,5,0.275,42,0.119047619047619
2007,2,0.275,43,0.0465116279069767
2008,2,0.275,40,0.05
2009,6,0.275,45,0.133333333333333
2010,2,0.275,49,0.0408163265306122
2011,2,0.275,52,0.0384615384615385
2012,0,0.275,48,0
2013,4,0.275,42,0.0952380952380952
2014,3,0.275,46,0.0652173913043478
2015,3,0.275,54,0.0555555555555556
2016,6,0.275,62,0.0967741935483871
2017,9,0.275,73,0.123287671232877
2018,12,0.275,63,0.19047619047619
1969,5,0.3,36,0.138888888888889
1970,1,0.3,43,0.0232558139534884
1971,2,0.3,41,0.0487804878048781
1972,4,0.3,52,0.0769230769230769
1973,6,0.3,40,0.15
1974,4,0.3,44,0.0909090909090909
1975,6,0.3,37,0.162162162162162
1976,2,0.3,34,0.0588235294117647
1977,2,0.3,60,0.0333333333333333
1978,3,0.3,37,0.0810810810810811
1979,4,0.3,47,0.0851063829787234
1980,10,0.3,44,0.227272727272727
1981,1,0.3,39,0.0256410256410256
1982,1,0.3,46,0.0217391304347826
1983,1,0.3,40,0.025
1984,2,0.3,39,0.0512820512820513
1985,10,0.3,52,0.192307692307692
1986,5,0.3,32,0.15625
1987,1,0.3,30,0.0333333333333333
1988,0,0.3,32,0
1989,4,0.3,37,0.108108108108108
1990,6,0.3,48,0.125
1991,11,0.3,45,0.244444444444444
1992,8,0.3,42,0.19047619047619
1993,5,0.3,53,0.0943396226415094
1994,8,0.3,34,0.235294117647059
1995,8,0.3,44,0.181818181818182
1996,7,0.3,46,0.152173913043478
1997,6,0.3,35,0.171428571428571
1998,5,0.3,42,0.119047619047619
1999,8,0.3,48,0.166666666666667
2000,7,0.3,53,0.132075471698113
2001,6,0.3,54,0.111111111111111
2002,7,0.3,39,0.179487179487179
2003,3,0.3,40,0.075
2004,4,0.3,46,0.0869565217391304
2005,3,0.3,30,0.1
2006,5,0.3,42,0.119047619047619
2007,2,0.3,43,0.0465116279069767
2008,2,0.3,40,0.05
2009,6,0.3,45,0.133333333333333
2010,2,0.3,49,0.0408163265306122
2011,2,0.3,52,0.0384615384615385
2012,0,0.3,48,0
2013,4,0.3,42,0.0952380952380952
2014,3,0.3,46,0.0652173913043478
2015,3,0.3,54,0.0555555555555556
2016,6,0.3,62,0.0967741935483871
2017,9,0.3,73,0.123287671232877
2018,11,0.3,63,0.174603174603175
1969,5,0.325,36,0.138888888888889
1970,1,0.325,43,0.0232558139534884
1971,2,0.325,41,0.0487804878048781
1972,4,0.325,52,0.0769230769230769
1973,6,0.325,40,0.15
1974,4,0.325,44,0.0909090909090909
1975,5,0.325,37,0.135135135135135
1976,2,0.325,34,0.0588235294117647
1977,2,0.325,60,0.0333333333333333
1978,3,0.325,37,0.0810810810810811
1979,4,0.325,47,0.0851063829787234
1980,8,0.325,44,0.181818181818182
1981,1,0.325,39,0.0256410256410256
1982,1,0.325,46,0.0217391304347826
1983,1,0.325,40,0.025
1984,2,0.325,39,0.0512820512820513
1985,9,0.325,52,0.173076923076923
1986,4,0.325,32,0.125
1987,1,0.325,30,0.0333333333333333
1988,0,0.325,32,0
1989,4,0.325,37,0.108108108108108
1990,6,0.325,48,0.125
1991,11,0.325,45,0.244444444444444
1992,8,0.325,42,0.19047619047619
1993,5,0.325,53,0.0943396226415094
1994,7,0.325,34,0.205882352941176
1995,8,0.325,44,0.181818181818182
1996,7,0.325,46,0.152173913043478
1997,6,0.325,35,0.171428571428571
1998,5,0.325,42,0.119047619047619
1999,6,0.325,48,0.125
2000,7,0.325,53,0.132075471698113
2001,6,0.325,54,0.111111111111111
2002,7,0.325,39,0.179487179487179
2003,3,0.325,40,0.075
2004,4,0.325,46,0.0869565217391304
2005,3,0.325,30,0.1
2006,5,0.325,42,0.119047619047619
2007,1,0.325,43,0.0232558139534884
2008,2,0.325,40,0.05
2009,6,0.325,45,0.133333333333333
2010,2,0.325,49,0.0408163265306122
2011,2,0.325,52,0.0384615384615385
2012,0,0.325,48,0
2013,4,0.325,42,0.0952380952380952
2014,2,0.325,46,0.0434782608695652
2015,2,0.325,54,0.037037037037037
2016,6,0.325,62,0.0967741935483871
2017,9,0.325,73,0.123287671232877
2018,10,0.325,63,0.158730158730159
1969,4,0.35,36,0.111111111111111
1970,0,0.35,43,0
1971,2,0.35,41,0.0487804878048781
1972,4,0.35,52,0.0769230769230769
1973,6,0.35,40,0.15
1974,4,0.35,44,0.0909090909090909
1975,5,0.35,37,0.135135135135135
1976,1,0.35,34,0.0294117647058824
1977,2,0.35,60,0.0333333333333333
1978,3,0.35,37,0.0810810810810811
1979,4,0.35,47,0.0851063829787234
