"","Year","cbns","threshold","retirees","prop"
"2824",1992,33,-0.6,45,0.733333333333333
"2825",1993,34,-0.6,44,0.772727272727273
"2826",1994,21,-0.6,38,0.552631578947368
"2827",1995,36,-0.6,47,0.765957446808511
"2828",1996,24,-0.6,38,0.631578947368421
"2829",1997,22,-0.6,36,0.611111111111111
"2830",1998,26,-0.6,52,0.5
"2831",1999,39,-0.6,49,0.795918367346939
"2832",2000,30,-0.6,52,0.576923076923077
"2833",2001,48,-0.6,67,0.716417910447761
"2834",2002,32,-0.6,46,0.695652173913043
"2835",2003,23,-0.6,44,0.522727272727273
"2836",2004,26,-0.6,49,0.530612244897959
"2837",2005,23,-0.6,44,0.522727272727273
"2838",2006,29,-0.6,50,0.58
"2839",2007,35,-0.6,65,0.538461538461538
"2840",2008,34,-0.6,53,0.641509433962264
"2841",2009,20,-0.6,48,0.416666666666667
"2842",2010,29,-0.6,51,0.568627450980392
"2843",2011,24,-0.6,58,0.413793103448276
"2844",2012,37,-0.6,56,0.660714285714286
"2845",2013,30,-0.6,57,0.526315789473684
"2846",2014,24,-0.6,57,0.421052631578947
"2847",2015,30,-0.6,58,0.517241379310345
"2848",2016,36,-0.6,60,0.6
"2849",2017,45,-0.6,69,0.652173913043478
"2850",2018,42,-0.6,62,0.67741935483871
"2851",1969,23,-0.575,32,0.71875
"2852",1970,22,-0.575,35,0.628571428571429
"2853",1971,25,-0.575,44,0.568181818181818
"2854",1972,29,-0.575,49,0.591836734693878
"2855",1973,29,-0.575,41,0.707317073170732
"2856",1974,26,-0.575,45,0.577777777777778
"2857",1975,21,-0.575,36,0.583333333333333
"2858",1976,19,-0.575,33,0.575757575757576
"2859",1977,31,-0.575,55,0.563636363636364
"2860",1978,20,-0.575,35,0.571428571428571
"2861",1979,24,-0.575,42,0.571428571428571
"2862",1980,30,-0.575,45,0.666666666666667
"2863",1981,14,-0.575,37,0.378378378378378
"2864",1982,22,-0.575,38,0.578947368421053
"2865",1983,19,-0.575,35,0.542857142857143
"2866",1984,27,-0.575,41,0.658536585365854
"2867",1985,35,-0.575,55,0.636363636363636
"2868",1986,33,-0.575,47,0.702127659574468
"2869",1987,19,-0.575,36,0.527777777777778
"2870",1988,22,-0.575,36,0.611111111111111
"2871",1989,30,-0.575,46,0.652173913043478
"2872",1990,32,-0.575,51,0.627450980392157
"2873",1991,26,-0.575,43,0.604651162790698
"2874",1992,31,-0.575,45,0.688888888888889
"2875",1993,34,-0.575,44,0.772727272727273
"2876",1994,19,-0.575,38,0.5
"2877",1995,33,-0.575,47,0.702127659574468
"2878",1996,24,-0.575,38,0.631578947368421
"2879",1997,22,-0.575,36,0.611111111111111
"2880",1998,26,-0.575,52,0.5
"2881",1999,36,-0.575,49,0.73469387755102
"2882",2000,30,-0.575,52,0.576923076923077
"2883",2001,46,-0.575,67,0.686567164179104
"2884",2002,29,-0.575,46,0.630434782608696
"2885",2003,23,-0.575,44,0.522727272727273
"2886",2004,26,-0.575,49,0.530612244897959
"2887",2005,23,-0.575,44,0.522727272727273
"2888",2006,29,-0.575,50,0.58
"2889",2007,35,-0.575,65,0.538461538461538
"2890",2008,34,-0.575,53,0.641509433962264
"2891",2009,20,-0.575,48,0.416666666666667
"2892",2010,29,-0.575,51,0.568627450980392
"2893",2011,18,-0.575,58,0.310344827586207
"2894",2012,37,-0.575,56,0.660714285714286
"2895",2013,25,-0.575,57,0.43859649122807
"2896",2014,24,-0.575,57,0.421052631578947
"2897",2015,30,-0.575,58,0.517241379310345
"2898",2016,36,-0.575,60,0.6
"2899",2017,44,-0.575,69,0.63768115942029
"2900",2018,40,-0.575,62,0.645161290322581
"2901",1969,22,-0.55,32,0.6875
"2902",1970,21,-0.55,35,0.6
"2903",1971,23,-0.55,44,0.522727272727273
"2904",1972,29,-0.55,49,0.591836734693878
"2905",1973,29,-0.55,41,0.707317073170732
"2906",1974,26,-0.55,45,0.577777777777778
"2907",1975,21,-0.55,36,0.583333333333333
"2908",1976,19,-0.55,33,0.575757575757576
"2909",1977,31,-0.55,55,0.563636363636364
"2910",1978,20,-0.55,35,0.571428571428571
"2911",1979,24,-0.55,42,0.571428571428571
"2912",1980,29,-0.55,45,0.644444444444444
"2913",1981,13,-0.55,37,0.351351351351351
"2914",1982,22,-0.55,38,0.578947368421053
"2915",1983,19,-0.55,35,0.542857142857143
"2916",1984,27,-0.55,41,0.658536585365854
"2917",1985,35,-0.55,55,0.636363636363636
"2918",1986,33,-0.55,47,0.702127659574468
"2919",1987,16,-0.55,36,0.444444444444444
"2920",1988,19,-0.55,36,0.527777777777778
"2921",1989,30,-0.55,46,0.652173913043478
"2922",1990,32,-0.55,51,0.627450980392157
"2923",1991,26,-0.55,43,0.604651162790698
"2924",1992,31,-0.55,45,0.688888888888889
"2925",1993,33,-0.55,44,0.75
"2926",1994,19,-0.55,38,0.5
"2927",1995,33,-0.55,47,0.702127659574468
"2928",1996,23,-0.55,38,0.605263157894737
"2929",1997,22,-0.55,36,0.611111111111111
"2930",1998,25,-0.55,52,0.480769230769231
"2931",1999,36,-0.55,49,0.73469387755102
"2932",2000,30,-0.55,52,0.576923076923077
"2933",2001,46,-0.55,67,0.686567164179104
"2934",2002,29,-0.55,46,0.630434782608696
"2935",2003,20,-0.55,44,0.454545454545455
"2936",2004,23,-0.55,49,0.469387755102041
"2937",2005,21,-0.55,44,0.477272727272727
"2938",2006,25,-0.55,50,0.5
"2939",2007,31,-0.55,65,0.476923076923077
"2940",2008,33,-0.55,53,0.622641509433962
"2941",2009,19,-0.55,48,0.395833333333333
"2942",2010,23,-0.55,51,0.450980392156863
"2943",2011,18,-0.55,58,0.310344827586207
"2944",2012,35,-0.55,56,0.625
"2945",2013,25,-0.55,57,0.43859649122807
"2946",2014,22,-0.55,57,0.385964912280702
"2947",2015,30,-0.55,58,0.517241379310345
"2948",2016,36,-0.55,60,0.6
"2949",2017,44,-0.55,69,0.63768115942029
"2950",2018,38,-0.55,62,0.612903225806452
"2951",1969,22,-0.525,32,0.6875
"2952",1970,21,-0.525,35,0.6
"2953",1971,23,-0.525,44,0.522727272727273
"2954",1972,26,-0.525,49,0.530612244897959
"2955",1973,29,-0.525,41,0.707317073170732
"2956",1974,23,-0.525,45,0.511111111111111
"2957",1975,19,-0.525,36,0.527777777777778
"2958",1976,19,-0.525,33,0.575757575757576
"2959",1977,31,-0.525,55,0.563636363636364
"2960",1978,20,-0.525,35,0.571428571428571
"2961",1979,24,-0.525,42,0.571428571428571
"2962",1980,26,-0.525,45,0.577777777777778
"2963",1981,13,-0.525,37,0.351351351351351
"2964",1982,22,-0.525,38,0.578947368421053
"2965",1983,17,-0.525,35,0.485714285714286
"2966",1984,27,-0.525,41,0.658536585365854
"2967",1985,33,-0.525,55,0.6
"2968",1986,32,-0.525,47,0.680851063829787
"2969",1987,16,-0.525,36,0.444444444444444
"2970",1988,19,-0.525,36,0.527777777777778
"2971",1989,28,-0.525,46,0.608695652173913
"2972",1990,32,-0.525,51,0.627450980392157
"2973",1991,26,-0.525,43,0.604651162790698
"2974",1992,29,-0.525,45,0.644444444444444
"2975",1993,33,-0.525,44,0.75
"2976",1994,19,-0.525,38,0.5
"2977",1995,33,-0.525,47,0.702127659574468
"2978",1996,23,-0.525,38,0.605263157894737
"2979",1997,21,-0.525,36,0.583333333333333
"2980",1998,24,-0.525,52,0.461538461538462
"2981",1999,36,-0.525,49,0.73469387755102
"2982",2000,29,-0.525,52,0.557692307692308
"2983",2001,46,-0.525,67,0.686567164179104
"2984",2002,29,-0.525,46,0.630434782608696
"2985",2003,20,-0.525,44,0.454545454545455
"2986",2004,23,-0.525,49,0.469387755102041
"2987",2005,21,-0.525,44,0.477272727272727
"2988",2006,25,-0.525,50,0.5
"2989",2007,31,-0.525,65,0.476923076923077
"2990",2008,33,-0.525,53,0.622641509433962
"2991",2009,16,-0.525,48,0.333333333333333
"2992",2010,22,-0.525,51,0.431372549019608
"2993",2011,18,-0.525,58,0.310344827586207
"2994",2012,35,-0.525,56,0.625
"2995",2013,25,-0.525,57,0.43859649122807
"2996",2014,22,-0.525,57,0.385964912280702
"2997",2015,27,-0.525,58,0.46551724137931
"2998",2016,35,-0.525,60,0.583333333333333
"2999",2017,40,-0.525,69,0.579710144927536
"3000",2018,38,-0.525,62,0.612903225806452
"3001",1969,22,-0.5,32,0.6875
"3002",1970,21,-0.5,35,0.6
"3003",1971,21,-0.5,44,0.477272727272727
"3004",1972,25,-0.5,49,0.510204081632653
"3005",1973,29,-0.5,41,0.707317073170732
"3006",1974,23,-0.5,45,0.511111111111111
"3007",1975,18,-0.5,36,0.5
"3008",1976,19,-0.5,33,0.575757575757576
"3009",1977,27,-0.5,55,0.490909090909091
"3010",1978,20,-0.5,35,0.571428571428571
"3011",1979,24,-0.5,42,0.571428571428571
"3012",1980,26,-0.5,45,0.577777777777778
"3013",1981,13,-0.5,37,0.351351351351351
"3014",1982,19,-0.5,38,0.5
"3015",1983,17,-0.5,35,0.485714285714286
"3016",1984,26,-0.5,41,0.634146341463415
"3017",1985,33,-0.5,55,0.6
"3018",1986,31,-0.5,47,0.659574468085106
"3019",1987,15,-0.5,36,0.416666666666667
"3020",1988,19,-0.5,36,0.527777777777778
"3021",1989,28,-0.5,46,0.608695652173913
"3022",1990,30,-0.5,51,0.588235294117647
"3023",1991,25,-0.5,43,0.581395348837209
"3024",1992,26,-0.5,45,0.577777777777778
"3025",1993,33,-0.5,44,0.75
"3026",1994,19,-0.5,38,0.5
"3027",1995,33,-0.5,47,0.702127659574468
"3028",1996,23,-0.5,38,0.605263157894737
"3029",1997,21,-0.5,36,0.583333333333333
"3030",1998,24,-0.5,52,0.461538461538462
"3031",1999,35,-0.5,49,0.714285714285714
"3032",2000,29,-0.5,52,0.557692307692308
"3033",2001,45,-0.5,67,0.671641791044776
"3034",2002,29,-0.5,46,0.630434782608696
"3035",2003,20,-0.5,44,0.454545454545455
"3036",2004,23,-0.5,49,0.469387755102041
"3037",2005,19,-0.5,44,0.431818181818182
"3038",2006,25,-0.5,50,0.5
"3039",2007,31,-0.5,65,0.476923076923077
"3040",2008,33,-0.5,53,0.622641509433962
"3041",2009,16,-0.5,48,0.333333333333333
"3042",2010,22,-0.5,51,0.431372549019608
"3043",2011,18,-0.5,58,0.310344827586207
"3044",2012,34,-0.5,56,0.607142857142857
"3045",2013,25,-0.5,57,0.43859649122807
"3046",2014,22,-0.5,57,0.385964912280702
"3047",2015,27,-0.5,58,0.46551724137931
"3048",2016,32,-0.5,60,0.533333333333333
"3049",2017,37,-0.5,69,0.536231884057971
"3050",2018,38,-0.5,62,0.612903225806452
"3051",1969,21,-0.475,32,0.65625
"3052",1970,19,-0.475,35,0.542857142857143
"3053",1971,20,-0.475,44,0.454545454545455
"3054",1972,25,-0.475,49,0.510204081632653
"3055",1973,29,-0.475,41,0.707317073170732
"3056",1974,23,-0.475,45,0.511111111111111
"3057",1975,18,-0.475,36,0.5
"3058",1976,19,-0.475,33,0.575757575757576
"3059",1977,27,-0.475,55,0.490909090909091
"3060",1978,20,-0.475,35,0.571428571428571
"3061",1979,24,-0.475,42,0.571428571428571
"3062",1980,26,-0.475,45,0.577777777777778
"3063",1981,12,-0.475,37,0.324324324324324
"3064",1982,19,-0.475,38,0.5
"3065",1983,17,-0.475,35,0.485714285714286
"3066",1984,26,-0.475,41,0.634146341463415
"3067",1985,33,-0.475,55,0.6
"3068",1986,31,-0.475,47,0.659574468085106
"3069",1987,15,-0.475,36,0.416666666666667
"3070",1988,17,-0.475,36,0.472222222222222
"3071",1989,28,-0.475,46,0.608695652173913
"3072",1990,29,-0.475,51,0.568627450980392
"3073",1991,25,-0.475,43,0.581395348837209
"3074",1992,26,-0.475,45,0.577777777777778
"3075",1993,33,-0.475,44,0.75
"3076",1994,19,-0.475,38,0.5
"3077",1995,32,-0.475,47,0.680851063829787
"3078",1996,22,-0.475,38,0.578947368421053
"3079",1997,19,-0.475,36,0.527777777777778
"3080",1998,22,-0.475,52,0.423076923076923
"3081",1999,35,-0.475,49,0.714285714285714
"3082",2000,29,-0.475,52,0.557692307692308
"3083",2001,45,-0.475,67,0.671641791044776
"3084",2002,27,-0.475,46,0.58695652173913
"3085",2003,20,-0.475,44,0.454545454545455
"3086",2004,23,-0.475,49,0.469387755102041
"3087",2005,19,-0.475,44,0.431818181818182
"3088",2006,23,-0.475,50,0.46
"3089",2007,26,-0.475,65,0.4
"3090",2008,27,-0.475,53,0.509433962264151
"3091",2009,16,-0.475,48,0.333333333333333
"3092",2010,20,-0.475,51,0.392156862745098
"3093",2011,17,-0.475,58,0.293103448275862
"3094",2012,34,-0.475,56,0.607142857142857
"3095",2013,24,-0.475,57,0.421052631578947
"3096",2014,17,-0.475,57,0.298245614035088
"3097",2015,27,-0.475,58,0.46551724137931
"3098",2016,32,-0.475,60,0.533333333333333
"3099",2017,37,-0.475,69,0.536231884057971
"3100",2018,31,-0.475,62,0.5
"3101",1969,21,-0.45,32,0.65625
"3102",1970,18,-0.45,35,0.514285714285714
"3103",1971,20,-0.45,44,0.454545454545455
"3104",1972,25,-0.45,49,0.510204081632653
"3105",1973,27,-0.45,41,0.658536585365854
"3106",1974,23,-0.45,45,0.511111111111111
"3107",1975,18,-0.45,36,0.5
"3108",1976,19,-0.45,33,0.575757575757576
"3109",1977,26,-0.45,55,0.472727272727273
"3110",1978,20,-0.45,35,0.571428571428571
"3111",1979,22,-0.45,42,0.523809523809524
"3112",1980,26,-0.45,45,0.577777777777778
"3113",1981,12,-0.45,37,0.324324324324324
"3114",1982,19,-0.45,38,0.5
"3115",1983,16,-0.45,35,0.457142857142857
"3116",1984,24,-0.45,41,0.585365853658537
"3117",1985,33,-0.45,55,0.6
"3118",1986,28,-0.45,47,0.595744680851064
"3119",1987,15,-0.45,36,0.416666666666667
"3120",1988,15,-0.45,36,0.416666666666667
"3121",1989,28,-0.45,46,0.608695652173913
"3122",1990,29,-0.45,51,0.568627450980392
"3123",1991,25,-0.45,43,0.581395348837209
"3124",1992,26,-0.45,45,0.577777777777778
"3125",1993,33,-0.45,44,0.75
"3126",1994,16,-0.45,38,0.421052631578947
"3127",1995,32,-0.45,47,0.680851063829787
"3128",1996,20,-0.45,38,0.526315789473684
"3129",1997,16,-0.45,36,0.444444444444444
"3130",1998,21,-0.45,52,0.403846153846154
"3131",1999,35,-0.45,49,0.714285714285714
"3132",2000,29,-0.45,52,0.557692307692308
"3133",2001,45,-0.45,67,0.671641791044776
"3134",2002,27,-0.45,46,0.58695652173913
"3135",2003,19,-0.45,44,0.431818181818182
"3136",2004,18,-0.45,49,0.36734693877551
"3137",2005,17,-0.45,44,0.386363636363636
"3138",2006,23,-0.45,50,0.46
"3139",2007,26,-0.45,65,0.4
"3140",2008,27,-0.45,53,0.509433962264151
"3141",2009,16,-0.45,48,0.333333333333333
"3142",2010,20,-0.45,51,0.392156862745098
"3143",2011,17,-0.45,58,0.293103448275862
"3144",2012,34,-0.45,56,0.607142857142857
"3145",2013,23,-0.45,57,0.403508771929825
"3146",2014,17,-0.45,57,0.298245614035088
"3147",2015,26,-0.45,58,0.448275862068966
"3148",2016,29,-0.45,60,0.483333333333333
"3149",2017,32,-0.45,69,0.463768115942029
"3150",2018,31,-0.45,62,0.5
"3151",1969,20,-0.425,32,0.625
"3152",1970,18,-0.425,35,0.514285714285714
"3153",1971,20,-0.425,44,0.454545454545455
"3154",1972,24,-0.425,49,0.489795918367347
"3155",1973,27,-0.425,41,0.658536585365854
"3156",1974,23,-0.425,45,0.511111111111111
"3157",1975,18,-0.425,36,0.5
"3158",1976,17,-0.425,33,0.515151515151515
"3159",1977,22,-0.425,55,0.4
"3160",1978,20,-0.425,35,0.571428571428571
"3161",1979,22,-0.425,42,0.523809523809524
"3162",1980,20,-0.425,45,0.444444444444444
"3163",1981,12,-0.425,37,0.324324324324324
"3164",1982,16,-0.425,38,0.421052631578947
"3165",1983,16,-0.425,35,0.457142857142857
"3166",1984,22,-0.425,41,0.536585365853659
"3167",1985,33,-0.425,55,0.6
"3168",1986,28,-0.425,47,0.595744680851064
"3169",1987,13,-0.425,36,0.361111111111111
"3170",1988,15,-0.425,36,0.416666666666667
"3171",1989,26,-0.425,46,0.565217391304348
"3172",1990,28,-0.425,51,0.549019607843137
"3173",1991,25,-0.425,43,0.581395348837209
"3174",1992,26,-0.425,45,0.577777777777778
"3175",1993,33,-0.425,44,0.75
"3176",1994,16,-0.425,38,0.421052631578947
"3177",1995,32,-0.425,47,0.680851063829787
"3178",1996,20,-0.425,38,0.526315789473684
"3179",1997,16,-0.425,36,0.444444444444444
"3180",1998,21,-0.425,52,0.403846153846154
"3181",1999,35,-0.425,49,0.714285714285714
"3182",2000,26,-0.425,52,0.5
"3183",2001,42,-0.425,67,0.626865671641791
"3184",2002,27,-0.425,46,0.58695652173913
"3185",2003,19,-0.425,44,0.431818181818182
"3186",2004,18,-0.425,49,0.36734693877551
"3187",2005,17,-0.425,44,0.386363636363636
"3188",2006,23,-0.425,50,0.46
"3189",2007,26,-0.425,65,0.4
"3190",2008,27,-0.425,53,0.509433962264151
"3191",2009,16,-0.425,48,0.333333333333333
"3192",2010,20,-0.425,51,0.392156862745098
"3193",2011,17,-0.425,58,0.293103448275862
"3194",2012,34,-0.425,56,0.607142857142857
"3195",2013,23,-0.425,57,0.403508771929825
"3196",2014,17,-0.425,57,0.298245614035088
"3197",2015,26,-0.425,58,0.448275862068966
"3198",2016,24,-0.425,60,0.4
"3199",2017,32,-0.425,69,0.463768115942029
"3200",2018,31,-0.425,62,0.5
"3201",1969,18,-0.4,32,0.5625
"3202",1970,17,-0.4,35,0.485714285714286
"3203",1971,20,-0.4,44,0.454545454545455
"3204",1972,24,-0.4,49,0.489795918367347
"3205",1973,27,-0.4,41,0.658536585365854
"3206",1974,23,-0.4,45,0.511111111111111
"3207",1975,18,-0.4,36,0.5
"3208",1976,17,-0.4,33,0.515151515151515
"3209",1977,22,-0.4,55,0.4
"3210",1978,19,-0.4,35,0.542857142857143
"3211",1979,22,-0.4,42,0.523809523809524
"3212",1980,20,-0.4,45,0.444444444444444
"3213",1981,12,-0.4,37,0.324324324324324
"3214",1982,16,-0.4,38,0.421052631578947
"3215",1983,16,-0.4,35,0.457142857142857
"3216",1984,22,-0.4,41,0.536585365853659
"3217",1985,28,-0.4,55,0.509090909090909
"3218",1986,28,-0.4,47,0.595744680851064
"3219",1987,13,-0.4,36,0.361111111111111
"3220",1988,12,-0.4,36,0.333333333333333
"3221",1989,26,-0.4,46,0.565217391304348
"3222",1990,28,-0.4,51,0.549019607843137
"3223",1991,23,-0.4,43,0.534883720930233
"3224",1992,22,-0.4,45,0.488888888888889
"3225",1993,33,-0.4,44,0.75
"3226",1994,16,-0.4,38,0.421052631578947
"3227",1995,32,-0.4,47,0.680851063829787
"3228",1996,20,-0.4,38,0.526315789473684
"3229",1997,16,-0.4,36,0.444444444444444
"3230",1998,21,-0.4,52,0.403846153846154
"3231",1999,34,-0.4,49,0.693877551020408
"3232",2000,26,-0.4,52,0.5
"3233",2001,42,-0.4,67,0.626865671641791
"3234",2002,27,-0.4,46,0.58695652173913
"3235",2003,19,-0.4,44,0.431818181818182
"3236",2004,17,-0.4,49,0.346938775510204
"3237",2005,17,-0.4,44,0.386363636363636
"3238",2006,21,-0.4,50,0.42
"3239",2007,26,-0.4,65,0.4
"3240",2008,21,-0.4,53,0.39622641509434
"3241",2009,15,-0.4,48,0.3125
"3242",2010,16,-0.4,51,0.313725490196078
"3243",2011,17,-0.4,58,0.293103448275862
"3244",2012,34,-0.4,56,0.607142857142857
"3245",2013,18,-0.4,57,0.315789473684211
"3246",2014,17,-0.4,57,0.298245614035088
"3247",2015,24,-0.4,58,0.413793103448276
"3248",2016,24,-0.4,60,0.4
"3249",2017,32,-0.4,69,0.463768115942029
"3250",2018,31,-0.4,62,0.5
"3251",1969,18,-0.375,32,0.5625
"3252",1970,17,-0.375,35,0.485714285714286
"3253",1971,16,-0.375,44,0.363636363636364
"3254",1972,24,-0.375,49,0.489795918367347
"3255",1973,25,-0.375,41,0.609756097560976
"3256",1974,22,-0.375,45,0.488888888888889
"3257",1975,16,-0.375,36,0.444444444444444
"3258",1976,17,-0.375,33,0.515151515151515
"3259",1977,18,-0.375,55,0.327272727272727
"3260",1978,19,-0.375,35,0.542857142857143
"3261",1979,22,-0.375,42,0.523809523809524
"3262",1980,20,-0.375,45,0.444444444444444
"3263",1981,8,-0.375,37,0.216216216216216
"3264",1982,16,-0.375,38,0.421052631578947
"3265",1983,16,-0.375,35,0.457142857142857
"3266",1984,22,-0.375,41,0.536585365853659
"3267",1985,28,-0.375,55,0.509090909090909
"3268",1986,27,-0.375,47,0.574468085106383
"3269",1987,13,-0.375,36,0.361111111111111
"3270",1988,12,-0.375,36,0.333333333333333
"3271",1989,25,-0.375,46,0.543478260869565
"3272",1990,25,-0.375,51,0.490196078431373
"3273",1991,23,-0.375,43,0.534883720930233
"3274",1992,22,-0.375,45,0.488888888888889
"3275",1993,33,-0.375,44,0.75
"3276",1994,16,-0.375,38,0.421052631578947
"3277",1995,30,-0.375,47,0.638297872340426
"3278",1996,19,-0.375,38,0.5
"3279",1997,13,-0.375,36,0.361111111111111
"3280",1998,20,-0.375,52,0.384615384615385
"3281",1999,34,-0.375,49,0.693877551020408
"3282",2000,26,-0.375,52,0.5
"3283",2001,42,-0.375,67,0.626865671641791
"3284",2002,21,-0.375,46,0.456521739130435
"3285",2003,15,-0.375,44,0.340909090909091
"3286",2004,17,-0.375,49,0.346938775510204
"3287",2005,17,-0.375,44,0.386363636363636
"3288",2006,21,-0.375,50,0.42
"3289",2007,22,-0.375,65,0.338461538461538
"3290",2008,21,-0.375,53,0.39622641509434
"3291",2009,15,-0.375,48,0.3125
"3292",2010,16,-0.375,51,0.313725490196078
"3293",2011,14,-0.375,58,0.241379310344828
"3294",2012,32,-0.375,56,0.571428571428571
"3295",2013,18,-0.375,57,0.315789473684211
"3296",2014,16,-0.375,57,0.280701754385965
"3297",2015,20,-0.375,58,0.344827586206897
"3298",2016,22,-0.375,60,0.366666666666667
"3299",2017,29,-0.375,69,0.420289855072464
"3300",2018,26,-0.375,62,0.419354838709677
"3301",1969,18,-0.35,32,0.5625
"3302",1970,17,-0.35,35,0.485714285714286
"3303",1971,16,-0.35,44,0.363636363636364
"3304",1972,23,-0.35,49,0.469387755102041
"3305",1973,25,-0.35,41,0.609756097560976
"3306",1974,22,-0.35,45,0.488888888888889
"3307",1975,16,-0.35,36,0.444444444444444
"3308",1976,17,-0.35,33,0.515151515151515
"3309",1977,18,-0.35,55,0.327272727272727
"3310",1978,16,-0.35,35,0.457142857142857
"3311",1979,21,-0.35,42,0.5
"3312",1980,20,-0.35,45,0.444444444444444
"3313",1981,8,-0.35,37,0.216216216216216
"3314",1982,14,-0.35,38,0.368421052631579
"3315",1983,15,-0.35,35,0.428571428571429
"3316",1984,18,-0.35,41,0.439024390243902
"3317",1985,28,-0.35,55,0.509090909090909
"3318",1986,26,-0.35,47,0.553191489361702
"3319",1987,12,-0.35,36,0.333333333333333
"3320",1988,12,-0.35,36,0.333333333333333
"3321",1989,23,-0.35,46,0.5
"3322",1990,24,-0.35,51,0.470588235294118
"3323",1991,23,-0.35,43,0.534883720930233
"3324",1992,22,-0.35,45,0.488888888888889
"3325",1993,31,-0.35,44,0.704545454545455
"3326",1994,14,-0.35,38,0.368421052631579
"3327",1995,30,-0.35,47,0.638297872340426
"3328",1996,19,-0.35,38,0.5
"3329",1997,13,-0.35,36,0.361111111111111
"3330",1998,20,-0.35,52,0.384615384615385
"3331",1999,34,-0.35,49,0.693877551020408
"3332",2000,26,-0.35,52,0.5
"3333",2001,37,-0.35,67,0.552238805970149
"3334",2002,21,-0.35,46,0.456521739130435
"3335",2003,15,-0.35,44,0.340909090909091
"3336",2004,14,-0.35,49,0.285714285714286
"3337",2005,15,-0.35,44,0.340909090909091
"3338",2006,21,-0.35,50,0.42
"3339",2007,22,-0.35,65,0.338461538461538
"3340",2008,21,-0.35,53,0.39622641509434
"3341",2009,15,-0.35,48,0.3125
