"x"
-0.751687801588236
-0.34215411609662
-0.356670411235727
-0.571706481485002
-0.167790494126622
-0.507430905982715
-0.434012687635542
-0.524132333311017
-0.728341413861254
-0.514266457287484
-0.315178291001172
-0.0524346645202006
0.0451569547113887
-0.144822831143895
-0.40676210376658
-0.330710985201532
-0.663422094555935
-0.738362309499558
-0.571375293973226
-0.295575482739144
-1.15671698669485
-0.411588694546346
-0.140584465408252
-0.150012088932968
-0.464366006281358
-0.345218803271048
-0.262348057139243
-0.939094107711818
-0.160772962002942
-0.423672133320648
-0.423427223107037
-0.328112851673139
-1.14112360843263
-0.777834887897895
-0.48718835931651
-0.570930776332055
-0.815592636060343
-0.519515914830917
-0.630187281860178
-1.06639258758441
-0.317586965898047
-0.713978356474166
-0.43638392160805
-0.665900772501774
-0.693824344620265
-0.0685647125242752
-0.353125038748371
-0.636909363688766
-0.553981988136797
-0.114613377195212
-0.868835313189509
-0.836068854298016
-0.556024804400215
-0.654974461080926
-0.536541392001001
-0.141211668260925
-0.841243544104874
-0.672520757399551
-0.44531619876866
-0.760661828695447
-0.812881718346264
-0.284439972485723
0.0026785598320761
-0.590128473726765
-0.803598328895891
-0.443965809184338
-0.328318828604033
-0.315487190455618
-0.582336887817426
-0.424992442429511
-0.324193816406386
-0.459236935614779
-0.193325925052902
-0.507471073457985
-0.851621083308227
-0.539138675896724
-0.102462727452181
-0.506715937108284
-0.412911958182441
-0.258338607936364
-0.432924364479727
-0.700585919829794
-0.371827931221908
-0.0465253021705162
-0.641288760811831
-0.409619125566155
-0.297426130712582
-0.286164433109249
-0.11441052094589
-0.788738393172838
-0.846123215271368
-0.191447992186165
-0.522943890028103
-0.320419732553866
-0.493570049008143
-0.543290808006987
-0.388011566754665
-0.281470711561565
-0.585662468075477
-0.195562586919902
