"Year","cbns","threshold","retirees","prop","labShare"
2011,35,-1.05,58,0.603448275862069,0.431941420681551
2012,43,-1.05,56,0.767857142857143,0.449649892509522
2013,42,-1.05,57,0.736842105263158,0.439211647634791
2014,46,-1.05,57,0.807017543859649,0.435821365499166
2015,34,-1.05,58,0.586206896551724,0.43622941143237
2016,42,-1.05,60,0.7,0.409966600951374
2017,56,-1.05,69,0.811594202898551,0.418498396664982
2018,51,-1.05,62,0.82258064516129,0.386337910160015
1969,25,-1,32,0.78125,NA
1970,27,-1,35,0.771428571428571,NA
1971,33,-1,44,0.75,NA
1972,34,-1,49,0.693877551020408,NA
1973,32,-1,41,0.780487804878049,NA
1974,32,-1,45,0.711111111111111,NA
1975,26,-1,36,0.722222222222222,NA
1976,26,-1,33,0.787878787878788,NA
1977,38,-1,55,0.690909090909091,NA
1978,21,-1,35,0.6,NA
1979,30,-1,42,0.714285714285714,NA
1980,34,-1,45,0.755555555555556,NA
1981,21,-1,37,0.567567567567568,NA
1982,25,-1,38,0.657894736842105,NA
1983,24,-1,35,0.685714285714286,NA
1984,34,-1,41,0.829268292682927,NA
1985,41,-1,55,0.745454545454545,NA
1986,34,-1,47,0.723404255319149,NA
1987,23,-1,36,0.638888888888889,NA
1988,30,-1,36,0.833333333333333,NA
1989,37,-1,46,0.804347826086957,0.33758481910705
1990,35,-1,51,0.686274509803922,0.431778818449729
1991,34,-1,43,0.790697674418605,0.495007544834554
1992,40,-1,45,0.888888888888889,0.482754684699915
1993,37,-1,44,0.840909090909091,0.524562099585062
1994,27,-1,38,0.710526315789474,0.625368337468983
1995,38,-1,47,0.808510638297872,0.484613925941966
1996,27,-1,38,0.710526315789474,0.479118765231519
1997,25,-1,36,0.694444444444444,0.45452346074419
1998,33,-1,52,0.634615384615385,0.511022112875278
1999,39,-1,49,0.795918367346939,0.530674658547331
2000,36,-1,52,0.692307692307692,0.54782076862964
2001,52,-1,67,0.776119402985075,0.554403209748083
2002,37,-1,46,0.804347826086957,0.548701253481176
2003,33,-1,44,0.75,0.485187618411806
2004,28,-1,49,0.571428571428571,0.463107309951405
2005,32,-1,44,0.727272727272727,0.455235117393856
2006,35,-1,50,0.7,0.451209507560576
2007,46,-1,65,0.707692307692308,0.46166582883657
2008,47,-1,53,0.886792452830189,0.450219598847067
2009,30,-1,48,0.625,0.444940799250448
2010,36,-1,51,0.705882352941177,0.438144565340462
2011,34,-1,58,0.586206896551724,0.431941420681551
2012,42,-1,56,0.75,0.449649892509522
2013,38,-1,57,0.666666666666667,0.439211647634791
2014,37,-1,57,0.649122807017544,0.435821365499166
2015,34,-1,58,0.586206896551724,0.43622941143237
2016,39,-1,60,0.65,0.409966600951374
2017,56,-1,69,0.811594202898551,0.418498396664982
2018,50,-1,62,0.806451612903226,0.386337910160015
1969,24,-0.95,32,0.75,NA
1970,27,-0.95,35,0.771428571428571,NA
1971,33,-0.95,44,0.75,NA
1972,34,-0.95,49,0.693877551020408,NA
1973,32,-0.95,41,0.780487804878049,NA
1974,30,-0.95,45,0.666666666666667,NA
1975,26,-0.95,36,0.722222222222222,NA
1976,24,-0.95,33,0.727272727272727,NA
1977,38,-0.95,55,0.690909090909091,NA
1978,20,-0.95,35,0.571428571428571,NA
1979,30,-0.95,42,0.714285714285714,NA
1980,31,-0.95,45,0.688888888888889,NA
1981,21,-0.95,37,0.567567567567568,NA
1982,23,-0.95,38,0.605263157894737,NA
1983,23,-0.95,35,0.657142857142857,NA
1984,34,-0.95,41,0.829268292682927,NA
1985,38,-0.95,55,0.690909090909091,NA
1986,33,-0.95,47,0.702127659574468,NA
1987,22,-0.95,36,0.611111111111111,NA
1988,30,-0.95,36,0.833333333333333,NA
1989,37,-0.95,46,0.804347826086957,0.33758481910705
1990,34,-0.95,51,0.666666666666667,0.431778818449729
1991,32,-0.95,43,0.744186046511628,0.495007544834554
1992,38,-0.95,45,0.844444444444444,0.482754684699915
1993,37,-0.95,44,0.840909090909091,0.524562099585062
1994,23,-0.95,38,0.605263157894737,0.625368337468983
1995,38,-0.95,47,0.808510638297872,0.484613925941966
1996,26,-0.95,38,0.684210526315789,0.479118765231519
1997,25,-0.95,36,0.694444444444444,0.45452346074419
1998,33,-0.95,52,0.634615384615385,0.511022112875278
1999,39,-0.95,49,0.795918367346939,0.530674658547331
2000,35,-0.95,52,0.673076923076923,0.54782076862964
2001,49,-0.95,67,0.73134328358209,0.554403209748083
2002,37,-0.95,46,0.804347826086957,0.548701253481176
2003,30,-0.95,44,0.681818181818182,0.485187618411806
2004,28,-0.95,49,0.571428571428571,0.463107309951405
2005,32,-0.95,44,0.727272727272727,0.455235117393856
2006,31,-0.95,50,0.62,0.451209507560576
2007,44,-0.95,65,0.676923076923077,0.46166582883657
2008,47,-0.95,53,0.886792452830189,0.450219598847067
2009,30,-0.95,48,0.625,0.444940799250448
2010,33,-0.95,51,0.647058823529412,0.438144565340462
2011,30,-0.95,58,0.517241379310345,0.431941420681551
2012,40,-0.95,56,0.714285714285714,0.449649892509522
2013,34,-0.95,57,0.596491228070175,0.439211647634791
2014,35,-0.95,57,0.614035087719298,0.435821365499166
2015,32,-0.95,58,0.551724137931034,0.43622941143237
2016,39,-0.95,60,0.65,0.409966600951374
2017,54,-0.95,69,0.782608695652174,0.418498396664982
2018,48,-0.95,62,0.774193548387097,0.386337910160015
1969,24,-0.9,32,0.75,NA
1970,26,-0.9,35,0.742857142857143,NA
1971,30,-0.9,44,0.681818181818182,NA
1972,33,-0.9,49,0.673469387755102,NA
1973,32,-0.9,41,0.780487804878049,NA
1974,30,-0.9,45,0.666666666666667,NA
1975,26,-0.9,36,0.722222222222222,NA
1976,24,-0.9,33,0.727272727272727,NA
1977,37,-0.9,55,0.672727272727273,NA
1978,20,-0.9,35,0.571428571428571,NA
1979,26,-0.9,42,0.619047619047619,NA
1980,31,-0.9,45,0.688888888888889,NA
1981,18,-0.9,37,0.486486486486487,NA
1982,22,-0.9,38,0.578947368421053,NA
1983,23,-0.9,35,0.657142857142857,NA
1984,32,-0.9,41,0.780487804878049,NA
1985,36,-0.9,55,0.654545454545455,NA
1986,33,-0.9,47,0.702127659574468,NA
1987,22,-0.9,36,0.611111111111111,NA
1988,28,-0.9,36,0.777777777777778,NA
1989,33,-0.9,46,0.717391304347826,0.33758481910705
1990,33,-0.9,51,0.647058823529412,0.431778818449729
1991,31,-0.9,43,0.720930232558139,0.495007544834554
1992,36,-0.9,45,0.8,0.482754684699915
1993,35,-0.9,44,0.795454545454545,0.524562099585062
1994,23,-0.9,38,0.605263157894737,0.625368337468983
1995,36,-0.9,47,0.765957446808511,0.484613925941966
1996,25,-0.9,38,0.657894736842105,0.479118765231519
1997,24,-0.9,36,0.666666666666667,0.45452346074419
1998,30,-0.9,52,0.576923076923077,0.511022112875278
1999,38,-0.9,49,0.775510204081633,0.530674658547331
2000,35,-0.9,52,0.673076923076923,0.54782076862964
2001,48,-0.9,67,0.716417910447761,0.554403209748083
2002,35,-0.9,46,0.760869565217391,0.548701253481176
2003,30,-0.9,44,0.681818181818182,0.485187618411806
2004,27,-0.9,49,0.551020408163265,0.463107309951405
2005,25,-0.9,44,0.568181818181818,0.455235117393856
2006,29,-0.9,50,0.58,0.451209507560576
2007,44,-0.9,65,0.676923076923077,0.46166582883657
2008,41,-0.9,53,0.773584905660377,0.450219598847067
2009,25,-0.9,48,0.520833333333333,0.444940799250448
2010,33,-0.9,51,0.647058823529412,0.438144565340462
2011,30,-0.9,58,0.517241379310345,0.431941420681551
2012,39,-0.9,56,0.696428571428571,0.449649892509522
2013,34,-0.9,57,0.596491228070175,0.439211647634791
2014,34,-0.9,57,0.596491228070175,0.435821365499166
2015,31,-0.9,58,0.53448275862069,0.43622941143237
2016,38,-0.9,60,0.633333333333333,0.409966600951374
2017,50,-0.9,69,0.72463768115942,0.418498396664982
2018,46,-0.9,62,0.741935483870968,0.386337910160015
1969,24,-0.85,32,0.75,NA
1970,24,-0.85,35,0.685714285714286,NA
1971,29,-0.85,44,0.659090909090909,NA
1972,30,-0.85,49,0.612244897959184,NA
1973,30,-0.85,41,0.731707317073171,NA
1974,30,-0.85,45,0.666666666666667,NA
1975,25,-0.85,36,0.694444444444444,NA
1976,21,-0.85,33,0.636363636363636,NA
1977,35,-0.85,55,0.636363636363636,NA
1978,20,-0.85,35,0.571428571428571,NA
1979,25,-0.85,42,0.595238095238095,NA
1980,27,-0.85,45,0.6,NA
1981,17,-0.85,37,0.459459459459459,NA
1982,22,-0.85,38,0.578947368421053,NA
1983,21,-0.85,35,0.6,NA
1984,29,-0.85,41,0.707317073170732,NA
1985,34,-0.85,55,0.618181818181818,NA
1986,33,-0.85,47,0.702127659574468,NA
1987,20,-0.85,36,0.555555555555556,NA
1988,26,-0.85,36,0.722222222222222,NA
1989,30,-0.85,46,0.652173913043478,0.33758481910705
1990,33,-0.85,51,0.647058823529412,0.431778818449729
1991,30,-0.85,43,0.697674418604651,0.495007544834554
1992,35,-0.85,45,0.777777777777778,0.482754684699915
1993,35,-0.85,44,0.795454545454545,0.524562099585062
1994,21,-0.85,38,0.552631578947368,0.625368337468983
1995,35,-0.85,47,0.74468085106383,0.484613925941966
1996,25,-0.85,38,0.657894736842105,0.479118765231519
1997,24,-0.85,36,0.666666666666667,0.45452346074419
1998,30,-0.85,52,0.576923076923077,0.511022112875278
1999,38,-0.85,49,0.775510204081633,0.530674658547331
2000,31,-0.85,52,0.596153846153846,0.54782076862964
2001,48,-0.85,67,0.716417910447761,0.554403209748083
2002,35,-0.85,46,0.760869565217391,0.548701253481176
2003,28,-0.85,44,0.636363636363636,0.485187618411806
2004,27,-0.85,49,0.551020408163265,0.463107309951405
2005,25,-0.85,44,0.568181818181818,0.455235117393856
2006,29,-0.85,50,0.58,0.451209507560576
2007,43,-0.85,65,0.661538461538462,0.46166582883657
2008,41,-0.85,53,0.773584905660377,0.450219598847067
2009,24,-0.85,48,0.5,0.444940799250448
2010,32,-0.85,51,0.627450980392157,0.438144565340462
2011,27,-0.85,58,0.46551724137931,0.431941420681551
2012,37,-0.85,56,0.660714285714286,0.449649892509522
2013,32,-0.85,57,0.56140350877193,0.439211647634791
2014,28,-0.85,57,0.491228070175439,0.435821365499166
2015,31,-0.85,58,0.53448275862069,0.43622941143237
2016,37,-0.85,60,0.616666666666667,0.409966600951374
2017,50,-0.85,69,0.72463768115942,0.418498396664982
2018,44,-0.85,62,0.709677419354839,0.386337910160015
1969,23,-0.8,32,0.71875,NA
1970,24,-0.8,35,0.685714285714286,NA
1971,27,-0.8,44,0.613636363636364,NA
1972,30,-0.8,49,0.612244897959184,NA
1973,29,-0.8,41,0.707317073170732,NA
1974,24,-0.8,45,0.533333333333333,NA
1975,21,-0.8,36,0.583333333333333,NA
1976,20,-0.8,33,0.606060606060606,NA
1977,32,-0.8,55,0.581818181818182,NA
1978,20,-0.8,35,0.571428571428571,NA
1979,25,-0.8,42,0.595238095238095,NA
1980,27,-0.8,45,0.6,NA
1981,17,-0.8,37,0.459459459459459,NA
1982,19,-0.8,38,0.5,NA
1983,21,-0.8,35,0.6,NA
1984,27,-0.8,41,0.658536585365854,NA
1985,34,-0.8,55,0.618181818181818,NA
1986,32,-0.8,47,0.680851063829787,NA
1987,18,-0.8,36,0.5,NA
1988,26,-0.8,36,0.722222222222222,NA
1989,30,-0.8,46,0.652173913043478,0.33758481910705
1990,31,-0.8,51,0.607843137254902,0.431778818449729
1991,29,-0.8,43,0.674418604651163,0.495007544834554
1992,33,-0.8,45,0.733333333333333,0.482754684699915
1993,35,-0.8,44,0.795454545454545,0.524562099585062
1994,21,-0.8,38,0.552631578947368,0.625368337468983
1995,33,-0.8,47,0.702127659574468,0.484613925941966
1996,25,-0.8,38,0.657894736842105,0.479118765231519
1997,24,-0.8,36,0.666666666666667,0.45452346074419
1998,27,-0.8,52,0.519230769230769,0.511022112875278
1999,36,-0.8,49,0.73469387755102,0.530674658547331
2000,31,-0.8,52,0.596153846153846,0.54782076862964
2001,48,-0.8,67,0.716417910447761,0.554403209748083
2002,29,-0.8,46,0.630434782608696,0.548701253481176
2003,28,-0.8,44,0.636363636363636,0.485187618411806
2004,26,-0.8,49,0.530612244897959,0.463107309951405
2005,23,-0.8,44,0.522727272727273,0.455235117393856
2006,24,-0.8,50,0.48,0.451209507560576
2007,37,-0.8,65,0.569230769230769,0.46166582883657
2008,35,-0.8,53,0.660377358490566,0.450219598847067
2009,21,-0.8,48,0.4375,0.444940799250448
2010,26,-0.8,51,0.509803921568627,0.438144565340462
2011,27,-0.8,58,0.46551724137931,0.431941420681551
2012,35,-0.8,56,0.625,0.449649892509522
2013,32,-0.8,57,0.56140350877193,0.439211647634791
2014,25,-0.8,57,0.43859649122807,0.435821365499166
2015,28,-0.8,58,0.482758620689655,0.43622941143237
2016,36,-0.8,60,0.6,0.409966600951374
2017,47,-0.8,69,0.681159420289855,0.418498396664982
2018,42,-0.8,62,0.67741935483871,0.386337910160015
1969,22,-0.75,32,0.6875,NA
1970,23,-0.75,35,0.657142857142857,NA
1971,27,-0.75,44,0.613636363636364,NA
1972,29,-0.75,49,0.591836734693878,NA
1973,29,-0.75,41,0.707317073170732,NA
1974,24,-0.75,45,0.533333333333333,NA
1975,21,-0.75,36,0.583333333333333,NA
1976,19,-0.75,33,0.575757575757576,NA
1977,31,-0.75,55,0.563636363636364,NA
1978,20,-0.75,35,0.571428571428571,NA
1979,24,-0.75,42,0.571428571428571,NA
1980,27,-0.75,45,0.6,NA
1981,16,-0.75,37,0.432432432432432,NA
1982,19,-0.75,38,0.5,NA
1983,19,-0.75,35,0.542857142857143,NA
1984,27,-0.75,41,0.658536585365854,NA
1985,30,-0.75,55,0.545454545454545,NA
1986,32,-0.75,47,0.680851063829787,NA
1987,17,-0.75,36,0.472222222222222,NA
1988,23,-0.75,36,0.638888888888889,NA
1989,28,-0.75,46,0.608695652173913,0.33758481910705
1990,31,-0.75,51,0.607843137254902,0.431778818449729
1991,28,-0.75,43,0.651162790697674,0.495007544834554
1992,31,-0.75,45,0.688888888888889,0.482754684699915
1993,33,-0.75,44,0.75,0.524562099585062
1994,21,-0.75,38,0.552631578947368,0.625368337468983
1995,33,-0.75,47,0.702127659574468,0.484613925941966
1996,25,-0.75,38,0.657894736842105,0.479118765231519
1997,22,-0.75,36,0.611111111111111,0.45452346074419
1998,27,-0.75,52,0.519230769230769,0.511022112875278
1999,36,-0.75,49,0.73469387755102,0.530674658547331
2000,30,-0.75,52,0.576923076923077,0.54782076862964
2001,46,-0.75,67,0.686567164179104,0.554403209748083
2002,29,-0.75,46,0.630434782608696,0.548701253481176
2003,23,-0.75,44,0.522727272727273,0.485187618411806
2004,26,-0.75,49,0.530612244897959,0.463107309951405
2005,21,-0.75,44,0.477272727272727,0.455235117393856
2006,24,-0.75,50,0.48,0.451209507560576
2007,37,-0.75,65,0.569230769230769,0.46166582883657
2008,35,-0.75,53,0.660377358490566,0.450219598847067
2009,20,-0.75,48,0.416666666666667,0.444940799250448
2010,26,-0.75,51,0.509803921568627,0.438144565340462
2011,23,-0.75,58,0.396551724137931,0.431941420681551
2012,35,-0.75,56,0.625,0.449649892509522
2013,27,-0.75,57,0.473684210526316,0.439211647634791
2014,25,-0.75,57,0.43859649122807,0.435821365499166
2015,26,-0.75,58,0.448275862068966,0.43622941143237
2016,33,-0.75,60,0.55,0.409966600951374
2017,43,-0.75,69,0.623188405797101,0.418498396664982
2018,42,-0.75,62,0.67741935483871,0.386337910160015
1969,21,-0.7,32,0.65625,NA
1970,22,-0.7,35,0.628571428571429,NA
1971,25,-0.7,44,0.568181818181818,NA
1972,28,-0.7,49,0.571428571428571,NA
1973,27,-0.7,41,0.658536585365854,NA
1974,24,-0.7,45,0.533333333333333,NA
1975,21,-0.7,36,0.583333333333333,NA
1976,19,-0.7,33,0.575757575757576,NA
1977,27,-0.7,55,0.490909090909091,NA
1978,20,-0.7,35,0.571428571428571,NA
1979,22,-0.7,42,0.523809523809524,NA
1980,21,-0.7,45,0.466666666666667,NA
1981,16,-0.7,37,0.432432432432432,NA
1982,16,-0.7,38,0.421052631578947,NA
1983,17,-0.7,35,0.485714285714286,NA
1984,26,-0.7,41,0.634146341463415,NA
1985,29,-0.7,55,0.527272727272727,NA
1986,29,-0.7,47,0.617021276595745,NA
1987,15,-0.7,36,0.416666666666667,NA
1988,23,-0.7,36,0.638888888888889,NA
1989,28,-0.7,46,0.608695652173913,0.33758481910705
1990,28,-0.7,51,0.549019607843137,0.431778818449729
1991,25,-0.7,43,0.581395348837209,0.495007544834554
1992,28,-0.7,45,0.622222222222222,0.482754684699915
1993,33,-0.7,44,0.75,0.524562099585062
1994,20,-0.7,38,0.526315789473684,0.625368337468983
1995,32,-0.7,47,0.680851063829787,0.484613925941966
1996,23,-0.7,38,0.605263157894737,0.479118765231519
1997,22,-0.7,36,0.611111111111111,0.45452346074419
1998,25,-0.7,52,0.480769230769231,0.511022112875278
1999,35,-0.7,49,0.714285714285714,0.530674658547331
2000,30,-0.7,52,0.576923076923077,0.54782076862964
2001,45,-0.7,67,0.671641791044776,0.554403209748083
2002,28,-0.7,46,0.608695652173913,0.548701253481176
2003,20,-0.7,44,0.454545454545455,0.485187618411806
2004,23,-0.7,49,0.469387755102041,0.463107309951405
2005,19,-0.7,44,0.431818181818182,0.455235117393856
2006,23,-0.7,50,0.46,0.451209507560576
2007,31,-0.7,65,0.476923076923077,0.46166582883657
2008,35,-0.7,53,0.660377358490566,0.450219598847067
2009,16,-0.7,48,0.333333333333333,0.444940799250448
2010,21,-0.7,51,0.411764705882353,0.438144565340462
2011,23,-0.7,58,0.396551724137931,0.431941420681551
2012,34,-0.7,56,0.607142857142857,0.449649892509522
2013,27,-0.7,57,0.473684210526316,0.439211647634791
2014,24,-0.7,57,0.421052631578947,0.435821365499166
2015,26,-0.7,58,0.448275862068966,0.43622941143237
2016,33,-0.7,60,0.55,0.409966600951374
2017,42,-0.7,69,0.608695652173913,0.418498396664982
2018,38,-0.7,62,0.612903225806452,0.386337910160015
1969,21,-0.65,32,0.65625,NA
1970,21,-0.65,35,0.6,NA
1971,23,-0.65,44,0.522727272727273,NA
1972,27,-0.65,49,0.551020408163265,NA
1973,27,-0.65,41,0.658536585365854,NA
1974,22,-0.65,45,0.488888888888889,NA
1975,18,-0.65,36,0.5,NA
1976,19,-0.65,33,0.575757575757576,NA
1977,23,-0.65,55,0.418181818181818,NA
1978,19,-0.65,35,0.542857142857143,NA
1979,22,-0.65,42,0.523809523809524,NA
1980,21,-0.65,45,0.466666666666667,NA
1981,14,-0.65,37,0.378378378378378,NA
1982,14,-0.65,38,0.368421052631579,NA
1983,17,-0.65,35,0.485714285714286,NA
1984,24,-0.65,41,0.585365853658537,NA
1985,25,-0.65,55,0.454545454545455,NA
1986,28,-0.65,47,0.595744680851064,NA
1987,13,-0.65,36,0.361111111111111,NA
1988,19,-0.65,36,0.527777777777778,NA
1989,25,-0.65,46,0.543478260869565,0.33758481910705
1990,26,-0.65,51,0.509803921568627,0.431778818449729
1991,25,-0.65,43,0.581395348837209,0.495007544834554
1992,22,-0.65,45,0.488888888888889,0.482754684699915
1993,33,-0.65,44,0.75,0.524562099585062
1994,19,-0.65,38,0.5,0.625368337468983
1995,32,-0.65,47,0.680851063829787,0.484613925941966
1996,23,-0.65,38,0.605263157894737,0.479118765231519
1997,19,-0.65,36,0.527777777777778,0.45452346074419
1998,25,-0.65,52,0.480769230769231,0.511022112875278
1999,34,-0.65,49,0.693877551020408,0.530674658547331
2000,29,-0.65,52,0.557692307692308,0.54782076862964
2001,45,-0.65,67,0.671641791044776,0.554403209748083
2002,28,-0.65,46,0.608695652173913,0.548701253481176
2003,20,-0.65,44,0.454545454545455,0.485187618411806
2004,23,-0.65,49,0.469387755102041,0.463107309951405
2005,19,-0.65,44,0.431818181818182,0.455235117393856
2006,21,-0.65,50,0.42,0.451209507560576
2007,26,-0.65,65,0.4,0.46166582883657
2008,31,-0.65,53,0.584905660377358,0.450219598847067
2009,16,-0.65,48,0.333333333333333,0.444940799250448
2010,17,-0.65,51,0.333333333333333,0.438144565340462
2011,18,-0.65,58,0.310344827586207,0.431941420681551
