"Year","cbns","threshold","retirees","prop","labShare"
2018,59,-1.6,62,0.951612903225806,0.386337910160015
1969,30,-1.55,32,0.9375,NA
1970,32,-1.55,35,0.914285714285714,NA
1971,37,-1.55,44,0.840909090909091,NA
1972,45,-1.55,49,0.918367346938776,NA
1973,39,-1.55,41,0.951219512195122,NA
1974,42,-1.55,45,0.933333333333333,NA
1975,34,-1.55,36,0.944444444444444,NA
1976,32,-1.55,33,0.96969696969697,NA
1977,51,-1.55,55,0.927272727272727,NA
1978,32,-1.55,35,0.914285714285714,NA
1979,37,-1.55,42,0.880952380952381,NA
1980,42,-1.55,45,0.933333333333333,NA
1981,32,-1.55,37,0.864864864864865,NA
1982,34,-1.55,38,0.894736842105263,NA
1983,34,-1.55,35,0.971428571428571,NA
1984,39,-1.55,41,0.951219512195122,NA
1985,52,-1.55,55,0.945454545454545,NA
1986,44,-1.55,47,0.936170212765957,NA
1987,33,-1.55,36,0.916666666666667,NA
1988,35,-1.55,36,0.972222222222222,NA
1989,42,-1.55,46,0.91304347826087,0.33758481910705
1990,49,-1.55,51,0.96078431372549,0.431778818449729
1991,42,-1.55,43,0.976744186046512,0.495007544834554
1992,44,-1.55,45,0.977777777777778,0.482754684699915
1993,43,-1.55,44,0.977272727272727,0.524562099585062
1994,32,-1.55,38,0.842105263157895,0.625368337468983
1995,45,-1.55,47,0.957446808510638,0.484613925941966
1996,35,-1.55,38,0.921052631578947,0.479118765231519
1997,35,-1.55,36,0.972222222222222,0.45452346074419
1998,50,-1.55,52,0.961538461538462,0.511022112875278
1999,47,-1.55,49,0.959183673469388,0.530674658547331
2000,49,-1.55,52,0.942307692307692,0.54782076862964
2001,63,-1.55,67,0.940298507462687,0.554403209748083
2002,43,-1.55,46,0.934782608695652,0.548701253481176
2003,41,-1.55,44,0.931818181818182,0.485187618411806
2004,44,-1.55,49,0.897959183673469,0.463107309951405
2005,41,-1.55,44,0.931818181818182,0.455235117393856
2006,48,-1.55,50,0.96,0.451209507560576
2007,57,-1.55,65,0.876923076923077,0.46166582883657
2008,52,-1.55,53,0.981132075471698,0.450219598847067
2009,43,-1.55,48,0.895833333333333,0.444940799250448
2010,48,-1.55,51,0.941176470588235,0.438144565340462
2011,48,-1.55,58,0.827586206896552,0.431941420681551
2012,51,-1.55,56,0.910714285714286,0.449649892509522
2013,50,-1.55,57,0.87719298245614,0.439211647634791
2014,55,-1.55,57,0.964912280701754,0.435821365499166
2015,53,-1.55,58,0.913793103448276,0.43622941143237
2016,54,-1.55,60,0.9,0.409966600951374
2017,65,-1.55,69,0.942028985507246,0.418498396664982
2018,59,-1.55,62,0.951612903225806,0.386337910160015
1969,30,-1.5,32,0.9375,NA
1970,32,-1.5,35,0.914285714285714,NA
1971,37,-1.5,44,0.840909090909091,NA
1972,45,-1.5,49,0.918367346938776,NA
1973,39,-1.5,41,0.951219512195122,NA
1974,42,-1.5,45,0.933333333333333,NA
1975,33,-1.5,36,0.916666666666667,NA
1976,32,-1.5,33,0.96969696969697,NA
1977,48,-1.5,55,0.872727272727273,NA
1978,32,-1.5,35,0.914285714285714,NA
1979,37,-1.5,42,0.880952380952381,NA
1980,40,-1.5,45,0.888888888888889,NA
1981,32,-1.5,37,0.864864864864865,NA
1982,33,-1.5,38,0.868421052631579,NA
1983,33,-1.5,35,0.942857142857143,NA
1984,38,-1.5,41,0.926829268292683,NA
1985,51,-1.5,55,0.927272727272727,NA
1986,43,-1.5,47,0.914893617021277,NA
1987,33,-1.5,36,0.916666666666667,NA
1988,35,-1.5,36,0.972222222222222,NA
1989,42,-1.5,46,0.91304347826087,0.33758481910705
1990,49,-1.5,51,0.96078431372549,0.431778818449729
1991,41,-1.5,43,0.953488372093023,0.495007544834554
1992,44,-1.5,45,0.977777777777778,0.482754684699915
1993,42,-1.5,44,0.954545454545455,0.524562099585062
1994,30,-1.5,38,0.789473684210526,0.625368337468983
1995,45,-1.5,47,0.957446808510638,0.484613925941966
1996,35,-1.5,38,0.921052631578947,0.479118765231519
1997,35,-1.5,36,0.972222222222222,0.45452346074419
1998,50,-1.5,52,0.961538461538462,0.511022112875278
1999,47,-1.5,49,0.959183673469388,0.530674658547331
2000,47,-1.5,52,0.903846153846154,0.54782076862964
2001,62,-1.5,67,0.925373134328358,0.554403209748083
2002,42,-1.5,46,0.91304347826087,0.548701253481176
2003,40,-1.5,44,0.909090909090909,0.485187618411806
2004,43,-1.5,49,0.877551020408163,0.463107309951405
2005,41,-1.5,44,0.931818181818182,0.455235117393856
2006,48,-1.5,50,0.96,0.451209507560576
2007,57,-1.5,65,0.876923076923077,0.46166582883657
2008,52,-1.5,53,0.981132075471698,0.450219598847067
2009,42,-1.5,48,0.875,0.444940799250448
2010,47,-1.5,51,0.92156862745098,0.438144565340462
2011,48,-1.5,58,0.827586206896552,0.431941420681551
2012,50,-1.5,56,0.892857142857143,0.449649892509522
2013,50,-1.5,57,0.87719298245614,0.439211647634791
2014,53,-1.5,57,0.929824561403509,0.435821365499166
2015,53,-1.5,58,0.913793103448276,0.43622941143237
2016,54,-1.5,60,0.9,0.409966600951374
2017,65,-1.5,69,0.942028985507246,0.418498396664982
2018,59,-1.5,62,0.951612903225806,0.386337910160015
1969,30,-1.45,32,0.9375,NA
1970,32,-1.45,35,0.914285714285714,NA
1971,37,-1.45,44,0.840909090909091,NA
1972,45,-1.45,49,0.918367346938776,NA
1973,39,-1.45,41,0.951219512195122,NA
1974,42,-1.45,45,0.933333333333333,NA
1975,33,-1.45,36,0.916666666666667,NA
1976,32,-1.45,33,0.96969696969697,NA
1977,47,-1.45,55,0.854545454545454,NA
1978,32,-1.45,35,0.914285714285714,NA
1979,35,-1.45,42,0.833333333333333,NA
1980,40,-1.45,45,0.888888888888889,NA
1981,32,-1.45,37,0.864864864864865,NA
1982,33,-1.45,38,0.868421052631579,NA
1983,33,-1.45,35,0.942857142857143,NA
1984,38,-1.45,41,0.926829268292683,NA
1985,51,-1.45,55,0.927272727272727,NA
1986,43,-1.45,47,0.914893617021277,NA
1987,33,-1.45,36,0.916666666666667,NA
1988,35,-1.45,36,0.972222222222222,NA
1989,42,-1.45,46,0.91304347826087,0.33758481910705
1990,48,-1.45,51,0.941176470588235,0.431778818449729
1991,41,-1.45,43,0.953488372093023,0.495007544834554
1992,44,-1.45,45,0.977777777777778,0.482754684699915
1993,42,-1.45,44,0.954545454545455,0.524562099585062
1994,30,-1.45,38,0.789473684210526,0.625368337468983
1995,45,-1.45,47,0.957446808510638,0.484613925941966
1996,35,-1.45,38,0.921052631578947,0.479118765231519
1997,35,-1.45,36,0.972222222222222,0.45452346074419
1998,49,-1.45,52,0.942307692307692,0.511022112875278
1999,47,-1.45,49,0.959183673469388,0.530674658547331
2000,47,-1.45,52,0.903846153846154,0.54782076862964
2001,61,-1.45,67,0.91044776119403,0.554403209748083
2002,42,-1.45,46,0.91304347826087,0.548701253481176
2003,38,-1.45,44,0.863636363636364,0.485187618411806
2004,41,-1.45,49,0.836734693877551,0.463107309951405
2005,40,-1.45,44,0.909090909090909,0.455235117393856
2006,48,-1.45,50,0.96,0.451209507560576
2007,54,-1.45,65,0.830769230769231,0.46166582883657
2008,52,-1.45,53,0.981132075471698,0.450219598847067
2009,39,-1.45,48,0.8125,0.444940799250448
2010,46,-1.45,51,0.901960784313726,0.438144565340462
2011,48,-1.45,58,0.827586206896552,0.431941420681551
2012,49,-1.45,56,0.875,0.449649892509522
2013,49,-1.45,57,0.859649122807018,0.439211647634791
2014,53,-1.45,57,0.929824561403509,0.435821365499166
2015,51,-1.45,58,0.879310344827586,0.43622941143237
2016,50,-1.45,60,0.833333333333333,0.409966600951374
2017,65,-1.45,69,0.942028985507246,0.418498396664982
2018,59,-1.45,62,0.951612903225806,0.386337910160015
1969,29,-1.4,32,0.90625,NA
1970,31,-1.4,35,0.885714285714286,NA
1971,37,-1.4,44,0.840909090909091,NA
1972,45,-1.4,49,0.918367346938776,NA
1973,39,-1.4,41,0.951219512195122,NA
1974,41,-1.4,45,0.911111111111111,NA
1975,32,-1.4,36,0.888888888888889,NA
1976,32,-1.4,33,0.96969696969697,NA
1977,47,-1.4,55,0.854545454545454,NA
1978,31,-1.4,35,0.885714285714286,NA
1979,35,-1.4,42,0.833333333333333,NA
1980,40,-1.4,45,0.888888888888889,NA
1981,30,-1.4,37,0.810810810810811,NA
1982,33,-1.4,38,0.868421052631579,NA
1983,31,-1.4,35,0.885714285714286,NA
1984,38,-1.4,41,0.926829268292683,NA
1985,51,-1.4,55,0.927272727272727,NA
1986,43,-1.4,47,0.914893617021277,NA
1987,33,-1.4,36,0.916666666666667,NA
1988,35,-1.4,36,0.972222222222222,NA
1989,41,-1.4,46,0.891304347826087,0.33758481910705
1990,45,-1.4,51,0.882352941176471,0.431778818449729
1991,41,-1.4,43,0.953488372093023,0.495007544834554
1992,43,-1.4,45,0.955555555555556,0.482754684699915
1993,41,-1.4,44,0.931818181818182,0.524562099585062
1994,30,-1.4,38,0.789473684210526,0.625368337468983
1995,45,-1.4,47,0.957446808510638,0.484613925941966
1996,35,-1.4,38,0.921052631578947,0.479118765231519
1997,34,-1.4,36,0.944444444444444,0.45452346074419
1998,49,-1.4,52,0.942307692307692,0.511022112875278
1999,46,-1.4,49,0.938775510204082,0.530674658547331
2000,46,-1.4,52,0.884615384615385,0.54782076862964
2001,61,-1.4,67,0.91044776119403,0.554403209748083
2002,41,-1.4,46,0.891304347826087,0.548701253481176
2003,38,-1.4,44,0.863636363636364,0.485187618411806
2004,41,-1.4,49,0.836734693877551,0.463107309951405
2005,40,-1.4,44,0.909090909090909,0.455235117393856
2006,48,-1.4,50,0.96,0.451209507560576
2007,54,-1.4,65,0.830769230769231,0.46166582883657
2008,52,-1.4,53,0.981132075471698,0.450219598847067
2009,38,-1.4,48,0.791666666666667,0.444940799250448
2010,45,-1.4,51,0.882352941176471,0.438144565340462
2011,48,-1.4,58,0.827586206896552,0.431941420681551
2012,48,-1.4,56,0.857142857142857,0.449649892509522
2013,48,-1.4,57,0.842105263157895,0.439211647634791
2014,52,-1.4,57,0.912280701754386,0.435821365499166
2015,50,-1.4,58,0.862068965517241,0.43622941143237
2016,50,-1.4,60,0.833333333333333,0.409966600951374
2017,63,-1.4,69,0.91304347826087,0.418498396664982
2018,57,-1.4,62,0.919354838709677,0.386337910160015
1969,29,-1.35,32,0.90625,NA
1970,30,-1.35,35,0.857142857142857,NA
1971,37,-1.35,44,0.840909090909091,NA
1972,44,-1.35,49,0.897959183673469,NA
1973,39,-1.35,41,0.951219512195122,NA
1974,39,-1.35,45,0.866666666666667,NA
1975,31,-1.35,36,0.861111111111111,NA
1976,32,-1.35,33,0.96969696969697,NA
1977,47,-1.35,55,0.854545454545454,NA
1978,30,-1.35,35,0.857142857142857,NA
1979,34,-1.35,42,0.80952380952381,NA
1980,40,-1.35,45,0.888888888888889,NA
1981,30,-1.35,37,0.810810810810811,NA
1982,33,-1.35,38,0.868421052631579,NA
1983,31,-1.35,35,0.885714285714286,NA
1984,37,-1.35,41,0.902439024390244,NA
1985,49,-1.35,55,0.890909090909091,NA
1986,43,-1.35,47,0.914893617021277,NA
1987,33,-1.35,36,0.916666666666667,NA
1988,35,-1.35,36,0.972222222222222,NA
1989,41,-1.35,46,0.891304347826087,0.33758481910705
1990,45,-1.35,51,0.882352941176471,0.431778818449729
1991,40,-1.35,43,0.930232558139535,0.495007544834554
1992,43,-1.35,45,0.955555555555556,0.482754684699915
1993,41,-1.35,44,0.931818181818182,0.524562099585062
1994,30,-1.35,38,0.789473684210526,0.625368337468983
1995,45,-1.35,47,0.957446808510638,0.484613925941966
1996,31,-1.35,38,0.815789473684211,0.479118765231519
1997,34,-1.35,36,0.944444444444444,0.45452346074419
1998,47,-1.35,52,0.903846153846154,0.511022112875278
1999,46,-1.35,49,0.938775510204082,0.530674658547331
2000,46,-1.35,52,0.884615384615385,0.54782076862964
2001,61,-1.35,67,0.91044776119403,0.554403209748083
2002,41,-1.35,46,0.891304347826087,0.548701253481176
2003,38,-1.35,44,0.863636363636364,0.485187618411806
2004,41,-1.35,49,0.836734693877551,0.463107309951405
2005,39,-1.35,44,0.886363636363636,0.455235117393856
2006,47,-1.35,50,0.94,0.451209507560576
2007,54,-1.35,65,0.830769230769231,0.46166582883657
2008,52,-1.35,53,0.981132075471698,0.450219598847067
2009,37,-1.35,48,0.770833333333333,0.444940799250448
2010,45,-1.35,51,0.882352941176471,0.438144565340462
2011,47,-1.35,58,0.810344827586207,0.431941420681551
2012,47,-1.35,56,0.839285714285714,0.449649892509522
2013,48,-1.35,57,0.842105263157895,0.439211647634791
2014,51,-1.35,57,0.894736842105263,0.435821365499166
2015,50,-1.35,58,0.862068965517241,0.43622941143237
2016,49,-1.35,60,0.816666666666667,0.409966600951374
2017,63,-1.35,69,0.91304347826087,0.418498396664982
2018,57,-1.35,62,0.919354838709677,0.386337910160015
1969,29,-1.3,32,0.90625,NA
1970,29,-1.3,35,0.828571428571429,NA
1971,37,-1.3,44,0.840909090909091,NA
1972,43,-1.3,49,0.877551020408163,NA
1973,38,-1.3,41,0.926829268292683,NA
1974,39,-1.3,45,0.866666666666667,NA
1975,31,-1.3,36,0.861111111111111,NA
1976,31,-1.3,33,0.939393939393939,NA
1977,47,-1.3,55,0.854545454545454,NA
1978,26,-1.3,35,0.742857142857143,NA
1979,34,-1.3,42,0.80952380952381,NA
1980,40,-1.3,45,0.888888888888889,NA
1981,28,-1.3,37,0.756756756756757,NA
1982,33,-1.3,38,0.868421052631579,NA
1983,29,-1.3,35,0.828571428571429,NA
1984,37,-1.3,41,0.902439024390244,NA
1985,49,-1.3,55,0.890909090909091,NA
1986,43,-1.3,47,0.914893617021277,NA
1987,32,-1.3,36,0.888888888888889,NA
1988,35,-1.3,36,0.972222222222222,NA
1989,40,-1.3,46,0.869565217391304,0.33758481910705
1990,41,-1.3,51,0.803921568627451,0.431778818449729
1991,40,-1.3,43,0.930232558139535,0.495007544834554
1992,43,-1.3,45,0.955555555555556,0.482754684699915
1993,40,-1.3,44,0.909090909090909,0.524562099585062
1994,30,-1.3,38,0.789473684210526,0.625368337468983
1995,41,-1.3,47,0.872340425531915,0.484613925941966
1996,30,-1.3,38,0.789473684210526,0.479118765231519
1997,34,-1.3,36,0.944444444444444,0.45452346074419
1998,47,-1.3,52,0.903846153846154,0.511022112875278
1999,46,-1.3,49,0.938775510204082,0.530674658547331
2000,46,-1.3,52,0.884615384615385,0.54782076862964
2001,58,-1.3,67,0.865671641791045,0.554403209748083
2002,39,-1.3,46,0.847826086956522,0.548701253481176
2003,37,-1.3,44,0.840909090909091,0.485187618411806
2004,41,-1.3,49,0.836734693877551,0.463107309951405
2005,37,-1.3,44,0.840909090909091,0.455235117393856
2006,45,-1.3,50,0.9,0.451209507560576
2007,54,-1.3,65,0.830769230769231,0.46166582883657
2008,51,-1.3,53,0.962264150943396,0.450219598847067
2009,37,-1.3,48,0.770833333333333,0.444940799250448
2010,43,-1.3,51,0.843137254901961,0.438144565340462
2011,47,-1.3,58,0.810344827586207,0.431941420681551
2012,47,-1.3,56,0.839285714285714,0.449649892509522
2013,48,-1.3,57,0.842105263157895,0.439211647634791
2014,51,-1.3,57,0.894736842105263,0.435821365499166
2015,50,-1.3,58,0.862068965517241,0.43622941143237
2016,49,-1.3,60,0.816666666666667,0.409966600951374
2017,63,-1.3,69,0.91304347826087,0.418498396664982
2018,57,-1.3,62,0.919354838709677,0.386337910160015
1969,29,-1.25,32,0.90625,NA
1970,29,-1.25,35,0.828571428571429,NA
1971,36,-1.25,44,0.818181818181818,NA
1972,42,-1.25,49,0.857142857142857,NA
1973,38,-1.25,41,0.926829268292683,NA
1974,38,-1.25,45,0.844444444444444,NA
1975,31,-1.25,36,0.861111111111111,NA
1976,31,-1.25,33,0.939393939393939,NA
1977,46,-1.25,55,0.836363636363636,NA
1978,26,-1.25,35,0.742857142857143,NA
1979,34,-1.25,42,0.80952380952381,NA
1980,39,-1.25,45,0.866666666666667,NA
1981,27,-1.25,37,0.72972972972973,NA
1982,31,-1.25,38,0.815789473684211,NA
1983,29,-1.25,35,0.828571428571429,NA
1984,36,-1.25,41,0.878048780487805,NA
1985,48,-1.25,55,0.872727272727273,NA
1986,41,-1.25,47,0.872340425531915,NA
1987,32,-1.25,36,0.888888888888889,NA
1988,34,-1.25,36,0.944444444444444,NA
1989,40,-1.25,46,0.869565217391304,0.33758481910705
1990,41,-1.25,51,0.803921568627451,0.431778818449729
1991,40,-1.25,43,0.930232558139535,0.495007544834554
1992,43,-1.25,45,0.955555555555556,0.482754684699915
1993,40,-1.25,44,0.909090909090909,0.524562099585062
1994,30,-1.25,38,0.789473684210526,0.625368337468983
1995,41,-1.25,47,0.872340425531915,0.484613925941966
1996,30,-1.25,38,0.789473684210526,0.479118765231519
1997,33,-1.25,36,0.916666666666667,0.45452346074419
1998,44,-1.25,52,0.846153846153846,0.511022112875278
1999,45,-1.25,49,0.918367346938776,0.530674658547331
2000,46,-1.25,52,0.884615384615385,0.54782076862964
2001,57,-1.25,67,0.850746268656716,0.554403209748083
2002,39,-1.25,46,0.847826086956522,0.548701253481176
2003,36,-1.25,44,0.818181818181818,0.485187618411806
2004,39,-1.25,49,0.795918367346939,0.463107309951405
2005,37,-1.25,44,0.840909090909091,0.455235117393856
2006,44,-1.25,50,0.88,0.451209507560576
2007,53,-1.25,65,0.815384615384615,0.46166582883657
2008,50,-1.25,53,0.943396226415094,0.450219598847067
2009,37,-1.25,48,0.770833333333333,0.444940799250448
2010,42,-1.25,51,0.823529411764706,0.438144565340462
2011,42,-1.25,58,0.724137931034483,0.431941420681551
2012,47,-1.25,56,0.839285714285714,0.449649892509522
2013,48,-1.25,57,0.842105263157895,0.439211647634791
2014,51,-1.25,57,0.894736842105263,0.435821365499166
2015,46,-1.25,58,0.793103448275862,0.43622941143237
2016,47,-1.25,60,0.783333333333333,0.409966600951374
2017,61,-1.25,69,0.884057971014493,0.418498396664982
2018,56,-1.25,62,0.903225806451613,0.386337910160015
1969,29,-1.2,32,0.90625,NA
1970,29,-1.2,35,0.828571428571429,NA
1971,34,-1.2,44,0.772727272727273,NA
1972,39,-1.2,49,0.795918367346939,NA
1973,37,-1.2,41,0.902439024390244,NA
1974,37,-1.2,45,0.822222222222222,NA
1975,30,-1.2,36,0.833333333333333,NA
1976,30,-1.2,33,0.909090909090909,NA
1977,43,-1.2,55,0.781818181818182,NA
1978,24,-1.2,35,0.685714285714286,NA
1979,34,-1.2,42,0.80952380952381,NA
1980,39,-1.2,45,0.866666666666667,NA
1981,27,-1.2,37,0.72972972972973,NA
1982,31,-1.2,38,0.815789473684211,NA
1983,29,-1.2,35,0.828571428571429,NA
1984,35,-1.2,41,0.853658536585366,NA
1985,45,-1.2,55,0.818181818181818,NA
1986,41,-1.2,47,0.872340425531915,NA
1987,29,-1.2,36,0.805555555555556,NA
1988,34,-1.2,36,0.944444444444444,NA
1989,40,-1.2,46,0.869565217391304,0.33758481910705
1990,40,-1.2,51,0.784313725490196,0.431778818449729
1991,36,-1.2,43,0.837209302325581,0.495007544834554
1992,40,-1.2,45,0.888888888888889,0.482754684699915
1993,39,-1.2,44,0.886363636363636,0.524562099585062
1994,28,-1.2,38,0.736842105263158,0.625368337468983
1995,38,-1.2,47,0.808510638297872,0.484613925941966
1996,29,-1.2,38,0.763157894736842,0.479118765231519
1997,33,-1.2,36,0.916666666666667,0.45452346074419
1998,41,-1.2,52,0.788461538461538,0.511022112875278
1999,44,-1.2,49,0.897959183673469,0.530674658547331
2000,39,-1.2,52,0.75,0.54782076862964
2001,56,-1.2,67,0.835820895522388,0.554403209748083
2002,38,-1.2,46,0.826086956521739,0.548701253481176
2003,36,-1.2,44,0.818181818181818,0.485187618411806
2004,38,-1.2,49,0.775510204081633,0.463107309951405
2005,35,-1.2,44,0.795454545454545,0.455235117393856
2006,44,-1.2,50,0.88,0.451209507560576
2007,51,-1.2,65,0.784615384615385,0.46166582883657
2008,50,-1.2,53,0.943396226415094,0.450219598847067
2009,35,-1.2,48,0.729166666666667,0.444940799250448
2010,41,-1.2,51,0.803921568627451,0.438144565340462
2011,41,-1.2,58,0.706896551724138,0.431941420681551
2012,47,-1.2,56,0.839285714285714,0.449649892509522
2013,46,-1.2,57,0.807017543859649,0.439211647634791
2014,49,-1.2,57,0.859649122807018,0.435821365499166
2015,43,-1.2,58,0.741379310344828,0.43622941143237
2016,46,-1.2,60,0.766666666666667,0.409966600951374
2017,59,-1.2,69,0.855072463768116,0.418498396664982
2018,52,-1.2,62,0.838709677419355,0.386337910160015
1969,29,-1.15,32,0.90625,NA
1970,29,-1.15,35,0.828571428571429,NA
1971,34,-1.15,44,0.772727272727273,NA
1972,38,-1.15,49,0.775510204081633,NA
1973,36,-1.15,41,0.878048780487805,NA
1974,37,-1.15,45,0.822222222222222,NA
1975,30,-1.15,36,0.833333333333333,NA
1976,30,-1.15,33,0.909090909090909,NA
1977,43,-1.15,55,0.781818181818182,NA
1978,23,-1.15,35,0.657142857142857,NA
1979,32,-1.15,42,0.761904761904762,NA
1980,38,-1.15,45,0.844444444444444,NA
1981,26,-1.15,37,0.702702702702703,NA
1982,30,-1.15,38,0.789473684210526,NA
1983,28,-1.15,35,0.8,NA
1984,35,-1.15,41,0.853658536585366,NA
1985,43,-1.15,55,0.781818181818182,NA
1986,38,-1.15,47,0.808510638297872,NA
1987,28,-1.15,36,0.777777777777778,NA
1988,33,-1.15,36,0.916666666666667,NA
1989,39,-1.15,46,0.847826086956522,0.33758481910705
1990,40,-1.15,51,0.784313725490196,0.431778818449729
1991,36,-1.15,43,0.837209302325581,0.495007544834554
1992,40,-1.15,45,0.888888888888889,0.482754684699915
1993,38,-1.15,44,0.863636363636364,0.524562099585062
1994,28,-1.15,38,0.736842105263158,0.625368337468983
1995,38,-1.15,47,0.808510638297872,0.484613925941966
1996,29,-1.15,38,0.763157894736842,0.479118765231519
1997,31,-1.15,36,0.861111111111111,0.45452346074419
1998,36,-1.15,52,0.692307692307692,0.511022112875278
1999,42,-1.15,49,0.857142857142857,0.530674658547331
2000,39,-1.15,52,0.75,0.54782076862964
2001,56,-1.15,67,0.835820895522388,0.554403209748083
2002,38,-1.15,46,0.826086956521739,0.548701253481176
2003,36,-1.15,44,0.818181818181818,0.485187618411806
2004,38,-1.15,49,0.775510204081633,0.463107309951405
2005,35,-1.15,44,0.795454545454545,0.455235117393856
2006,41,-1.15,50,0.82,0.451209507560576
2007,51,-1.15,65,0.784615384615385,0.46166582883657
2008,48,-1.15,53,0.905660377358491,0.450219598847067
2009,35,-1.15,48,0.729166666666667,0.444940799250448
2010,38,-1.15,51,0.745098039215686,0.438144565340462
2011,40,-1.15,58,0.689655172413793,0.431941420681551
2012,45,-1.15,56,0.803571428571429,0.449649892509522
2013,45,-1.15,57,0.789473684210526,0.439211647634791
2014,47,-1.15,57,0.824561403508772,0.435821365499166
2015,41,-1.15,58,0.706896551724138,0.43622941143237
2016,46,-1.15,60,0.766666666666667,0.409966600951374
2017,59,-1.15,69,0.855072463768116,0.418498396664982
2018,52,-1.15,62,0.838709677419355,0.386337910160015
1969,29,-1.1,32,0.90625,NA
1970,29,-1.1,35,0.828571428571429,NA
1971,34,-1.1,44,0.772727272727273,NA
1972,38,-1.1,49,0.775510204081633,NA
1973,36,-1.1,41,0.878048780487805,NA
1974,35,-1.1,45,0.777777777777778,NA
1975,30,-1.1,36,0.833333333333333,NA
1976,30,-1.1,33,0.909090909090909,NA
1977,43,-1.1,55,0.781818181818182,NA
1978,23,-1.1,35,0.657142857142857,NA
1979,30,-1.1,42,0.714285714285714,NA
1980,38,-1.1,45,0.844444444444444,NA
1981,26,-1.1,37,0.702702702702703,NA
1982,30,-1.1,38,0.789473684210526,NA
1983,28,-1.1,35,0.8,NA
1984,35,-1.1,41,0.853658536585366,NA
1985,43,-1.1,55,0.781818181818182,NA
1986,36,-1.1,47,0.765957446808511,NA
1987,26,-1.1,36,0.722222222222222,NA
1988,33,-1.1,36,0.916666666666667,NA
1989,38,-1.1,46,0.826086956521739,0.33758481910705
1990,37,-1.1,51,0.725490196078431,0.431778818449729
1991,36,-1.1,43,0.837209302325581,0.495007544834554
1992,40,-1.1,45,0.888888888888889,0.482754684699915
1993,38,-1.1,44,0.863636363636364,0.524562099585062
1994,27,-1.1,38,0.710526315789474,0.625368337468983
1995,38,-1.1,47,0.808510638297872,0.484613925941966
1996,29,-1.1,38,0.763157894736842,0.479118765231519
1997,27,-1.1,36,0.75,0.45452346074419
1998,36,-1.1,52,0.692307692307692,0.511022112875278
1999,41,-1.1,49,0.836734693877551,0.530674658547331
2000,38,-1.1,52,0.730769230769231,0.54782076862964
2001,53,-1.1,67,0.791044776119403,0.554403209748083
2002,38,-1.1,46,0.826086956521739,0.548701253481176
2003,36,-1.1,44,0.818181818181818,0.485187618411806
2004,34,-1.1,49,0.693877551020408,0.463107309951405
2005,34,-1.1,44,0.772727272727273,0.455235117393856
2006,40,-1.1,50,0.8,0.451209507560576
2007,50,-1.1,65,0.769230769230769,0.46166582883657
2008,47,-1.1,53,0.886792452830189,0.450219598847067
2009,33,-1.1,48,0.6875,0.444940799250448
2010,37,-1.1,51,0.725490196078431,0.438144565340462
2011,39,-1.1,58,0.672413793103448,0.431941420681551
2012,44,-1.1,56,0.785714285714286,0.449649892509522
2013,42,-1.1,57,0.736842105263158,0.439211647634791
2014,47,-1.1,57,0.824561403508772,0.435821365499166
2015,40,-1.1,58,0.689655172413793,0.43622941143237
2016,42,-1.1,60,0.7,0.409966600951374
2017,58,-1.1,69,0.840579710144927,0.418498396664982
2018,51,-1.1,62,0.82258064516129,0.386337910160015
1969,25,-1.05,32,0.78125,NA
1970,29,-1.05,35,0.828571428571429,NA
1971,34,-1.05,44,0.772727272727273,NA
1972,36,-1.05,49,0.73469387755102,NA
1973,36,-1.05,41,0.878048780487805,NA
1974,33,-1.05,45,0.733333333333333,NA
1975,27,-1.05,36,0.75,NA
1976,27,-1.05,33,0.818181818181818,NA
1977,40,-1.05,55,0.727272727272727,NA
1978,23,-1.05,35,0.657142857142857,NA
1979,30,-1.05,42,0.714285714285714,NA
1980,35,-1.05,45,0.777777777777778,NA
1981,25,-1.05,37,0.675675675675676,NA
1982,29,-1.05,38,0.763157894736842,NA
1983,25,-1.05,35,0.714285714285714,NA
1984,34,-1.05,41,0.829268292682927,NA
1985,42,-1.05,55,0.763636363636364,NA
1986,34,-1.05,47,0.723404255319149,NA
1987,26,-1.05,36,0.722222222222222,NA
1988,33,-1.05,36,0.916666666666667,NA
1989,38,-1.05,46,0.826086956521739,0.33758481910705
1990,37,-1.05,51,0.725490196078431,0.431778818449729
1991,36,-1.05,43,0.837209302325581,0.495007544834554
1992,40,-1.05,45,0.888888888888889,0.482754684699915
1993,37,-1.05,44,0.840909090909091,0.524562099585062
1994,27,-1.05,38,0.710526315789474,0.625368337468983
1995,38,-1.05,47,0.808510638297872,0.484613925941966
1996,28,-1.05,38,0.736842105263158,0.479118765231519
1997,26,-1.05,36,0.722222222222222,0.45452346074419
1998,35,-1.05,52,0.673076923076923,0.511022112875278
1999,40,-1.05,49,0.816326530612245,0.530674658547331
2000,36,-1.05,52,0.692307692307692,0.54782076862964
2001,53,-1.05,67,0.791044776119403,0.554403209748083
2002,38,-1.05,46,0.826086956521739,0.548701253481176
2003,33,-1.05,44,0.75,0.485187618411806
2004,34,-1.05,49,0.693877551020408,0.463107309951405
2005,34,-1.05,44,0.772727272727273,0.455235117393856
2006,36,-1.05,50,0.72,0.451209507560576
2007,46,-1.05,65,0.707692307692308,0.46166582883657
2008,47,-1.05,53,0.886792452830189,0.450219598847067
2009,33,-1.05,48,0.6875,0.444940799250448
2010,37,-1.05,51,0.725490196078431,0.438144565340462
