"Year","cbns","threshold","retirees","prop"
2005,3,0.6,44,0.0681818181818182
2006,0,0.6,50,0
2007,5,0.6,65,0.0769230769230769
2008,2,0.6,53,0.0377358490566038
2009,4,0.6,48,0.0833333333333333
2010,3,0.6,51,0.0588235294117647
2011,1,0.6,58,0.0172413793103448
2012,1,0.6,56,0.0178571428571429
2013,3,0.6,57,0.0526315789473684
2014,2,0.6,57,0.0350877192982456
2015,2,0.6,58,0.0344827586206897
2016,8,0.6,60,0.133333333333333
2017,3,0.6,69,0.0434782608695652
2018,7,0.6,62,0.112903225806452
1969,1,0.63,32,0.03125
1970,0,0.63,35,0
1971,1,0.63,44,0.0227272727272727
1972,3,0.63,49,0.0612244897959184
1973,3,0.63,41,0.0731707317073171
1974,2,0.63,45,0.0444444444444444
1975,1,0.63,36,0.0277777777777778
1976,0,0.63,33,0
1977,1,0.63,55,0.0181818181818182
1978,1,0.63,35,0.0285714285714286
1979,1,0.63,42,0.0238095238095238
1980,4,0.63,45,0.0888888888888889
1981,0,0.63,37,0
1982,1,0.63,38,0.0263157894736842
1983,1,0.63,35,0.0285714285714286
1984,3,0.63,41,0.0731707317073171
1985,2,0.63,55,0.0363636363636364
1986,2,0.63,47,0.0425531914893617
1987,0,0.63,36,0
1988,0,0.63,36,0
1989,1,0.63,46,0.0217391304347826
1990,2,0.63,51,0.0392156862745098
1991,4,0.63,43,0.0930232558139535
1992,4,0.63,45,0.0888888888888889
1993,2,0.63,44,0.0454545454545455
1994,2,0.63,38,0.0526315789473684
1995,6,0.63,47,0.127659574468085
1996,4,0.63,38,0.105263157894737
1997,4,0.63,36,0.111111111111111
1998,3,0.63,52,0.0576923076923077
1999,4,0.63,49,0.0816326530612245
2000,5,0.63,52,0.0961538461538462
2001,5,0.63,67,0.0746268656716418
2002,5,0.63,46,0.108695652173913
2003,2,0.63,44,0.0454545454545455
2004,1,0.63,49,0.0204081632653061
2005,3,0.63,44,0.0681818181818182
2006,0,0.63,50,0
2007,5,0.63,65,0.0769230769230769
2008,2,0.63,53,0.0377358490566038
2009,4,0.63,48,0.0833333333333333
2010,3,0.63,51,0.0588235294117647
2011,1,0.63,58,0.0172413793103448
2012,1,0.63,56,0.0178571428571429
2013,3,0.63,57,0.0526315789473684
2014,2,0.63,57,0.0350877192982456
2015,2,0.63,58,0.0344827586206897
2016,7,0.63,60,0.116666666666667
2017,2,0.63,69,0.0289855072463768
2018,7,0.63,62,0.112903225806452
1969,1,0.66,32,0.03125
1970,0,0.66,35,0
1971,1,0.66,44,0.0227272727272727
1972,3,0.66,49,0.0612244897959184
1973,3,0.66,41,0.0731707317073171
1974,2,0.66,45,0.0444444444444444
1975,1,0.66,36,0.0277777777777778
1976,0,0.66,33,0
1977,1,0.66,55,0.0181818181818182
1978,1,0.66,35,0.0285714285714286
1979,1,0.66,42,0.0238095238095238
1980,4,0.66,45,0.0888888888888889
1981,0,0.66,37,0
1982,1,0.66,38,0.0263157894736842
1983,0,0.66,35,0
1984,3,0.66,41,0.0731707317073171
1985,2,0.66,55,0.0363636363636364
1986,2,0.66,47,0.0425531914893617
1987,0,0.66,36,0
1988,0,0.66,36,0
1989,0,0.66,46,0
1990,2,0.66,51,0.0392156862745098
1991,4,0.66,43,0.0930232558139535
1992,4,0.66,45,0.0888888888888889
1993,2,0.66,44,0.0454545454545455
1994,2,0.66,38,0.0526315789473684
1995,6,0.66,47,0.127659574468085
1996,4,0.66,38,0.105263157894737
1997,4,0.66,36,0.111111111111111
1998,3,0.66,52,0.0576923076923077
1999,4,0.66,49,0.0816326530612245
2000,5,0.66,52,0.0961538461538462
2001,5,0.66,67,0.0746268656716418
2002,5,0.66,46,0.108695652173913
2003,2,0.66,44,0.0454545454545455
2004,1,0.66,49,0.0204081632653061
2005,3,0.66,44,0.0681818181818182
2006,0,0.66,50,0
2007,5,0.66,65,0.0769230769230769
2008,2,0.66,53,0.0377358490566038
2009,4,0.66,48,0.0833333333333333
2010,3,0.66,51,0.0588235294117647
2011,1,0.66,58,0.0172413793103448
2012,1,0.66,56,0.0178571428571429
2013,3,0.66,57,0.0526315789473684
2014,2,0.66,57,0.0350877192982456
2015,2,0.66,58,0.0344827586206897
2016,7,0.66,60,0.116666666666667
2017,2,0.66,69,0.0289855072463768
2018,7,0.66,62,0.112903225806452
1969,1,0.69,32,0.03125
1970,0,0.69,35,0
1971,1,0.69,44,0.0227272727272727
1972,3,0.69,49,0.0612244897959184
1973,3,0.69,41,0.0731707317073171
1974,2,0.69,45,0.0444444444444444
1975,1,0.69,36,0.0277777777777778
1976,0,0.69,33,0
1977,1,0.69,55,0.0181818181818182
1978,1,0.69,35,0.0285714285714286
1979,1,0.69,42,0.0238095238095238
1980,4,0.69,45,0.0888888888888889
1981,0,0.69,37,0
1982,1,0.69,38,0.0263157894736842
1983,0,0.69,35,0
1984,3,0.69,41,0.0731707317073171
1985,2,0.69,55,0.0363636363636364
1986,2,0.69,47,0.0425531914893617
1987,0,0.69,36,0
1988,0,0.69,36,0
1989,0,0.69,46,0
1990,2,0.69,51,0.0392156862745098
1991,4,0.69,43,0.0930232558139535
1992,4,0.69,45,0.0888888888888889
1993,2,0.69,44,0.0454545454545455
1994,2,0.69,38,0.0526315789473684
1995,6,0.69,47,0.127659574468085
1996,4,0.69,38,0.105263157894737
1997,4,0.69,36,0.111111111111111
1998,3,0.69,52,0.0576923076923077
1999,4,0.69,49,0.0816326530612245
2000,5,0.69,52,0.0961538461538462
2001,4,0.69,67,0.0597014925373134
2002,5,0.69,46,0.108695652173913
2003,2,0.69,44,0.0454545454545455
2004,1,0.69,49,0.0204081632653061
2005,3,0.69,44,0.0681818181818182
2006,0,0.69,50,0
2007,5,0.69,65,0.0769230769230769
2008,2,0.69,53,0.0377358490566038
2009,4,0.69,48,0.0833333333333333
2010,3,0.69,51,0.0588235294117647
2011,1,0.69,58,0.0172413793103448
2012,1,0.69,56,0.0178571428571429
2013,3,0.69,57,0.0526315789473684
2014,2,0.69,57,0.0350877192982456
2015,2,0.69,58,0.0344827586206897
2016,7,0.69,60,0.116666666666667
2017,2,0.69,69,0.0289855072463768
2018,7,0.69,62,0.112903225806452
1969,1,0.72,32,0.03125
1970,0,0.72,35,0
1971,0,0.72,44,0
1972,3,0.72,49,0.0612244897959184
1973,3,0.72,41,0.0731707317073171
1974,2,0.72,45,0.0444444444444444
1975,1,0.72,36,0.0277777777777778
1976,0,0.72,33,0
1977,1,0.72,55,0.0181818181818182
1978,1,0.72,35,0.0285714285714286
1979,1,0.72,42,0.0238095238095238
1980,4,0.72,45,0.0888888888888889
1981,0,0.72,37,0
1982,1,0.72,38,0.0263157894736842
1983,0,0.72,35,0
1984,3,0.72,41,0.0731707317073171
1985,1,0.72,55,0.0181818181818182
1986,2,0.72,47,0.0425531914893617
1987,0,0.72,36,0
1988,0,0.72,36,0
1989,0,0.72,46,0
1990,2,0.72,51,0.0392156862745098
1991,4,0.72,43,0.0930232558139535
1992,4,0.72,45,0.0888888888888889
1993,2,0.72,44,0.0454545454545455
1994,2,0.72,38,0.0526315789473684
1995,6,0.72,47,0.127659574468085
1996,4,0.72,38,0.105263157894737
1997,4,0.72,36,0.111111111111111
1998,3,0.72,52,0.0576923076923077
1999,2,0.72,49,0.0408163265306122
2000,5,0.72,52,0.0961538461538462
2001,4,0.72,67,0.0597014925373134
2002,5,0.72,46,0.108695652173913
2003,2,0.72,44,0.0454545454545455
2004,1,0.72,49,0.0204081632653061
2005,3,0.72,44,0.0681818181818182
2006,0,0.72,50,0
2007,5,0.72,65,0.0769230769230769
2008,2,0.72,53,0.0377358490566038
2009,4,0.72,48,0.0833333333333333
2010,3,0.72,51,0.0588235294117647
2011,1,0.72,58,0.0172413793103448
2012,1,0.72,56,0.0178571428571429
2013,3,0.72,57,0.0526315789473684
2014,2,0.72,57,0.0350877192982456
2015,2,0.72,58,0.0344827586206897
2016,7,0.72,60,0.116666666666667
2017,2,0.72,69,0.0289855072463768
2018,6,0.72,62,0.0967741935483871
1969,1,0.75,32,0.03125
1970,0,0.75,35,0
1971,0,0.75,44,0
1972,3,0.75,49,0.0612244897959184
1973,1,0.75,41,0.024390243902439
1974,2,0.75,45,0.0444444444444444
1975,1,0.75,36,0.0277777777777778
1976,0,0.75,33,0
1977,1,0.75,55,0.0181818181818182
1978,1,0.75,35,0.0285714285714286
1979,1,0.75,42,0.0238095238095238
1980,4,0.75,45,0.0888888888888889
1981,0,0.75,37,0
1982,1,0.75,38,0.0263157894736842
1983,0,0.75,35,0
1984,3,0.75,41,0.0731707317073171
1985,1,0.75,55,0.0181818181818182
1986,2,0.75,47,0.0425531914893617
1987,0,0.75,36,0
1988,0,0.75,36,0
1989,0,0.75,46,0
1990,2,0.75,51,0.0392156862745098
1991,4,0.75,43,0.0930232558139535
1992,4,0.75,45,0.0888888888888889
1993,2,0.75,44,0.0454545454545455
1994,2,0.75,38,0.0526315789473684
1995,6,0.75,47,0.127659574468085
1996,4,0.75,38,0.105263157894737
1997,4,0.75,36,0.111111111111111
1998,3,0.75,52,0.0576923076923077
1999,2,0.75,49,0.0408163265306122
2000,5,0.75,52,0.0961538461538462
2001,4,0.75,67,0.0597014925373134
2002,4,0.75,46,0.0869565217391304
2003,2,0.75,44,0.0454545454545455
2004,1,0.75,49,0.0204081632653061
2005,3,0.75,44,0.0681818181818182
2006,0,0.75,50,0
2007,5,0.75,65,0.0769230769230769
2008,2,0.75,53,0.0377358490566038
2009,3,0.75,48,0.0625
2010,3,0.75,51,0.0588235294117647
2011,1,0.75,58,0.0172413793103448
2012,1,0.75,56,0.0178571428571429
2013,3,0.75,57,0.0526315789473684
2014,2,0.75,57,0.0350877192982456
2015,2,0.75,58,0.0344827586206897
2016,7,0.75,60,0.116666666666667
2017,2,0.75,69,0.0289855072463768
2018,6,0.75,62,0.0967741935483871
1969,1,0.78,32,0.03125
1970,0,0.78,35,0
1971,0,0.78,44,0
1972,2,0.78,49,0.0408163265306122
1973,1,0.78,41,0.024390243902439
1974,2,0.78,45,0.0444444444444444
1975,1,0.78,36,0.0277777777777778
1976,0,0.78,33,0
1977,1,0.78,55,0.0181818181818182
1978,1,0.78,35,0.0285714285714286
1979,1,0.78,42,0.0238095238095238
1980,4,0.78,45,0.0888888888888889
1981,0,0.78,37,0
1982,1,0.78,38,0.0263157894736842
1983,0,0.78,35,0
1984,3,0.78,41,0.0731707317073171
1985,1,0.78,55,0.0181818181818182
1986,2,0.78,47,0.0425531914893617
1987,0,0.78,36,0
1988,0,0.78,36,0
1989,0,0.78,46,0
1990,2,0.78,51,0.0392156862745098
1991,4,0.78,43,0.0930232558139535
1992,4,0.78,45,0.0888888888888889
1993,2,0.78,44,0.0454545454545455
1994,2,0.78,38,0.0526315789473684
1995,6,0.78,47,0.127659574468085
1996,4,0.78,38,0.105263157894737
1997,4,0.78,36,0.111111111111111
1998,3,0.78,52,0.0576923076923077
1999,2,0.78,49,0.0408163265306122
2000,4,0.78,52,0.0769230769230769
2001,4,0.78,67,0.0597014925373134
2002,4,0.78,46,0.0869565217391304
2003,2,0.78,44,0.0454545454545455
2004,1,0.78,49,0.0204081632653061
2005,3,0.78,44,0.0681818181818182
2006,0,0.78,50,0
2007,5,0.78,65,0.0769230769230769
2008,2,0.78,53,0.0377358490566038
2009,3,0.78,48,0.0625
2010,3,0.78,51,0.0588235294117647
2011,1,0.78,58,0.0172413793103448
2012,1,0.78,56,0.0178571428571429
2013,3,0.78,57,0.0526315789473684
2014,2,0.78,57,0.0350877192982456
2015,2,0.78,58,0.0344827586206897
2016,7,0.78,60,0.116666666666667
2017,2,0.78,69,0.0289855072463768
2018,6,0.78,62,0.0967741935483871
1969,0,0.81,32,0
1970,0,0.81,35,0
1971,0,0.81,44,0
1972,2,0.81,49,0.0408163265306122
1973,1,0.81,41,0.024390243902439
1974,1,0.81,45,0.0222222222222222
1975,1,0.81,36,0.0277777777777778
1976,0,0.81,33,0
1977,1,0.81,55,0.0181818181818182
1978,1,0.81,35,0.0285714285714286
1979,1,0.81,42,0.0238095238095238
1980,4,0.81,45,0.0888888888888889
1981,0,0.81,37,0
1982,1,0.81,38,0.0263157894736842
1983,0,0.81,35,0
1984,1,0.81,41,0.024390243902439
1985,1,0.81,55,0.0181818181818182
1986,2,0.81,47,0.0425531914893617
1987,0,0.81,36,0
1988,0,0.81,36,0
1989,0,0.81,46,0
1990,2,0.81,51,0.0392156862745098
1991,4,0.81,43,0.0930232558139535
1992,4,0.81,45,0.0888888888888889
1993,2,0.81,44,0.0454545454545455
1994,2,0.81,38,0.0526315789473684
1995,4,0.81,47,0.0851063829787234
1996,4,0.81,38,0.105263157894737
1997,3,0.81,36,0.0833333333333333
1998,3,0.81,52,0.0576923076923077
1999,2,0.81,49,0.0408163265306122
2000,3,0.81,52,0.0576923076923077
2001,4,0.81,67,0.0597014925373134
2002,4,0.81,46,0.0869565217391304
2003,2,0.81,44,0.0454545454545455
2004,1,0.81,49,0.0204081632653061
2005,3,0.81,44,0.0681818181818182
2006,0,0.81,50,0
2007,5,0.81,65,0.0769230769230769
2008,1,0.81,53,0.0188679245283019
2009,3,0.81,48,0.0625
2010,3,0.81,51,0.0588235294117647
2011,1,0.81,58,0.0172413793103448
2012,1,0.81,56,0.0178571428571429
2013,3,0.81,57,0.0526315789473684
2014,2,0.81,57,0.0350877192982456
2015,2,0.81,58,0.0344827586206897
2016,5,0.81,60,0.0833333333333333
2017,2,0.81,69,0.0289855072463768
2018,5,0.81,62,0.0806451612903226
1969,0,0.84,32,0
1970,0,0.84,35,0
1971,0,0.84,44,0
1972,2,0.84,49,0.0408163265306122
1973,1,0.84,41,0.024390243902439
1974,1,0.84,45,0.0222222222222222
1975,1,0.84,36,0.0277777777777778
1976,0,0.84,33,0
1977,1,0.84,55,0.0181818181818182
1978,1,0.84,35,0.0285714285714286
1979,1,0.84,42,0.0238095238095238
1980,4,0.84,45,0.0888888888888889
1981,0,0.84,37,0
1982,1,0.84,38,0.0263157894736842
1983,0,0.84,35,0
1984,1,0.84,41,0.024390243902439
1985,1,0.84,55,0.0181818181818182
1986,2,0.84,47,0.0425531914893617
1987,0,0.84,36,0
1988,0,0.84,36,0
1989,0,0.84,46,0
1990,2,0.84,51,0.0392156862745098
1991,4,0.84,43,0.0930232558139535
1992,4,0.84,45,0.0888888888888889
1993,1,0.84,44,0.0227272727272727
1994,2,0.84,38,0.0526315789473684
1995,4,0.84,47,0.0851063829787234
1996,4,0.84,38,0.105263157894737
1997,3,0.84,36,0.0833333333333333
1998,3,0.84,52,0.0576923076923077
1999,2,0.84,49,0.0408163265306122
2000,3,0.84,52,0.0576923076923077
2001,4,0.84,67,0.0597014925373134
2002,4,0.84,46,0.0869565217391304
2003,2,0.84,44,0.0454545454545455
2004,0,0.84,49,0
2005,3,0.84,44,0.0681818181818182
2006,0,0.84,50,0
2007,5,0.84,65,0.0769230769230769
2008,1,0.84,53,0.0188679245283019
2009,3,0.84,48,0.0625
2010,3,0.84,51,0.0588235294117647
2011,1,0.84,58,0.0172413793103448
2012,1,0.84,56,0.0178571428571429
2013,3,0.84,57,0.0526315789473684
2014,0,0.84,57,0
2015,2,0.84,58,0.0344827586206897
2016,5,0.84,60,0.0833333333333333
2017,1,0.84,69,0.0144927536231884
2018,5,0.84,62,0.0806451612903226
1969,0,0.87,32,0
1970,0,0.87,35,0
1971,0,0.87,44,0
1972,2,0.87,49,0.0408163265306122
1973,1,0.87,41,0.024390243902439
1974,1,0.87,45,0.0222222222222222
1975,1,0.87,36,0.0277777777777778
1976,0,0.87,33,0
1977,1,0.87,55,0.0181818181818182
1978,1,0.87,35,0.0285714285714286
1979,1,0.87,42,0.0238095238095238
1980,4,0.87,45,0.0888888888888889
1981,0,0.87,37,0
1982,1,0.87,38,0.0263157894736842
1983,0,0.87,35,0
1984,1,0.87,41,0.024390243902439
1985,1,0.87,55,0.0181818181818182
1986,2,0.87,47,0.0425531914893617
1987,0,0.87,36,0
1988,0,0.87,36,0
1989,0,0.87,46,0
1990,2,0.87,51,0.0392156862745098
1991,3,0.87,43,0.0697674418604651
1992,4,0.87,45,0.0888888888888889
1993,1,0.87,44,0.0227272727272727
1994,2,0.87,38,0.0526315789473684
1995,4,0.87,47,0.0851063829787234
1996,4,0.87,38,0.105263157894737
1997,3,0.87,36,0.0833333333333333
1998,3,0.87,52,0.0576923076923077
1999,2,0.87,49,0.0408163265306122
2000,3,0.87,52,0.0576923076923077
2001,4,0.87,67,0.0597014925373134
2002,3,0.87,46,0.0652173913043478
2003,2,0.87,44,0.0454545454545455
2004,0,0.87,49,0
2005,2,0.87,44,0.0454545454545455
2006,0,0.87,50,0
2007,5,0.87,65,0.0769230769230769
2008,1,0.87,53,0.0188679245283019
2009,3,0.87,48,0.0625
2010,3,0.87,51,0.0588235294117647
2011,1,0.87,58,0.0172413793103448
2012,1,0.87,56,0.0178571428571429
2013,3,0.87,57,0.0526315789473684
2014,0,0.87,57,0
2015,2,0.87,58,0.0344827586206897
2016,5,0.87,60,0.0833333333333333
2017,1,0.87,69,0.0144927536231884
2018,4,0.87,62,0.0645161290322581
1969,0,0.9,32,0
1970,0,0.9,35,0
1971,0,0.9,44,0
1972,2,0.9,49,0.0408163265306122
1973,1,0.9,41,0.024390243902439
1974,1,0.9,45,0.0222222222222222
1975,1,0.9,36,0.0277777777777778
1976,0,0.9,33,0
1977,1,0.9,55,0.0181818181818182
1978,1,0.9,35,0.0285714285714286
1979,1,0.9,42,0.0238095238095238
1980,3,0.9,45,0.0666666666666667
1981,0,0.9,37,0
1982,1,0.9,38,0.0263157894736842
1983,0,0.9,35,0
1984,1,0.9,41,0.024390243902439
1985,1,0.9,55,0.0181818181818182
1986,2,0.9,47,0.0425531914893617
1987,0,0.9,36,0
1988,0,0.9,36,0
1989,0,0.9,46,0
1990,2,0.9,51,0.0392156862745098
1991,3,0.9,43,0.0697674418604651
1992,4,0.9,45,0.0888888888888889
1993,1,0.9,44,0.0227272727272727
1994,2,0.9,38,0.0526315789473684
1995,4,0.9,47,0.0851063829787234
1996,4,0.9,38,0.105263157894737
1997,3,0.9,36,0.0833333333333333
1998,3,0.9,52,0.0576923076923077
1999,2,0.9,49,0.0408163265306122
2000,3,0.9,52,0.0576923076923077
2001,3,0.9,67,0.0447761194029851
2002,3,0.9,46,0.0652173913043478
2003,2,0.9,44,0.0454545454545455
2004,0,0.9,49,0
2005,2,0.9,44,0.0454545454545455
2006,0,0.9,50,0
2007,5,0.9,65,0.0769230769230769
2008,1,0.9,53,0.0188679245283019
2009,3,0.9,48,0.0625
2010,3,0.9,51,0.0588235294117647
2011,1,0.9,58,0.0172413793103448
2012,1,0.9,56,0.0178571428571429
2013,3,0.9,57,0.0526315789473684
2014,0,0.9,57,0
2015,2,0.9,58,0.0344827586206897
2016,5,0.9,60,0.0833333333333333
2017,1,0.9,69,0.0144927536231884
2018,4,0.9,62,0.0645161290322581
1969,0,0.93,32,0
1970,0,0.93,35,0
1971,0,0.93,44,0
1972,2,0.93,49,0.0408163265306122
1973,1,0.93,41,0.024390243902439
1974,1,0.93,45,0.0222222222222222
1975,1,0.93,36,0.0277777777777778
1976,0,0.93,33,0
1977,1,0.93,55,0.0181818181818182
1978,1,0.93,35,0.0285714285714286
1979,1,0.93,42,0.0238095238095238
1980,3,0.93,45,0.0666666666666667
1981,0,0.93,37,0
1982,1,0.93,38,0.0263157894736842
1983,0,0.93,35,0
1984,1,0.93,41,0.024390243902439
1985,1,0.93,55,0.0181818181818182
1986,1,0.93,47,0.0212765957446809
1987,0,0.93,36,0
1988,0,0.93,36,0
1989,0,0.93,46,0
1990,2,0.93,51,0.0392156862745098
1991,3,0.93,43,0.0697674418604651
1992,4,0.93,45,0.0888888888888889
1993,1,0.93,44,0.0227272727272727
1994,2,0.93,38,0.0526315789473684
1995,3,0.93,47,0.0638297872340425
1996,4,0.93,38,0.105263157894737
1997,3,0.93,36,0.0833333333333333
1998,3,0.93,52,0.0576923076923077
1999,2,0.93,49,0.0408163265306122
2000,3,0.93,52,0.0576923076923077
2001,3,0.93,67,0.0447761194029851
2002,3,0.93,46,0.0652173913043478
2003,2,0.93,44,0.0454545454545455
2004,0,0.93,49,0
2005,2,0.93,44,0.0454545454545455
2006,0,0.93,50,0
2007,5,0.93,65,0.0769230769230769
2008,1,0.93,53,0.0188679245283019
2009,3,0.93,48,0.0625
2010,3,0.93,51,0.0588235294117647
2011,1,0.93,58,0.0172413793103448
2012,1,0.93,56,0.0178571428571429
2013,3,0.93,57,0.0526315789473684
2014,0,0.93,57,0
2015,2,0.93,58,0.0344827586206897
2016,5,0.93,60,0.0833333333333333
2017,1,0.93,69,0.0144927536231884
2018,4,0.93,62,0.0645161290322581
1969,0,0.96,32,0
1970,0,0.96,35,0
1971,0,0.96,44,0
1972,2,0.96,49,0.0408163265306122
1973,1,0.96,41,0.024390243902439
1974,1,0.96,45,0.0222222222222222
1975,1,0.96,36,0.0277777777777778
1976,0,0.96,33,0
1977,1,0.96,55,0.0181818181818182
1978,1,0.96,35,0.0285714285714286
1979,1,0.96,42,0.0238095238095238
1980,3,0.96,45,0.0666666666666667
1981,0,0.96,37,0
1982,1,0.96,38,0.0263157894736842
1983,0,0.96,35,0
1984,1,0.96,41,0.024390243902439
1985,1,0.96,55,0.0181818181818182
1986,1,0.96,47,0.0212765957446809
1987,0,0.96,36,0
1988,0,0.96,36,0
1989,0,0.96,46,0
1990,2,0.96,51,0.0392156862745098
1991,3,0.96,43,0.0697674418604651
1992,4,0.96,45,0.0888888888888889
1993,1,0.96,44,0.0227272727272727
1994,2,0.96,38,0.0526315789473684
1995,3,0.96,47,0.0638297872340425
1996,3,0.96,38,0.0789473684210526
1997,3,0.96,36,0.0833333333333333
1998,3,0.96,52,0.0576923076923077
1999,2,0.96,49,0.0408163265306122
2000,3,0.96,52,0.0576923076923077
2001,3,0.96,67,0.0447761194029851
2002,3,0.96,46,0.0652173913043478
2003,2,0.96,44,0.0454545454545455
2004,0,0.96,49,0
2005,2,0.96,44,0.0454545454545455
2006,0,0.96,50,0
2007,5,0.96,65,0.0769230769230769
2008,1,0.96,53,0.0188679245283019
2009,3,0.96,48,0.0625
2010,2,0.96,51,0.0392156862745098
2011,1,0.96,58,0.0172413793103448
2012,1,0.96,56,0.0178571428571429
2013,3,0.96,57,0.0526315789473684
2014,0,0.96,57,0
2015,2,0.96,58,0.0344827586206897
2016,5,0.96,60,0.0833333333333333
2017,1,0.96,69,0.0144927536231884
2018,2,0.96,62,0.032258064516129
1969,0,0.99,32,0
1970,0,0.99,35,0
1971,0,0.99,44,0
1972,1,0.99,49,0.0204081632653061
1973,1,0.99,41,0.024390243902439
1974,1,0.99,45,0.0222222222222222
1975,1,0.99,36,0.0277777777777778
1976,0,0.99,33,0
1977,1,0.99,55,0.0181818181818182
1978,1,0.99,35,0.0285714285714286
1979,1,0.99,42,0.0238095238095238
1980,2,0.99,45,0.0444444444444444
1981,0,0.99,37,0
1982,1,0.99,38,0.0263157894736842
1983,0,0.99,35,0
1984,1,0.99,41,0.024390243902439
1985,1,0.99,55,0.0181818181818182
1986,1,0.99,47,0.0212765957446809
1987,0,0.99,36,0
1988,0,0.99,36,0
1989,0,0.99,46,0
1990,2,0.99,51,0.0392156862745098
1991,3,0.99,43,0.0697674418604651
1992,4,0.99,45,0.0888888888888889
1993,1,0.99,44,0.0227272727272727
1994,2,0.99,38,0.0526315789473684
1995,3,0.99,47,0.0638297872340425
1996,3,0.99,38,0.0789473684210526
1997,3,0.99,36,0.0833333333333333
1998,3,0.99,52,0.0576923076923077
1999,2,0.99,49,0.0408163265306122
2000,2,0.99,52,0.0384615384615385
2001,3,0.99,67,0.0447761194029851
2002,3,0.99,46,0.0652173913043478
2003,2,0.99,44,0.0454545454545455
2004,0,0.99,49,0
2005,2,0.99,44,0.0454545454545455
2006,0,0.99,50,0
2007,5,0.99,65,0.0769230769230769
2008,1,0.99,53,0.0188679245283019
2009,3,0.99,48,0.0625
2010,2,0.99,51,0.0392156862745098
2011,1,0.99,58,0.0172413793103448
2012,1,0.99,56,0.0178571428571429
2013,3,0.99,57,0.0526315789473684
2014,0,0.99,57,0
2015,2,0.99,58,0.0344827586206897
2016,4,0.99,60,0.0666666666666667
2017,1,0.99,69,0.0144927536231884
2018,2,0.99,62,0.032258064516129
1969,0,1.02,32,0
1970,0,1.02,35,0
1971,0,1.02,44,0
1972,1,1.02,49,0.0204081632653061
1973,1,1.02,41,0.024390243902439
1974,1,1.02,45,0.0222222222222222
1975,1,1.02,36,0.0277777777777778
1976,0,1.02,33,0
1977,1,1.02,55,0.0181818181818182
1978,1,1.02,35,0.0285714285714286
1979,1,1.02,42,0.0238095238095238
1980,2,1.02,45,0.0444444444444444
1981,0,1.02,37,0
1982,1,1.02,38,0.0263157894736842
1983,0,1.02,35,0
1984,1,1.02,41,0.024390243902439
1985,1,1.02,55,0.0181818181818182
1986,1,1.02,47,0.0212765957446809
1987,0,1.02,36,0
1988,0,1.02,36,0
1989,0,1.02,46,0
1990,2,1.02,51,0.0392156862745098
1991,3,1.02,43,0.0697674418604651
1992,4,1.02,45,0.0888888888888889
1993,1,1.02,44,0.0227272727272727
1994,2,1.02,38,0.0526315789473684
1995,3,1.02,47,0.0638297872340425
1996,3,1.02,38,0.0789473684210526
1997,3,1.02,36,0.0833333333333333
1998,3,1.02,52,0.0576923076923077
1999,2,1.02,49,0.0408163265306122
2000,2,1.02,52,0.0384615384615385
2001,3,1.02,67,0.0447761194029851
2002,3,1.02,46,0.0652173913043478
2003,2,1.02,44,0.0454545454545455
2004,0,1.02,49,0
2005,2,1.02,44,0.0454545454545455
2006,0,1.02,50,0
2007,5,1.02,65,0.0769230769230769
2008,1,1.02,53,0.0188679245283019
2009,3,1.02,48,0.0625
2010,1,1.02,51,0.0196078431372549
2011,1,1.02,58,0.0172413793103448
2012,1,1.02,56,0.0178571428571429
2013,3,1.02,57,0.0526315789473684
2014,0,1.02,57,0
2015,2,1.02,58,0.0344827586206897
2016,4,1.02,60,0.0666666666666667
2017,1,1.02,69,0.0144927536231884
2018,2,1.02,62,0.032258064516129
1969,0,1.05,32,0
1970,0,1.05,35,0
1971,0,1.05,44,0
1972,1,1.05,49,0.0204081632653061
1973,1,1.05,41,0.024390243902439
1974,1,1.05,45,0.0222222222222222
1975,1,1.05,36,0.0277777777777778
1976,0,1.05,33,0
1977,1,1.05,55,0.0181818181818182
1978,1,1.05,35,0.0285714285714286
1979,1,1.05,42,0.0238095238095238
1980,2,1.05,45,0.0444444444444444
1981,0,1.05,37,0
1982,1,1.05,38,0.0263157894736842
1983,0,1.05,35,0
1984,0,1.05,41,0
1985,1,1.05,55,0.0181818181818182
1986,1,1.05,47,0.0212765957446809
1987,0,1.05,36,0
1988,0,1.05,36,0
1989,0,1.05,46,0
1990,2,1.05,51,0.0392156862745098
1991,3,1.05,43,0.0697674418604651
1992,4,1.05,45,0.0888888888888889
1993,1,1.05,44,0.0227272727272727
1994,2,1.05,38,0.0526315789473684
1995,2,1.05,47,0.0425531914893617
1996,3,1.05,38,0.0789473684210526
1997,3,1.05,36,0.0833333333333333
1998,3,1.05,52,0.0576923076923077
1999,2,1.05,49,0.0408163265306122
2000,2,1.05,52,0.0384615384615385
2001,3,1.05,67,0.0447761194029851
2002,3,1.05,46,0.0652173913043478
2003,2,1.05,44,0.0454545454545455
2004,0,1.05,49,0
2005,2,1.05,44,0.0454545454545455
2006,0,1.05,50,0
2007,5,1.05,65,0.0769230769230769
2008,1,1.05,53,0.0188679245283019
2009,3,1.05,48,0.0625
2010,1,1.05,51,0.0196078431372549
2011,1,1.05,58,0.0172413793103448
2012,1,1.05,56,0.0178571428571429
2013,1,1.05,57,0.0175438596491228
2014,0,1.05,57,0
