"coef_int","coef_yr","era","threshold"
-0.872177689734691,0.000903457738427967,"pre",-1.5
-0.628081695109011,0.000765272534776855,"post",-1.5
-0.817513280530243,0.000874154780745735,"pre",-1.47
0.176375513048879,0.000357836517116459,"post",-1.47
-1.239351349091,0.00108502700842468,"pre",-1.44
-2.51113418471703,0.00168911197789858,"post",-1.44
-1.05035824553433,0.000984879494753417,"pre",-1.41
-0.620795005015281,0.000745585803063683,"post",-1.41
-0.636791015673419,0.000774873765066129,"pre",-1.38
-0.241529931001504,0.000554196203745705,"post",-1.38
-1.11534298119069,0.00101133514576855,"pre",-1.35
0.141549026534335,0.000361372931060944,"post",-1.35
-0.475231255039673,0.000682788107073514,"pre",-1.32
-0.256953182340324,0.000557777797113908,"post",-1.32
-0.491187615920418,0.000684473243766655,"pre",-1.29
-3.83738454229689,0.00233313199473701,"post",-1.29
-0.709172347157666,0.000790807503939832,"pre",-1.26
-1.78472207502209,0.00130398409282131,"post",-1.26
-0.139980472266941,0.000496014062251015,"pre",-1.23
-0.901667608919877,0.000857838772198816,"post",-1.23
0.85189711722035,-1.17337227576227e-05,"pre",-1.2
1.23880424562434,-0.000213751071408586,"post",-1.2
1.35520901419202,-0.00027083616756327,"pre",-1.17
2.82230906130044,-0.00100811499172509,"post",-1.17
1.59312454276449,-0.000394206635636416,"pre",-1.14
0.696591021975925,4.5484222655452e-05,"post",-1.14
2.6316301471335,-0.000921744376252304,"pre",-1.11
1.12273229767995,-0.000177740909832772,"post",-1.11
2.34868750523799,-0.000787415086708562,"pre",-1.08
0.951288025234135,-9.36335826913926e-05,"post",-1.08
0.380688443637267,0.000196034843554368,"pre",-1.05
-1.27262545081932,0.000999180359547108,"post",-1.05
-0.283146999127443,0.000520511608873144,"pre",-1.02
4.41194890289756,-0.0018416737573539,"post",-1.02
-0.95033818907928,0.000849477669014408,"pre",-0.99
-1.46875815265193,0.0010769937096329,"post",-0.99
-1.40309088205634,0.00106973798672017,"pre",-0.96
-2.32524190396248,0.00149000923423325,"post",-0.96
-0.652663701458617,0.000683119497996652,"pre",-0.93
-1.38828205635649,0.0010176930523305,"post",-0.93
-0.467117346274815,0.000582264318851262,"pre",-0.9
-6.51055183189836,0.00355040075608825,"post",-0.9
-0.433565028544844,0.000556962304013405,"pre",-0.87
-4.77083726589954,0.00267439923597522,"post",-0.87
-2.85374823201582,0.00176648269485469,"pre",-0.84
-5.65220906039689,0.00310820085990185,"post",-0.84
-1.83684893961087,0.0012449792503864,"pre",-0.81
-7.45134176387049,0.00399115072964806,"post",-0.81
-3.20973866019991,0.00192836984322739,"pre",-0.78
-13.6683563960099,0.007068360064502,"post",-0.78
-2.37985967570133,0.00150534059961842,"pre",-0.75
-7.46439802883125,0.00397381793927977,"post",-0.75
-2.81192225946489,0.00171156632710919,"pre",-0.72
-9.29928479558046,0.00487584309470635,"post",-0.72
-3.18512967455867,0.00189099965523116,"pre",-0.69
-14.168156032774,0.00728948285965512,"post",-0.69
-3.24544442645171,0.00191335359595173,"pre",-0.66
-8.25105917646912,0.00433317016227405,"post",-0.66
-3.15593674668311,0.0018543330825646,"pre",-0.63
-8.15648911661047,0.00427005747719309,"post",-0.63
-2.84672121883296,0.00168610929158547,"pre",-0.6
-3.55143594256904,0.0019715668832782,"post",-0.6
-3.41738512637616,0.00196380670332154,"pre",-0.57
-5.74803652563741,0.00304965473617514,"post",-0.57
-4.06821748226589,0.00228055342520087,"pre",-0.54
-5.2304617533999,0.00277785136527686,"post",-0.54
-4.18103282376819,0.00232557666742764,"pre",-0.51
-6.97033800806861,0.00363668315721889,"post",-0.51
-2.41216055505761,0.00142479656724411,"pre",-0.48
-2.0224748461518,0.00116391022847604,"post",-0.48
-3.69039240718301,0.00206077179593843,"pre",-0.45
0.391425540058785,-4.4548247556736e-05,"post",-0.45
-4.789774655905,0.00259985995734275,"pre",-0.42
-0.0148160308644315,0.000150651182056283,"post",-0.42
-6.73541590194863,0.00357029782278517,"pre",-0.39
1.08699723848799,-0.000403123302139909,"post",-0.39
-7.97072679379568,0.00418342785795441,"pre",-0.36
3.91485067115859,-0.0018165578663704,"post",-0.36
