"coef_int","coef_yr","era","threshold"
-1.51523522245429,0.00123295145868911,"pre",-1.5
2.77699729025159,-0.000922581357775503,"post",-1.5
-1.1147527840202,0.00102737572090326,"pre",-1.47
3.05614145924264,-0.00106531457609883,"post",-1.47
-0.937995639086892,0.000935255911165064,"pre",-1.44
0.881948881592361,1.1763468741408e-05,"post",-1.44
-0.533937173589055,0.000730281192327636,"pre",-1.41
-1.13987116948658,0.00101369561811937,"post",-1.41
-0.612281842286376,0.00076492551328436,"pre",-1.38
-0.475698936995011,0.00067485534449191,"post",-1.38
-0.281585070559755,0.00059494816458185,"pre",-1.35
-1.53483840337139,0.00119805303953824,"post",-1.35
-0.480324304615031,0.000689604151338553,"pre",-1.32
-5.14653742675959,0.00298906407385036,"post",-1.32
-1.17848932816579,0.00103737724909896,"pre",-1.29
-4.91330912041786,0.00286672163481381,"post",-1.29
0.621318053912201,0.000124617133088744,"pre",-1.26
-3.84061913925299,0.00233155066987611,"post",-1.26
0.989337751724849,-6.81362544322499e-05,"pre",-1.23
-1.82603008306657,0.00132173953500934,"post",-1.23
0.936228494594765,-4.68844791582216e-05,"pre",-1.2
0.990191207111929,-8.9174139029476e-05,"post",-1.2
1.43943343824038,-0.000306207288944456,"pre",-1.17
-0.610132322299838,0.000704943508029349,"post",-1.17
0.865144770348763,-2.26755519206617e-05,"pre",-1.14
1.8924821412825,-0.000545280821487595,"post",-1.14
1.41124637362829,-0.000300706255915838,"pre",-1.11
-1.24616165224001,0.00101045010535004,"post",-1.11
1.00820681623422,-0.000107957100725379,"pre",-1.08
0.587128847739763,8.67867797995995e-05,"post",-1.08
0.855589392039289,-3.42881286310068e-05,"pre",-1.05
4.21612094060017,-0.00172656126412599,"post",-1.05
0.662406411621025,5.34530939633572e-05,"pre",-1.02
-2.72577998068958,0.00171600054127615,"post",-1.02
1.27706123286417,-0.000264851396225869,"pre",-0.99
0.134867140376047,0.000281101997006095,"post",-0.99
0.0303191861055996,0.000356194831089985,"pre",-0.96
0.312247654814289,0.00018484011497135,"post",-0.96
-1.4347112451185,0.00108372564605861,"pre",-0.93
-3.31686266309172,0.00198013502004672,"post",-0.93
-1.75539399081313,0.00123290786117837,"pre",-0.9
-2.27006446890268,0.00145094942621125,"post",-0.9
-3.16066717592246,0.00193315531929847,"pre",-0.87
-1.10797433646348,0.000866036268036703,"post",-0.87
-1.23722827098174,0.000956659923521215,"pre",-0.84
2.61134766059637,-0.000997042919706435,"post",-0.84
-1.03074601986003,0.000842420666643383,"pre",-0.81
-4.42338271080326,0.0024826390685515,"post",-0.81
-2.22873498227298,0.00143587045066159,"pre",-0.78
-5.54380446441036,0.00303757802526626,"post",-0.78
-2.56632512564692,0.00159530390710655,"pre",-0.75
-1.8306113560134,0.00117096801823216,"post",-0.75
-3.25207021078908,0.00192974642133554,"pre",-0.72
-5.8272365730934,0.00314829788370933,"post",-0.72
-2.81183778740241,0.00169977894546885,"pre",-0.69
-4.15507800174074,0.00229918763801861,"post",-0.69
-1.90853214528596,0.00123151676558058,"pre",-0.66
-3.13554745500577,0.00178400303873064,"post",-0.66
-3.08281143325307,0.00180942766891893,"pre",-0.63
-7.98747244481694,0.00418453371584943,"post",-0.63
-2.76939887558934,0.00164335786328138,"pre",-0.6
-4.93408682808642,0.00265093072209805,"post",-0.6
-2.54228047710874,0.00151979331162765,"pre",-0.57
-2.59858079341813,0.00148135157605742,"post",-0.57
-2.0558357931957,0.00126133338396651,"pre",-0.54
-7.67564918265861,0.00399743045507189,"post",-0.54
-3.70744414410245,0.00208402249637711,"pre",-0.51
0.934328953502896,-0.000301317963085493,"post",-0.51
-4.73430274788654,0.0025912210639105,"pre",-0.48
-3.62092557164014,0.00195489196514966,"post",-0.48
-2.65299887427801,0.00153364482225586,"pre",-0.45
1.33718636314199,-0.000517927365223108,"post",-0.45
-5.07428559483486,0.00274063058000175,"pre",-0.42
3.90139077710532,-0.00180111722971537,"post",-0.42
-8.10405275130147,0.00425720572159119,"pre",-0.39
2.96732200755219,-0.0013412714343048,"post",-0.39
-7.28965483781327,0.0038407134394056,"pre",-0.36
3.45441717876703,-0.00158873502954326,"post",-0.36
-11.559175027571,0.00597831193198083,"pre",-0.33
5.1689061509023,-0.00245275174208548,"post",-0.33
-10.6859508580083,0.00552707147943313,"pre",-0.3
2.99867862944643,-0.0013859218400725,"post",-0.3
-11.1828618396863,0.00577085684773063,"pre",-0.27
2.17955575709174,-0.000983205490374726,"post",-0.27
-12.2014390109028,0.00627629214574141,"pre",-0.24
1.94152137687337,-0.000867664998910123,"post",-0.24
-11.5689754185039,0.00594702714879101,"pre",-0.21
2.79923309772625,-0.00130082174048872,"post",-0.21
-11.2030243495216,0.00575577166282026,"pre",-0.18
-0.539233384321121,0.000355690864553298,"post",-0.18
-11.6659248857809,0.00598295135727179,"pre",-0.15
2.68413424281415,-0.00125225504825202,"post",-0.15
-10.4192787098655,0.00534615663173399,"pre",-0.12
-1.22627953329455,0.000688313759495021,"post",-0.12
-9.97079678878645,0.00511712769943329,"pre",-0.0900000000000001
-0.996363824905926,0.000569966420559445,"post",-0.0900000000000001
-9.74380203358695,0.00499550076588911,"pre",-0.0600000000000001
-0.621382450255329,0.00037789413158505,"post",-0.0600000000000001
-9.39726896230871,0.00481624781746844,"pre",-0.03
-1.20468315690163,0.00066675967780354,"post",-0.03
-8.68496096765872,0.0044540413628982,"pre",0
-0.313997981558147,0.00021980678798887,"post",0
-8.54513633812506,0.00438011409621977,"pre",0.03
0.0630285069146231,2.94607418297793e-05,"post",0.03
-8.76544930105559,0.00448447217811181,"pre",0.0600000000000001
-0.317448590807059,0.000217203855269488,"post",0.0600000000000001
-7.37912204646673,0.00378302604192295,"pre",0.0899999999999999
0.446323889814266,-0.000167244190710414,"post",0.0899999999999999
-7.19320636593594,0.00368514088073592,"pre",0.12
0.446323889814266,-0.000167244190710414,"post",0.12
-7.57639717465949,0.00387498587552224,"pre",0.15
0.704579823766793,-0.00029624315871867,"post",0.15
-7.09687419157426,0.00363148784204486,"pre",0.18
0.87039791699089,-0.000387051967370537,"post",0.18
-7.46905178516254,0.0038124311705847,"pre",0.21
0.231664885316681,-7.03098859225725e-05,"post",0.21
-7.01773351725182,0.00358302535986014,"pre",0.24
0.129796131929514,-2.3104562324873e-05,"post",0.24
-5.23524296147556,0.00268047298676913,"pre",0.27
-0.103172243508436,9.09928007582916e-05,"post",0.27
-6.05659189931908,0.00309187879269637,"pre",0.3
0.15508369044409,-3.80061672499632e-05,"post",0.3
-6.05414727884446,0.00308905255932076,"pre",0.33
-0.29813649090908,0.000186263382467155,"post",0.33
-5.54343401231472,0.0028285046488935,"pre",0.36
-1.68036066548366,0.000870750041852395,"post",0.36
-4.8349220526527,0.00246884134645593,"pre",0.39
-1.31836376145889,0.000690151486640837,"post",0.39
-4.93577976007675,0.00251888250456823,"pre",0.42
-0.884166543314182,0.000473098749538694,"post",0.42
-4.53093780537774,0.00231369374993669,"pre",0.45
-0.959899809034261,0.000509609905725305,"post",0.45
-3.78769717087016,0.0019370907054008,"pre",0.48
-0.16063897312095,0.000111003094579795,"post",0.48
-4.09601350935797,0.00208961820597316,"pre",0.51
-0.440744411522723,0.000249737833758484,"post",0.51
-4.09515536390198,0.00208859881719867,"pre",0.54
-1.29355210383041,0.000672814756835405,"post",0.54
-4.2508603125481,0.00216669065999639,"pre",0.57
-1.74677228518359,0.000897084306552528,"post",0.57
-4.10557912314927,0.0020932347041875,"pre",0.6
-2.04182791740715,0.00104263372866741,"post",0.6
-4.10557912314927,0.0020932347041875,"pre",0.63
-0.786520358899879,0.000417238409249324,"post",0.63
-4.00641945928372,0.00204230524149333,"pre",0.66
-0.972611045174389,0.000509150173955207,"post",0.66
-3.7619389907941,0.0019171045418343,"pre",0.69
-0.850947950334937,0.000446903643464453,"post",0.69
-3.42893695722139,0.001748470132638,"pre",0.72
-0.92232956749793,0.000481272229608588,"post",0.72
-3.40958135783881,0.00173765411792044,"pre",0.75
-1.9892119204391,0.00101068399431447,"post",0.75
-3.09457450403346,0.00157827379583674,"pre",0.78
-1.9892119204391,0.00101068399431447,"post",0.78
-2.70896842213583,0.00138345582608271,"pre",0.81
-1.17217434946322,0.000602743541677303,"post",0.81
-2.9404337640061,0.00149908999383791,"pre",0.84
-1.23137273469967,0.000631578605114443,"post",0.84
-3.09613871265222,0.00157718183663563,"pre",0.87
-1.25764494446334,0.000643438187657138,"post",0.87
-3.26389724463644,0.00166137135659946,"pre",0.9
-1.25764494446334,0.000643438187657138,"post",0.9
-3.04690784017901,0.00155176229558375,"pre",0.93
-1.25764494446334,0.000643438187657138,"post",0.93
-3.04690784017901,0.00155176229558375,"pre",0.96
-0.175635140541768,0.000104222501382628,"post",0.96
-2.96998776982528,0.00151267689398125,"pre",0.99
-0.175635140541768,0.000104222501382628,"post",0.99
-3.01581683315793,0.001535036170286,"pre",1.02
0.548358667507767,-0.000256974609040489,"post",1.02
-2.58165292381782,0.00131537900773971,"pre",1.05
0.548358667507767,-0.000256974609040489,"post",1.05
-2.2619133283749,0.00115368299624132,"pre",1.08
0.548358667507767,-0.000256974609040489,"post",1.08
-2.12114432200416,0.00108207947954196,"pre",1.11
0.489160282271319,-0.000228139545603349,"post",1.11
-2.1220297889729,0.00108183331135494,"pre",1.14
-1.25628514341156,0.000636919235166693,"post",1.14
-2.1220297889729,0.00108183331135494,"pre",1.17
-0.344837134797117,0.000181504863593328,"post",1.17
-1.89534003537723,0.000966639364101849,"pre",1.2
-0.344837134797117,0.000181504863593328,"post",1.2
-1.8873998406617,0.000961651418374024,"pre",1.23
-0.530927821071628,0.000273416628299211,"post",1.23
-1.92109513438203,0.000977977742585203,"pre",1.26
0.44163076942739,-0.00021136981598988,"post",1.26
-2.01881825615106,0.00102650565337997,"pre",1.29
0.982635671388174,-0.000480977659127134,"post",1.29
-2.01881825615106,0.00102650565337997,"pre",1.32
0.923437286151727,-0.000452142595689995,"post",1.32
-1.80182885169362,0.000916896592364262,"pre",1.35
0.604070770314623,-0.000293771554966013,"post",1.35
-1.7148447247095,0.000872757724695983,"pre",1.38
0.604070770314623,-0.000293771554966013,"post",1.38
-1.7148447247095,0.000872757724695983,"pre",1.41
0.417980084040113,-0.000201859790260131,"post",1.41
-1.7148447247095,0.000872757724695983,"pre",1.44
0.417980084040113,-0.000201859790260131,"post",1.44
-1.7148447247095,0.000872757724695983,"pre",1.47
0.875687994790619,-0.000430054516426459,"post",1.47
-1.54797165969402,0.000788322036545125,"pre",1.5
0.875687994790619,-0.000430054516426459,"post",1.5
